 Flux (Janskies) at 10 Mpc and normalised flux for a model with the following parameters: 
 Luminosity: 5.2e9 Lsun
 Mass-loss rate: 3.0e-3 Msun/yr
 Wind terminal velocity: 150.0 km/s
 Effective temperature (at optical depth 10): 31.9e3 K 
 Effective temperature (at optical depth 2/3): 18.2e3 K 
 Inner boundary: 16.0e13 cm 
 Abundances (mass fractions): H=7.010E-01,He=2.800E-01,C=3.026E-03,N=1.182E-03,O=9.634E-03,Fe=1.360E-03 
 	 Wavelength 	 Flux 	 	 Normalised Flux 
 	 (Angstrom) 	 (Jy (at 10 Mpc)) 	 
       10.0120729149        1.040400000e-107             1.000000000
	1365.2917755	0.02560675	0.907406723075
	1365.38786134	0.02669425	0.945971184175
	1365.48248363	0.02533675	0.89789153295
	1365.57781885	0.0346165	1.2267866525
	1365.67676009	0.0431195	1.5281740515
	1365.77643123	0.04582725	1.62418811525
	1365.87302097	0.04580775	1.623545712
	1365.97068242	0.04505775	1.59701210675
	1366.07170378	0.043042	1.52561435075
	1366.17227291	0.041014	1.453777924
	1366.27256133	0.03915075	1.387776611
	1366.37439	0.0339255	1.20259459025
	1366.47051931	0.02215075	0.78522527895
	1366.57201959	0.0220485	0.781626933825
	1366.67442239	0.03145025	1.11495717
	1366.77350711	0.03536025	1.25361073975
	1366.87151545	0.03663325	1.2987807915
	1366.96743428	0.0371875	1.3184692565
	1367.07078488	0.0370535	1.31376139175
	1367.16694986	0.0369255	1.309265993
	1367.26395462	0.03739275	1.325873491
	1367.36005325	0.03754725	1.3313793075
	1367.46235613	0.0373255	1.32353518175
	1367.56033855	0.0369825	1.311395953
	1367.6567284	0.03652475	1.29520003325
	1367.75505075	0.03591	1.27344302025
	1367.87105009	0.03521875	1.248976924
	1367.99240539	0.03495875	1.23980199425
	1368.09374148	0.034933	1.2389264285
	1368.1951394	0.03491625	1.2383719875
	1368.29160318	0.03489725	1.2377386355
	1368.3877058	0.03487475	1.2369789095
	1368.49000634	0.034845	1.235953073
	1368.59001039	0.0348105	1.23474719175
	1368.68560814	0.03477325	1.2334452945
	1368.78157869	0.0347335	1.23206656725
	1368.87795326	0.03465025	1.22915368325
	1368.97520098	0.034251	1.21503346025
	1369.07343162	0.03388	1.201910304
	1369.17080092	0.0342005	1.2133064865
	1369.27132669	0.03432725	1.21782002825
	1369.36958426	0.03410325	1.20989428625
	1369.46752735	0.03232225	1.14674158725
	1369.56367009	0.02217525	0.786766342425
	1369.66043647	0.01635275	0.58020163425
	1369.75779544	0.024165	0.8573955884
	1369.85742157	0.0311555	1.10543611
	1369.95355643	0.028771	1.02084310972
	1370.05242841	0.020328	0.721285713275
	1370.15347515	0.010451425	0.37085179845
	1370.25420799	0.00321185	0.113971105213
	1370.35833807	0.00400945	0.142277308677
	1370.459649	0.0090608	0.32153117055
	1370.56475033	0.0135315	0.48018493925
	1370.67032208	0.020311	0.720777360175
	1370.7755181	0.026178	0.92899538665
	1370.8740229	0.030554	1.08430587675
	1370.97061402	0.0346065	1.22813980175
	1371.06699927	0.03608	1.28045122425
	1371.16324138	0.03044975	1.08065360072
	1371.26536146	0.01365595	0.4846536166
	1371.36572454	0.01016445	0.360745474625
	1371.46705918	0.0214715	0.762054716875
	1371.56602417	0.03319375	1.17811100575
	1371.66343455	0.03777	1.34055293725
	1371.76032523	0.03936375	1.397144038
	1371.85796732	0.03484525	1.236784356
	1371.95654928	0.0229055	0.81300199325
	1372.05470592	0.0239245	0.849168613375
	1372.15416403	0.0342245	1.214760182
	1372.25197203	0.03856675	1.3689039105
	1372.35565217	0.03944525	1.40011182775
	1372.4595207	0.0388835	1.38019449025
	1372.55685379	0.037313	1.32446854725
	1372.6550963	0.0343415	1.21901313825
	1372.75465731	0.012322625	0.43741946705
	1372.85418542	0.00145285	0.0515725914575
	1372.96320716	0.0008946425	0.03175754756
	1373.07704075	0.001286435	0.0456654827675
	1373.17498037	0.0044786	0.158982599023
	1373.27839133	0.00693165	0.246065939225
	1373.3890685	0.006607225	0.2345532784
	1373.48990012	0.0065062	0.23097046305
	1373.5890157	0.01212755	0.430535548275
	1373.68493547	0.02548975	0.904915164225
	1373.7824897	0.0368605	1.3086091845
	1373.87997916	0.0383925	1.36301775325
	1373.9809457	0.03043675	1.08058775858
	1374.07959693	0.0184165	0.653845928125
	1374.17583716	0.01563325	0.5550402203
	1374.27629606	0.025743	0.9139896125
	1374.37415482	0.03607325	1.280777761
	1374.47598196	0.0404805	1.43727937175
	1374.58193629	0.04163825	1.4784099305
	1374.67930277	0.037727	1.33955660025
	1374.77835375	0.03298475	1.1711935175
	1374.87845938	0.03458075	1.227882665
	1374.99094015	0.032096	1.13967493192
	1375.09451399	0.01955325	0.69431333495
	1375.19780401	0.02073075	0.73613512285
	1375.29536816	0.0301885	1.07199166367
	1375.39504434	0.032536	1.15538345625
	1375.49481376	0.01234375	0.438350062175
	1375.59300392	0.001508975	0.0535880423975
	1375.70003059	0.0009239925	0.0328141653325
	1375.81078271	0.00121085	0.04300237924
	1375.91032834	0.004152725	0.147485674097
	1376.01130953	0.0193615	0.6876537414
	1376.11707443	0.032909	1.16885129675
	1376.2265357	0.04105975	1.458394632
	1376.32639416	0.046037	1.63522999675
	1376.4250981	0.0489095	1.7373142005
	1376.52296297	0.0503515	1.788591151
	1376.62186885	0.05097975	1.81096403275
	1376.72176907	0.04947675	1.7576233045
	1376.82335923	0.04611675	1.63830853675
	1376.92109097	0.03421425	1.2155087971
	1377.02345384	0.0154965	0.55056044145
	1377.12301684	0.0151265	0.537442589275
	1377.22287899	0.02516425	0.89411321355
	1377.32348342	0.019419	0.68999640225
	1377.42986149	0.011079	0.393675744925
	1377.52954662	0.017423	0.6191319574
	1377.63027495	0.027982	0.994390941525
	1377.73206255	0.013922875	0.494788211275
	1377.83050903	0.0026015	0.092454448565
	1377.92398216	0.001843225	0.06550881826
	1378.02003338	0.0045667	0.16231047057
	1378.12111842	0.019146	0.68052217205
	1378.21914544	0.02264	0.80474472205
	1378.3203389	0.010921025	0.38820862035
	1378.41860013	0.009207025	0.327297022675
	1378.5158137	0.016559	0.5886772211
	1378.61312023	0.0299205	1.0637297138
	1378.71367417	0.04250375	1.511156854
	1378.81118296	0.048548	1.72612792175
	1378.91932931	0.04964325	1.76515769225
	1379.02100606	0.04913425	1.747141665
	1379.11595721	0.0478675	1.7021727655
	1379.2122539	0.03742475	1.33088420785
	1379.31084868	0.01007925	0.3584492545
	1379.40909254	0.002643	0.0939978553725
	1379.50655695	0.002295725	0.081651201965
	1379.60441604	0.009898375	0.3520692738
	1379.7092579	0.02690975	0.957177503125
	1379.81833906	0.03692025	1.313312166
	1379.94274486	0.0422045	1.50137791725
	1380.04203153	0.044598	1.586622502
	1380.14074496	0.046236	1.64499539075
	1380.23985381	0.04741625	1.687071472
	1380.33853193	0.04734025	1.68444022
	1380.43766918	0.04566575	1.6249301985
	1380.54225624	0.0431035	1.533832083
	1380.64571457	0.040107	1.4272712545
	1380.74518205	0.03723175	1.325011874
	1380.84366213	0.0350365	1.24694404525
	1380.94428742	0.03412725	1.2146416355
	1381.04917377	0.03402575	1.21108733425
	1381.15009927	0.03401825	1.21087351225
	1381.24617114	0.03400825	1.21057132
	1381.34373618	0.0339825	1.20972059625
	1381.44206302	0.03343725	1.19038459975
	1381.5398786	0.030373	1.08135833425
	1381.63880643	0.025652	0.9133225284
	1381.73779614	0.020366	0.7251496162
	1381.83828095	0.0243115	0.865672911025
	1381.93615264	0.030847	1.09843566425
	1382.0351531	0.033487	1.19249881825
	1382.13373778	0.033538	1.19436919575
	1382.23405709	0.03297975	1.17454325525
	1382.33781716	0.03409325	1.214258217
	1382.44619828	0.034908	1.24333827675
	1382.54286503	0.03535	1.259136653
	1382.64182495	0.035401	1.26101123325
	1382.74625212	0.0352235	1.2547526795
	1382.85008879	0.03490175	1.24335209125
	1382.94840683	0.03458475	1.23210520125
	1383.04930707	0.03421475	1.21896000425
	1383.14944041	0.03326125	1.185028294
	1383.26506551	0.0190965	0.680399258325
	1383.36655446	0.00626945	0.223389329025
	1383.46794675	0.006223825	0.2217752391
	1383.57344033	0.011154425	0.397488096475
	1383.67294699	0.02207575	0.78670439675
	1383.77606074	0.03176875	1.13218258375
	1383.88347006	0.0340645	1.214061426
	1383.99139122	0.0281645	1.0038367641
	1384.09819463	0.031465	1.1215201835
	1384.19737733	0.0375515	1.33850177425
	1384.29900323	0.0397435	1.4166822275
	1384.39947733	0.038956	1.3886746905
	1384.50548097	0.019591625	0.698418233325
	1384.60974183	0.0041433	0.147709670425
	1384.70733492	0.004107325	0.14643182
	1384.8034386	0.013103975	0.467192408575
	1384.90603335	0.008408375	0.29979383825
	1385.00785915	0.003448925	0.122974633425
	1385.10352456	0.005058825	0.18038284905
	1385.2070277	0.01836825	0.6549791088
	1385.30547319	0.031684	1.1298419596
	1385.40652577	0.039851	1.4211433085
	1385.52304074	0.04447175	1.585992808
	1385.62215548	0.044854	1.59966992075
	1385.71961918	0.03867225	1.3792523355
	1385.82070007	0.033667	1.2007980895
	1385.92426233	0.039574	1.4115496145
	1386.02474822	0.04216275	1.503938304
	1386.12773208	0.041047	1.4641805635
	1386.2313725	0.0267895	0.95562694495
	1386.33462732	0.0042125	0.150271841853
	1386.43231954	0.0018622	0.0664329703375
	1386.53004152	0.0041031	0.146383454548
	1386.62873929	0.0146685	0.523338705775
	1386.72693797	0.02024075	0.7221665166
	1386.83860726	0.03210875	1.1456384595
	1386.94652427	0.042694	1.52336261575
	1387.05108928	0.03825925	1.3651715052
	1387.15335916	0.0113439	0.404791619425
	1387.25936756	0.004191725	0.149584048275
	1387.3583457	0.004335875	0.154734608775
	1387.46019564	0.0073906	0.26375665295
	1387.56775995	0.0076118	0.27165881545
	1387.66671796	0.007391675	0.2638108682
	1387.77312605	0.0150888	0.538542908375
	1387.87553472	0.032339	1.15426538853
	1387.97514698	0.042936	1.53254520625
	1388.07389002	0.0479645	1.712077562
	1388.18469939	0.03312125	1.18228994328
	1388.2864294	0.012548375	0.447943425875
	1388.38470231	0.009728175	0.347287500425
	1388.48438778	0.02060175	0.735497315025
	1388.58730353	0.03567025	1.2734933535
	1388.69140822	0.0424505	1.51560396875
	1388.79782898	0.044973	1.6057153395
	1388.90550417	0.04466525	1.5947813955
	1389.00508747	0.04217225	1.5058149035
	1389.10370353	0.0397315	1.41870804075
	1389.21285898	0.0416125	1.48592336575
	1389.3184739	0.03752075	1.33985581825
	1389.41930771	0.03489275	1.24605013
	1389.51809526	0.03737575	1.334760779
	1389.62232361	0.03707975	1.32423230875
	1389.72308885	0.03560875	1.27173784675
	1389.82225784	0.032754	1.16981795325
	1389.92108661	0.01407375	0.502661470925
	1390.03072491	0.00397015	0.14180403825
	1390.13195217	0.006180125	0.220746584425
	1390.23184031	0.012299	0.43931801715
	1390.33238769	0.01588625	0.567471872175
	1390.43120836	0.027814	0.993572659975
	1390.52905954	0.03744575	1.33767753975
	1390.63106905	0.04112425	1.46913077575
	1390.73127088	0.04331025	1.54727153775
	1390.83301965	0.0446585	1.59548807725
	1390.93210514	0.0445385	1.5912493795
	1391.03280238	0.0441915	1.578900906
	1391.14127644	0.0432845	1.54654661825
	1391.24313371	0.041405	1.4794387705
	1391.34421475	0.03862375	1.3801049385
	1391.44346999	0.023945	0.855627328425
	1391.5438697	0.005710175	0.2040482139
	1391.64179677	0.0045	0.160809119775
	1391.73978611	0.01356005	0.484588673175
	1391.83627072	0.03089225	1.104011414
	1391.94066957	0.04144675	1.48124959725
	1392.04752407	0.04485625	1.603152541
	1392.15100078	0.0368425	1.316783746
	1392.25179364	0.0252915	0.90396757335
	1392.35321538	0.013026	0.46558906565
	1392.45655973	0.01203625	0.43022841515
	1392.55647509	0.02631575	0.9406711207
	1392.66764567	0.03898825	1.39369088475
	1392.77124694	0.0414365	1.48122851525
	1392.87528439	0.021011425	0.751105387425
	1392.97553485	0.00261605	0.0935197759875
	1393.07392249	0.00109498	0.0391452408625
	1393.1795431	0.001329845	0.047543401085
	1393.28603723	0.008823475	0.3154594148
	1393.38900214	0.02187975	0.78227229825
	1393.48670324	0.0119114	0.4258831639
	1393.58838624	0.006382975	0.228226007575
	1393.7078851	0.010265625	0.367066478775
	1393.80742915	0.01900275	0.67949756775
	1393.9079273	0.01134265	0.405600895025
	1394.01129206	0.0075784	0.271004335425
	1394.12023129	0.01218935	0.435907577875
	1394.22447041	0.02788425	0.99720999585
	1394.32498003	0.04082525	1.46006000425
	1394.42404484	0.04799625	1.71657476775
	1394.52584832	0.05057475	1.80883609675
	1394.6280881	0.050313	1.79950054
	1394.72546024	0.0456735	1.633589579
	1394.82466311	0.0446345	1.5964709425
	1394.92598956	0.04691375	1.67805077675
	1395.02734684	0.0461065	1.64923103275
	1395.12669004	0.04401525	1.574474503
	1395.22557658	0.04099675	1.46654203125
	1395.32632807	0.032655	1.16817403967
	1395.43115356	0.01804125	0.645415060525
	1395.52906011	0.018915	0.67669689995
	1395.62821496	0.02946275	1.05407947212
	1395.73047041	0.03445175	1.23259210175
	1395.8319772	0.036028	1.289003996
	1395.94186744	0.0366415	1.3109840735
	1396.05149883	0.03642475	1.30327382825
	1396.15513281	0.03629675	1.2987392
	1396.26029425	0.032062	1.14725148197
	1396.37500035	0.01284	0.45945872405
	1396.52168209	0.0094104	0.336752956525
	1396.6422534	0.01706075	0.610546252875
	1396.74532454	0.02930925	1.04891254657
	1396.84862234	0.036033	1.2895709195
	1396.95087774	0.03054125	1.09304414928
	1397.0524644	0.017497	0.626212389575
	1397.15312176	0.0138255	0.494823705
	1397.25530771	0.006485525	0.2321288944
	1397.35890905	0.00619565	0.221761743675
	1397.46436598	0.012559025	0.4495413406
	1397.56583179	0.02340825	0.8379089446
	1397.6739916	0.03633325	1.30060953875
	1397.77584637	0.04158375	1.48859621025
	1397.87646131	0.043423	1.55445962525
	1397.97344018	0.044409	1.58978036975
	1398.07118226	0.0452795	1.62098323475
	1398.17389384	0.0453915	1.62504748025
	1398.27642493	0.04483625	1.60522319575
	1398.37864475	0.04340125	1.55389587225
	1398.48585388	0.04135275	1.480600925
	1398.58768037	0.03922225	1.4043638935
	1398.69115296	0.03729675	1.33546358575
	1398.79248714	0.03622875	1.29726282625
	1398.91026955	0.02974525	1.06514106628
	1399.01897993	0.009646125	0.3454270773
	1399.11823945	0.004897125	0.175371595275
	1399.2147213	0.008993025	0.32206070025
	1399.31433519	0.02115275	0.757550253975
	1399.41464931	0.011889475	0.42581247175
	1399.51796662	0.0026619	0.0953371730875
	1399.61986183	0.002477275	0.0887278427275
	1399.72240885	0.01023505	0.366598039675
	1399.82435009	0.026132	0.936020471425
	1399.92818568	0.03784275	1.35552952825
	1400.03435754	0.044835	1.6060438275
	1400.13750483	0.0477415	1.7102121125
	1400.23631823	0.046263	1.6572979725
	1400.33843257	0.01966795	0.704592348125
	1400.44519008	0.00541615	0.1940370709
	1400.54802162	0.0042856	0.153539639825
	1400.64942888	0.0110529	0.396004235125
	1400.77626194	0.03051375	1.09328999978
	1400.88945189	0.04252825	1.52381318875
	1400.98966457	0.049046	1.75740188075
	1401.09164316	0.05321975	1.90701389375
	1401.19198285	0.055372	1.98419592425
	1401.29366351	0.055572	1.9914246225
	1401.3980937	0.0534375	1.9149958215
	1401.49878855	0.03373225	1.20886875592
	1401.59669659	0.005430025	0.194602469302
	1401.69763304	0.0016609	0.0595257183225
	1401.80023906	0.002176575	0.0780099514425
	1401.90231931	0.006112725	0.219090777375
	1402.00277519	0.004141175	0.148431216575
	1402.10872114	0.00269205	0.0964937455375
	1402.20864917	0.003575975	0.128181512357
	1402.31121514	0.01552305	0.556444669375
	1402.40920399	0.0300435	1.07697913283
	1402.51488324	0.027411	0.982638013575
	1402.62008625	0.01424	0.510496572025
	1402.73541279	0.0121495	0.435575966475
	1402.84439059	0.02603675	0.93350262855
	1402.94972489	0.04297275	1.54077309575
	1403.0512668	0.04984725	1.78730929275
	1403.15612334	0.0516295	1.85126692375
	1403.25528113	0.047142	1.69040982225
	1403.35804973	0.0376515	1.35014461525
	1403.46546544	0.02715575	0.9738087265
	1403.56908593	0.0146145	0.52409502375
	1403.66728351	0.0190375	0.68273147765
	1403.76629994	0.032496	1.16542060375
	1403.86876539	0.039515	1.41719121575
	1403.97354693	0.0353525	1.267944459
	1404.07439855	0.01828925	0.655976963875
	1404.1748043	0.01440275	0.51659609865
	1404.27165588	0.023542	0.84442917025
	1404.37286301	0.0355215	1.2741775295
	1404.47786782	0.04148325	1.48810188175
	1404.57685054	0.03587325	1.2869079175
	1404.68239628	0.02600925	0.933079947025
	1404.78910931	0.03298125	1.18323608325
	1404.88662183	0.040146	1.440320462
	1404.99009033	0.04145625	1.487376432
	1405.08820691	0.040379	1.4487704235
	1405.18727578	0.03024575	1.08522804535
	1405.28940529	0.019618	0.7039231758
	1405.38973776	0.02540225	0.9114997501
	1405.48982112	0.03415025	1.22543848975
	1405.5921593	0.037216	1.33549147675
	1405.69225495	0.0374135	1.34261838575
	1405.79338662	0.021254025	0.7627394326
	1405.89713709	0.00288645	0.103588830355
	1405.99880927	0.001366675	0.0490494331125
	1406.10442034	0.00180445	0.0647644107475
	1406.20758999	0.00318725	0.114400100798
	1406.31977988	0.008552475	0.306985024275
	1406.42337706	0.0108209	0.388418473775
	1406.52623069	0.006752875	0.242403308925
	1406.63413197	0.006803175	0.24421775585
	1406.74117501	0.017217	0.6180712462
	1406.84387696	0.0341005	1.2242053845
	1406.94215361	0.044887	1.611483163
	1407.04358079	0.05219225	1.8738040025
	1407.15408777	0.055311	1.98585886975
	1407.25767581	0.0407465	1.46300899235
	1407.37550092	0.010061875	0.3612903074
	1407.51323549	0.005503225	0.197613374575
	1407.61913984	0.017826	0.640127047725
	1407.7215736	0.03359775	1.20652201725
	1407.82337761	0.04125725	1.48162787225
	1407.92620473	0.04346475	1.560953505
	1408.02770769	0.0358725	1.288330408
	1408.12639778	0.02417475	0.86823902475
	1408.22788008	0.00768085	0.27586626065
	1408.32927776	0.00251705	0.090406456875
	1408.43388264	0.00182625	0.06559792479
	1408.53506164	0.001557425	0.055944351445
	1408.63546108	0.001650375	0.0592852175775
	1408.73504735	0.001731075	0.0621858336375
	1408.83377047	0.001850725	0.0664859856
	1408.93603343	0.00471955	0.169552354457
	1409.03741716	0.008695875	0.312412945025
	1409.14606832	0.00754845	0.27119901055
	1409.24970147	0.0100802	0.362170501375
	1409.35947851	0.0234925	0.844085809225
	1409.45941561	0.036183	1.30010007825
	1409.56554731	0.04439575	1.59527097625
	1409.67217515	0.0483995	1.7392224535
	1409.77495758	0.04897675	1.76003143675
	1409.87540118	0.04850975	1.7432994785
	1409.97718546	0.047523	1.70788858725
	1410.07807246	0.0455	1.6352369285
	1410.17920602	0.04220975	1.51703332425
	1410.2840197	0.0309165	1.1111811133
	1410.38785338	0.019311	0.694088384225
	1410.49170251	0.024388	0.8766113189
	1410.59349278	0.0317695	1.141988054
	1410.71051606	0.0216345	0.77770579975
	1410.81588964	0.0047594	0.17109396235
	1410.91704617	0.0035085	0.126129899175
	1411.03337591	0.0129277	0.4647665169
	1411.13776826	0.03043525	1.09421424797
	1411.23828995	0.0406235	1.46054481225
	1411.33954027	0.04597825	1.6531226585
	1411.44562274	0.048173	1.73211610325
	1411.55285116	0.04951025	1.78028711125
	1411.65339865	0.05015025	1.803367246
	1411.75416008	0.050077	1.80078540625
	1411.8566978	0.048511	1.744521367
	1411.95707255	0.04615275	1.65976600475
	1412.05847593	0.0431155	1.55058879925
	1412.16288727	0.0395525	1.42249712125
	1412.27411651	0.03602525	1.2956830555
	1412.37822706	0.034247	1.23176203
	1412.48634584	0.03365675	1.21057408675
	1412.59725999	0.03332	1.19851849225
	1412.70040283	0.0334595	1.20359522025
	1412.79873375	0.03367475	1.211385932
	1412.89801066	0.033796	1.21578447925
	1413.00014857	0.033848	1.21768995925
	1413.10331702	0.033845	1.217620384
	1413.20713342	0.03378125	1.2153655095
	1413.3072838	0.033784	1.21549860625
	1413.40728187	0.03382025	1.216839523
	1413.51392566	0.0337925	1.215893097
	1413.6241013	0.03375125	1.21447218275
	1413.73897768	0.03364775	1.21080560975
	1413.83948684	0.03317525	1.1938398675
	1413.93984375	0.030694	1.10457990325
	1414.04565062	0.015181975	0.54636673715
	1414.14810449	0.006347775	0.22845087155
	1414.25140728	0.011147275	0.401194676925
	1414.36156481	0.007123475	0.256383575025
	1414.46484855	0.002435725	0.0876678795425
	1414.56824767	0.002840575	0.102242786842
	1414.66935891	0.00982155	0.353528701375
	1414.77632653	0.01970425	0.709290398625
	1414.88008837	0.02230425	0.80291992015
	1414.98082667	0.035629	1.28263503475
	1415.08598792	0.04752875	1.71107218475
	1415.1869225	0.0526105	1.89407369275
	1415.28775473	0.05382775	1.93795685875
	1415.389069	0.0364285	1.311571465
	1415.49372275	0.01306725	0.470488486875
	1415.59252649	0.00994755	0.3581746986
	1415.70394596	0.0219015	0.788620485375
	1415.81414591	0.036754	1.323466158
	1415.92208899	0.0431235	1.55287548325
	1416.02591868	0.04489425	1.61669032925
	1416.13130235	0.0410225	1.477306784
	1416.24429494	0.02401375	0.86481417765
	1416.34710121	0.01657125	0.5968115578
	1416.44699453	0.02644275	0.952379200275
	1416.54783898	0.037797	1.3613780655
	1416.64973548	0.04130525	1.48778751575
	1416.75812448	0.04141175	1.491668128
	1416.86755081	0.03954875	1.42460771975
	1416.9697445	0.0376955	1.35789409075
	1417.07846707	0.0374785	1.35012273225
	1417.19030448	0.032884	1.18464956815
	1417.29195832	0.008624125	0.310693548
	1417.39218603	0.002104325	0.0758131650825
	1417.49333263	0.002048525	0.07380531835
	1417.59102485	0.007064575	0.254534398575
	1417.6927698	0.02256525	0.8130422527
	1417.79377494	0.03395825	1.223576631
	1417.89363774	0.04050475	1.45950269375
	1417.9986288	0.044389	1.59951447725
	1418.11010844	0.0472275	1.7018546675
	1418.20976419	0.04858075	1.75067245
	1418.31832484	0.04917625	1.77219058
	1418.42470411	0.04763125	1.716568037
	1418.52693785	0.04470425	1.61113285725
	1418.63697352	0.04106625	1.480069597
	1418.73915391	0.03782625	1.36333914025
	1418.84673809	0.03448725	1.243035023
	1418.95200437	0.02879625	1.037945399
	1419.05503626	0.0231225	0.83346476115
	1419.15754572	0.026826	0.96699051455
	1419.26045627	0.023712	0.85476561425
	1419.36870727	0.0069109	0.249130831425
	1419.47223665	0.005249525	0.18924671875
	1419.57902444	0.010951525	0.3948177114
	1419.70231664	0.00525165	0.189335804175
	1419.80539009	0.003130925	0.112881862475
	1419.91229522	0.002800175	0.100960408895
	1420.01341513	0.004523	0.16308227475
	1420.11678624	0.013901825	0.5012630727
	1420.22210673	0.01716375	0.618897276725
	1420.32453241	0.01279475	0.461372978325
	1420.42554281	0.0189445	0.6831524145
	1420.52581038	0.033436	1.205762309
	1420.62903722	0.04203375	1.51585929425
	1420.7299563	0.046064	1.66125261325
	1420.83237116	0.047411	1.7098838555
	1420.93256144	0.04572125	1.64899286475
	1421.03264794	0.04236525	1.52800111025
	1421.13732966	0.03951875	1.425380897
	1421.24640633	0.03553125	1.2816001835
	1421.35366335	0.0336915	1.2152811625
	1421.46479502	0.03465325	1.25001459025
	1421.56736635	0.03366475	1.214394795
	1421.66740752	0.0193545	0.6981980455
	1421.7697384	0.006737875	0.243071395125
	1421.87417461	0.009374325	0.33819421105
	1421.97700746	0.023209	0.8373284519
	1422.07943351	0.0324225	1.1697659545
	1422.17986723	0.03627225	1.308700129
	1422.28842915	0.03796425	1.36979239925
	1422.38747515	0.0378455	1.36554882575
	1422.48825613	0.03708425	1.33812219075
	1422.60402115	0.03630725	1.31013173225
	1422.71413285	0.03705	1.3369783615
	1422.81389663	0.03743225	1.3508130755
	1422.91622378	0.03699775	1.33517481775
	1423.01569498	0.03593975	1.2970328975
	1423.11707164	0.03432675	1.23885934975
	1423.21717902	0.033081	1.193936396
	1423.32470016	0.03286525	1.18618853425
	1423.4331326	0.0328705	1.18641712175
	1423.53429837	0.03279775	1.183827726
	1423.63791232	0.032712	1.18076979875
	1423.74072992	0.03265425	1.1787221005
	1423.84219301	0.03261	1.17716110075
	1423.94154009	0.03251375	1.17372209675
	1424.04357296	0.032424	1.17051849675
	1424.14890167	0.0317705	1.14696349675
	1424.27236362	0.02213525	0.799143725475
	1424.4161326	0.01067695	0.38548580315
	1424.52757432	0.0207465	0.74906796805
	1424.64812264	0.0314475	1.135475658
	1424.75467481	0.034506	1.24594891825
	1424.8638672	0.0357705	1.2916504525
	1424.96855523	0.0359365	1.29768581325
	1425.06985471	0.0359055	1.29660634025
	1425.17005067	0.03634375	1.312472232
	1425.28084862	0.0364435	1.31611870675
	1425.3897487	0.03605375	1.30208636525
	1425.48941352	0.03549175	1.28182845
	1425.59936299	0.034643	1.25121651075
	1425.72249939	0.033429	1.20741511025
	1425.82777145	0.032539	1.1753070115
	1425.93112596	0.032234	1.16432704125
	1426.03300331	0.03219575	1.1629814085
	1426.13949151	0.03217825	1.16238686075
	1426.24255201	0.03216275	1.16186330275
	1426.35277012	0.0321445	1.1612428875
	1426.4566589	0.03211875	1.160349274
	1426.57091533	0.03207575	1.15883609025
	1426.67502249	0.03205675	1.15818626375
	1426.77422208	0.03203625	1.157480277
	1426.87695	0.03182	1.14970274
	1426.98531328	0.02617325	0.945707942875
	1427.09258907	0.01390375	0.502395642575
	1427.19622924	0.01550625	0.56031850415
	1427.30509952	0.0157585	0.569449116
	1427.40958613	0.01041265	0.37628466815
	1427.51850597	0.0194475	0.702813547025
	1427.62142613	0.031501	1.138468332
	1427.72813469	0.035941	1.29898732125
	1427.83213891	0.037864	1.36853152125
	1427.93350592	0.03893625	1.40732540075
	1428.04041421	0.038566	1.39398730775
	1428.14441298	0.029843	1.07872321825
	1428.24517788	0.0099976	0.36139004185
	1428.34992114	0.0058005	0.20968194955
	1428.45353959	0.0136183	0.4923039142
	1428.55453534	0.021438	0.775009022075
	1428.66097492	0.0073017	0.26397241705
	1428.76554098	0.002561	0.092588652975
	1428.87647257	0.003432125	0.124088009995
	1428.97858393	0.01385115	0.500810535175
	1429.07946652	0.028887	1.04450080315
	1429.18225418	0.03846025	1.3907045955
	1429.29275659	0.043837	1.585175176
	1429.39228649	0.045435	1.6430015805
	1429.49471008	0.032967	1.19217158848
	1429.60751084	0.0155345	0.56179089905
	1429.71545382	0.00799595	0.28917986975
	1429.82291892	0.0024816	0.08975349004
	1429.92593278	0.001393675	0.0504077862
	1430.03943268	0.00306505	0.110863657425
	1430.15306932	0.012534475	0.453387922675
	1430.25662562	0.02854675	1.0326050908
	1430.36173219	0.039727	1.43708275
	1430.46332223	0.046119	1.668386053
	1430.56746938	0.0501805	1.8153930115
	1430.67030051	0.05222375	1.88937459125
	1430.77056857	0.05272925	1.907713206
	1430.88372439	0.05156325	1.8655833165
	1430.99175782	0.047812	1.729922316
	1431.09319809	0.036637	1.3256486705
	1431.19596816	0.02550625	0.9229467972
	1431.30307528	0.02849075	1.03098372465
	1431.42323504	0.03254825	1.177850379
	1431.52900896	0.03331875	1.205779245
	1431.63965231	0.03384225	1.2247880585
	1431.75739029	0.03395075	1.2287751035
	1431.86456389	0.03386925	1.2258642835
	1431.96534155	0.03407475	1.23334064475
	1432.07817315	0.031111	1.1261210546
	1432.18293197	0.01858825	0.672868940325
	1432.28565325	0.0156275	0.565717843125
	1432.40041768	0.02675625	0.9686119722
	1432.50648974	0.03277575	1.18655666
	1432.61831156	0.03412475	1.23543406325
	1432.72840437	0.0351045	1.2709598555
	1432.83923358	0.03553775	1.286713096
	1432.95370953	0.035789	1.2958703285
	1433.05541115	0.0361675	1.30961378775
	1433.15791508	0.036057	1.305654385
	1433.26708036	0.0356615	1.2913951185
	1433.37651948	0.0351695	1.27364293075
	1433.49822712	0.034275	1.24129998225
