 Flux (Janskies) at 10 Mpc and normalised flux for a model with the following parameters: 
 Luminosity: 5.2e9 Lsun
 Mass-loss rate: 3.0e-3 Msun/yr
 Wind terminal velocity: 150.0 km/s
 Effective temperature (at optical depth 10): 31.9e3 K 
 Effective temperature (at optical depth 2/3): 18.2e3 K 
 Inner boundary: 16.0e13 cm 
 Abundances (mass fractions): H=7.010E-01,He=2.800E-01,C=3.026E-03,N=1.182E-03,O=9.634E-03,Fe=1.360E-03 
 	 Wavelength 	 Flux 	 	 Normalised Flux 
 	 (Angstrom) 	 (Jy (at 10 Mpc)) 	 
       10.0120729149        1.040400000e-107             1.000000000
	268.13188982	0.00049813	0.390181285975
	268.167656997	0.000506	0.3958719502
	268.202677841	0.00051366	0.401682199325
	268.230957785	0.000519825	0.4064977972
	268.252024727	0.0005225225	0.408655165275
	268.277842557	0.00021954025	0.171748701318
	268.311451528	4.6702e-06	0.003658466575
	268.347254617	2.604115e-05	0.0204701267492
	268.383061257	0.000286985	0.226138233825
	268.417567585	0.0003781025	0.2990703064
	268.444372498	0.0003990625	0.3167476371
	268.465635302	0.000449245	0.357645200725
	268.488037542	0.000513045	0.40981506375
	268.510281321	0.0005377025	0.43116161195
	268.540574889	0.0005598025	0.451547136775
	268.573834487	0.000577025	0.468796970725
	268.599088338	0.000585855	0.478897131075
	268.62033357	0.00059062	0.485518962825
	268.648966778	0.0005952225	0.4931805839
	268.683999188	0.00060008	0.502300903025
	268.719853603	0.00060404	0.511444050875
	268.752946771	0.000607745	0.520517552275
	268.777415025	0.0006100675	0.527214389175
	268.798296807	0.000611695	0.53287823615
	268.819205938	0.00061309	0.538620891675
	268.846483196	0.0006145375	0.54617993595
	268.88104265	0.0006103975	0.550758434175
	268.916726531	0.000603545	0.553550217275
	268.947588101	0.000609265	0.567112551225
	268.969690728	0.0006054425	0.569748674875
	268.989136175	0.0006020625	0.57219659315
	269.01063022	0.0006038775	0.5803873397
	269.030811848	0.00060626	0.589002674725
	269.052934376	0.0006104575	0.6003304069
	269.077602255	0.0006099675	0.608223985875
	269.097775865	0.0006085125	0.613835340275
	269.122778247	0.0006044675	0.6187338684
	269.145296296	0.0006021825	0.624725737125
	269.167516156	0.000599915	0.6308220136
	269.188500865	0.000597545	0.636495537025
	269.214777301	0.000594155	0.6433805074
	269.24874235	0.0005892025	0.652040977
	269.284669046	0.000583555	0.66117331835
	269.320599284	0.000577155	0.669870496625
	269.35653911	0.000567055	0.674546171625
	269.392482478	0.0005600625	0.683030191375
	269.428144849	0.0005528	0.691098347025
	269.458609258	0.00054401	0.6947102598
	269.480626417	0.00053406	0.692609169775
	269.504652194	0.000530825	0.700144167575
	269.536957758	0.0005260975	0.70993213745
	269.571900863	0.0005169325	0.715069796425
	269.59986419	0.000507985	0.7166864898
	269.620904244	0.00050308	0.720306564875
	269.647234851	0.0004967075	0.724390466775
	269.681272726	0.000476765	0.7118511761
	269.717260352	0.0002996125	0.457887704175
	269.753251517	0.00011132	0.1747296953
	269.789240149	0.000219035	0.352839664425
	269.822354399	0.00031809	0.523089497875
	269.84676274	0.0003415625	0.5705009366
	269.868047889	0.000351445	0.59498432385
	269.889008345	0.000368735	0.632509266625
	269.915166554	0.0003965475	0.691304819875
	269.949101959	0.00040139	0.7144499915
	269.985124637	0.00039864	0.72547574575
	270.021150849	0.000389475	0.724725652475
	270.057180594	0.0003016525	0.572647998575
	270.093219957	7.46295e-05	0.144624415875
	270.129256769	6.042975e-05	0.1196268012
	270.164280576	0.00015906	0.320464994975
	270.192105165	0.00022518	0.45940913955
	270.212860247	0.000249685	0.514360238325
	270.233454139	0.0002675625	0.556470181025
	270.254989084	0.000281585	0.591520460325
	270.278470857	0.00030267	0.642831171375
	270.307214785	0.0003129275	0.6733264973
	270.329736476	0.000314285	0.682918274775
	270.351238052	0.0003134625	0.687267203575
	270.371243433	0.00031175	0.6889577188
	270.396464794	0.0003088	0.688804763175
	270.429838313	0.0003035775	0.684840296425
	270.465922312	0.000297885	0.679653083775
	270.502009839	0.00029188	0.672587946075
	270.538106999	0.00026877	0.624413774225
	270.57247986	7.07525e-05	0.165331597443
	270.598727712	3.42495e-05	0.08039575414
	270.619410979	7.291175e-05	0.1715697743
	270.64040895	0.000136245	0.32122720245
	270.667971542	0.0001828825	0.43221091775
	270.698136541	0.0002031325	0.481132355625
	270.720393387	0.0002130925	0.5052736921
	270.741547667	0.00022518	0.53411093345
	270.768005783	0.00022839	0.5413536197
	270.789784978	0.0002157375	0.51068866395
	270.814735846	0.00012236625	0.289050779425
	270.838486053	6.831375e-05	0.160850714475
	270.859114247	4.833375e-05	0.1133851068
	270.880522692	4.13015e-05	0.096459835175
	270.9087646	5.128025e-05	0.119004074
	270.939632181	8.864725e-05	0.2040789771
	270.962387944	0.00011573	0.2645211866
	270.981742933	0.0001349125	0.306236359725
	271.001902996	0.00015205	0.34247957515
	271.023401356	0.0001706125	0.380958169625
	271.043463469	0.0001978875	0.43807924995
	271.068853301	0.0001938	0.424363255225
	271.100186482	0.00010604375	0.22871006375
	271.124992074	8.900375e-05	0.189381189975
	271.145093765	0.0001192575	0.250884189625
	271.171765852	0.0001598875	0.33129375315
	271.203705495	0.000163845	0.333132046225
	271.228671131	0.000174875	0.350080808275
	271.248726814	0.0001941425	0.383785232075
	271.272688435	0.0002282275	0.4444109759
	271.304977342	0.0002412575	0.460008592675
	271.339176983	0.0002460375	0.4583230507
	271.36522992	0.0002108125	0.385805229525
	271.386614044	0.0001262325	0.22761233425
	271.415078307	9.473875e-05	0.16729861825
	271.450307456	0.00015044	0.258933840225
	271.485693136	0.0001785375	0.299971527675
	271.514141002	0.0001835825	0.30215227695
	271.535456317	0.000201425	0.32642621995
	271.561910072	0.0002438625	0.3875954023
	271.596150117	0.0002626025	0.40721621945
	271.63239223	0.000262565	0.39681522055
	271.668637864	0.0002194975	0.323346473725
	271.704616117	0.0002406725	0.345486349925
	271.735345074	0.00025872	0.3636121885
	271.757575756	0.000259415	0.3590592186
	271.780703353	0.000249565	0.340033205375
	271.802054363	0.000236305	0.317458315
	271.822737161	0.000126547	0.167868216575
	271.847508964	4.63005e-05	0.06044972922
	271.869554591	3.13725e-05	0.0403650817025
	271.891764254	4.034525e-05	0.0511776534575
	271.922196732	4.641825e-05	0.0579235771475
	271.956731073	3.242025e-05	0.039649248545
	271.983828062	2.871225e-05	0.0346114514125
	272.005371476	2.51195e-05	0.029945877925
	272.033459643	2.881825e-05	0.0338767009825
	272.062824892	3.7325e-05	0.0432536891575
	272.084738806	6.54945e-05	0.0751064225725
	272.109366986	7.52065e-05	0.08535723167
	272.132072671	4.8393e-05	0.0543757287325
	272.155609972	3.715625e-05	0.04134079673
	272.177878581	3.335925e-05	0.0367899725325
	272.200744174	3.692375e-05	0.0403648886275
	272.231579549	9.41485e-05	0.10176123842
	272.260876287	0.00021404	0.22939075695
	272.282630481	0.0002888	0.30762007415
	272.305909317	0.0003410175	0.3610264894
	272.326211201	0.000365835	0.385402515925
	272.349763574	0.00037576	0.3937851954
	272.381740214	0.0003807675	0.39648099595
	272.414924647	0.0003793075	0.3926589898
	272.43937105	0.0003772425	0.389031688025
	272.462039151	0.00037895	0.389583718725
	272.491230907	0.0003862675	0.3958080615
	272.51580248	0.000393445	0.402268739525
	272.535993251	0.000399465	0.40780221355
	272.562196272	0.000406525	0.4143440674
	272.596335836	0.00041531	0.4226448074
	272.63270283	0.0004243275	0.431321905925
	272.669085728	0.0004326125	0.439396289425
	272.705472136	0.00044026	0.4469555134
	272.741855851	0.000448205	0.454951748875
	272.77825548	0.00045581	0.462706182725
	272.814652413	0.000455145	0.462087847425
	272.851059059	0.0003838725	0.389800319475
	272.887469214	0.0003876925	0.39382081115
	272.923702725	0.00043559	0.442651709325
	272.955049781	0.000426075	0.433058465825
	272.977586113	0.0004287325	0.435756216525
	272.998516618	0.0004322375	0.43926321255
	273.026654886	0.000363295	0.369052977825
	273.061625898	0.0003662725	0.3717198805
	273.092401378	0.0004276475	0.43351776765
	273.11465562	0.000432995	0.4385503928
	273.136826474	0.000436105	0.441281353725
	273.157134235	0.0004520325	0.456921790525
	273.177675318	0.0004812225	0.4857968568
	273.20493554	0.0005310425	0.5350075717
	273.239815311	0.0005449925	0.5473646415
	273.27627948	0.0005531625	0.553356398125
	273.312753383	0.00056129	0.55886858445
	273.349212099	0.00056949	0.564202412275
	273.385693008	0.0005783025	0.5698148085
	273.422171188	0.0005863225	0.574106243825
	273.458659103	0.00058917	0.5729260834
	273.495150522	0.000596105	0.575238060875
	273.531639201	0.0006071975	0.58111325465
	273.56692056	0.0006146775	0.583358238675
	273.594595312	0.00061958	0.5840014638
	273.615882709	0.0006247275	0.5856344907
	273.643255439	0.0006303275	0.586551352775
	273.678197258	0.000636195	0.586209337
	273.714716057	0.00064187	0.585116787575
	273.748444816	0.0006467775	0.5835845208
	273.773393663	0.00065014	0.58210609535
	273.795521629	0.0006528225	0.580467707
	273.822473729	0.00063258	0.557717904625
	273.84421554	0.0005130525	0.44921730405
	273.869801323	0.000488615	0.424127186225
	273.903631131	0.0005974375	0.5128519515
	273.938270072	0.0006357175	0.539469942125
	273.964630504	0.0006305275	0.530350496025
	273.985186747	0.000626245	0.523095599125
	274.007449142	0.00065417	0.54232661725
	274.030961164	0.000668265	0.549640956225
	274.053494061	0.0006715225	0.548115621025
	274.080302764	0.000674225	0.54533811785
	274.1018788	0.00067553	0.542410741525
	274.12810181	0.00067639	0.538304512825
	274.1623402	0.0006765075	0.53224291
	274.19632985	0.000676435	0.5262154422
	274.221592422	0.0006758575	0.521415575075
	274.244006146	0.00067448	0.516567211025
	274.273022715	0.00060501	0.459148113575
	274.297941791	0.00041419	0.311795545275
	274.320035398	0.000366735	0.274099248525
	274.343029953	0.00022512	0.1671051544
	274.366348679	0.00010648125	0.078444737375
	274.397036195	0.000200415	0.146145693425
	274.423761318	0.0003343775	0.24202850495
	274.444436781	0.00041002	0.2949949234
	274.470028019	0.0004685925	0.3346692748
	274.494436282	0.0005005275	0.354982212775
	274.516875786	0.000550365	0.387814365375
	274.547364498	0.00060621	0.42351556215
	274.583543526	0.000632245	0.43730996625
	274.619845226	0.0005257225	0.360197423425
	274.650608122	0.000376155	0.25561774495
	274.672852817	0.0001746675	0.118027430843
	274.697404361	0.000147835	0.099221450085
	274.723048904	0.0003014275	0.201070000375
	274.744682264	0.0004086625	0.271248897725
	274.767590685	0.0004652825	0.307232919675
	274.790194509	0.000486525	0.3196685595
	274.812801899	0.000503495	0.329204619975
	274.834386449	0.000555065	0.361272337325
	274.862790971	0.0006146225	0.397783191025
	274.887250225	0.0006232425	0.401461175175
	274.909835936	0.0006267125	0.401971200725
	274.940336335	0.0006276525	0.400274777125
	274.970565812	0.000625885	0.39691045515
	274.992603822	0.000623855	0.39404439825
	275.017591015	0.0006203025	0.390093371575
	275.050998419	0.0006134975	0.38368313395
	275.087657354	0.000431029	0.268211589543
	275.124363931	6.004225e-06	0.00371653526025
	275.161073991	1.02091e-06	0.0006286840482
	275.197793849	2.507e-07	0.000153666393178
	275.234157081	1.01245e-07	6.178228066e-05
	275.264937717	8.797725e-08	5.3503113585e-05
	275.287054528	6.6376025e-06	0.0040273501853
	275.311235632	4.073625e-05	0.024668854585
	275.342040017	2.23595e-06	0.0013514653407
	275.367261226	7.447025e-07	0.0004491397078
	275.389774089	4.19995e-07	0.000252909974325
	275.413694738	2.188825e-07	0.00013160012235
	275.434114769	6.55424025e-05	0.0393482759434
	275.460213661	0.0002937875	0.17619395695
	275.491570323	0.0003685025	0.220748057175
	275.515888414	0.000421205	0.25216230035
	275.5390524	0.00047524	0.28439846485
	275.570598173	0.0005424075	0.324528640425
	275.60711706	0.0005149775	0.308226034525
	275.643892711	0.000180715	0.10824418698
	275.680671839	0.00021504	0.12899903382
	275.717460783	0.000394895	0.237280521825
	275.752401518	0.0004320825	0.260141699825
	275.779010787	0.000426495	0.257261989225
	275.800728314	0.000462765	0.279633608075
	275.82952971	0.000511025	0.309592137975
	275.86527961	0.0005144925	0.3128396374
	275.902092453	0.000511765	0.3125822311
	275.938915123	0.0005062775	0.310885718175
	275.975728569	0.000494155	0.305272296225
	276.012558192	0.00014516125	0.0901372042225
	276.049384937	1.259675e-05	0.0078940858295
	276.08622151	8.417525e-05	0.0532397406525
	276.122908949	0.0002226725	0.14188261845
	276.154779035	0.0002895825	0.185925421525
	276.177802329	0.00024243	0.156517862575
	276.200034373	4.69625e-05	0.030486414705
	276.221780087	1.694825e-05	0.011075809595
	276.250561307	3.306075e-05	0.021811071625
	276.286356781	1.8646e-05	0.0124179430015
	276.321123496	3.063225e-05	0.0206884276297
	276.347415962	0.00011987025	0.0816169204325
	276.369229488	0.000192825	0.1323100053
	276.397640032	0.0002521625	0.174860647825
	276.423679453	0.00028242	0.197816961925
	276.445530515	0.0003072075	0.2170950037
	276.474836457	0.000366135	0.261907235675
	276.51083034	0.00024340175	0.176408028815
	276.547732778	9.416725e-06	0.00693624276025
	276.58462593	5.419725e-06	0.00407519484525
	276.621541688	1.098865e-05	0.0084161627425
	276.656967273	9.1593e-05	0.0713472982775
	276.684300427	0.0001802175	0.142064580975
	276.705969213	0.00022331	0.17789622255
	276.7314666	0.0002521925	0.2034266256
	276.75228684	0.000251055	0.204564777125
	276.773927994	6.25285e-05	0.0513640208422
	276.803303599	3.868275e-06	0.00322667801725
	276.834723871	2.17355e-06	0.0018478164295
	276.857937385	2.1015325e-05	0.0180899063255
	276.881902984	9.9467e-05	0.0865920564475
	276.913175012	0.000179575	0.158685449275
	276.940194261	0.00021985	0.1967925987
	276.961947934	0.0002205325	0.19942464385
	276.990614893	3.42554e-05	0.031270777131
	277.026423234	4.619525e-06	0.00432022396275
	277.063393013	7.816725e-05	0.073914738335
	277.100206163	5.608525e-06	0.005399629145
	277.132110121	2.4123425e-05	0.0235855495513
	277.155181378	8.966275e-05	0.0883549944275
	277.179960887	0.00011857925	0.117874597965
	277.210646571	3.872025e-06	0.0038854904795
	277.234756368	7.984775e-07	0.000808844239675
	277.257857721	2.994525e-07	0.000305556761525
	277.289150685	1.78240525e-06	0.00184453951468
	277.320142601	5.864175e-05	0.0609929167825
	277.342687138	3.328775e-06	0.003479459277
	277.366954835	1.89415e-06	0.00199312801875
	277.390187131	2.8335e-06	0.002995747006
	277.414585109	3.05225e-06	0.003240466011
	277.447550363	2.17595e-06	0.002321935863
	277.481999972	1.716575e-06	0.00184015586325
	277.507762464	1.421e-06	0.0015274174245
	277.530305545	7.37815e-06	0.00794519512225
	277.557567561	6.786175e-05	0.0731405318
	277.57957247	0.00012935	0.139454490525
	277.604986997	0.0001776775	0.1914875913
	277.628760517	0.000202985	0.2185164626
	277.651779711	0.0002147325	0.230792306575
	277.675201203	0.00024038	0.257883921975
	277.698453192	0.0002546475	0.2725762501
	277.730193061	0.00025272	0.26938441005
	277.76699065	0.0001068346	0.113351427379
	277.804055396	2.07345e-06	0.00218125247825
	277.841104286	3.967625e-06	0.00412268498125
	277.878188815	7.59275e-05	0.0781484120525
	277.913653619	0.000159365	0.162453582275
	277.940881354	0.00018793	0.18991155
	277.962702319	9.17745e-05	0.0921781534025
	277.991357719	5.1843e-06	0.005151349036
	278.027257693	1.122245e-06	0.00109859265975
	278.064353248	3.7701e-06	0.00362440590775
	278.101187802	2.218375e-06	0.00210217716
	278.132722748	2.037875e-06	0.00190084444525
	278.155509278	6.488375e-06	0.0059889190365
	278.179067591	3.55725e-06	0.00324990736775
	278.200919467	1.9342e-06	0.001747145526
	278.226641544	1.452175e-06	0.0012941983745
	278.249688803	5.51645e-06	0.00484952770075
	278.27037657	4.59685e-05	0.04000561812
	278.295749878	4.16691e-05	0.0359311858673
	278.325468616	4.359775e-06	0.00369447279775
	278.348235055	2.22005e-06	0.0018573819305
	278.373028041	3.8902e-06	0.00320202600575
	278.406357219	6.604775e-05	0.05342198656
	278.441756559	0.00014314	0.11382409311
	278.468945612	0.0001758975	0.137914570225
	278.49081724	0.00018863	0.146200445
	278.519613981	0.000215855	0.164740994575
	278.555598766	0.0002379775	0.17830211015
	278.592770729	0.0002262725	0.166347020375
	278.629952614	2.8136525e-05	0.0203922244178
	278.667137949	4.431575e-06	0.00313197480775
	278.70277205	5.744825e-05	0.0398805560625
	278.730115762	0.00013614	0.0934643151075
	278.75228763	0.0001750875	0.1189799093
	278.775882233	0.0001899775	0.127736393575
	278.796479798	6.911825e-05	0.04611931243
	278.822124172	6.450275e-06	0.0042548572155
	278.848901294	2.779325e-06	0.00180917998725
	278.870754822	1.0925825e-05	0.0070332882045
	278.899215037	6.73745e-05	0.0428940122425
	278.928615076	7.12795e-05	0.044873428285
	278.950740595	9.825175e-05	0.0612805264125
	278.972765805	0.000150295	0.0929489812925
	278.996287555	0.00015294	0.0937558930875
	279.027532653	0.00012531	0.0758983852575
	279.055771341	0.000143905	0.0862512242075
	279.076579115	0.00015888	0.0945203880675
	279.097617374	0.000167615	0.0989874552475
	279.122641474	0.000152905	0.089537747665
	279.146844605	0.00014474	0.08406068425
	279.170135744	0.0001497925	0.086328803785
	279.201874905	0.0001426825	0.0814068988625
	279.238679881	6.8346775e-05	0.0386333558965
	279.271091207	2.4756e-06	0.0013839688159
	279.294526488	1.331575e-06	0.00073873191105
	279.317555964	2.578e-06	0.001420087097
	279.33937887	5.494175e-06	0.003008607434
	279.361276747	1.40657e-05	0.00765667861825
	279.382833174	2.3658e-05	0.012807180535
	279.40930155	2.39875e-05	0.0128973389725
	279.431301555	1.5735325e-05	0.00841515212
	279.456203118	4.376075e-06	0.00232604097675
	279.47821051	1.596775e-06	0.000844039938125
	279.50382405	4.02215e-07	0.00021141256522
	279.526692459	1.0473275e-07	5.47143670875e-05
	279.548170089	6.262875e-07	0.000325246193825
	279.571854154	5.790575e-06	0.00299181337525
	279.602615456	6.5428e-06	0.0033636332165
	279.628714557	1.38215e-06	0.0007060563788
	279.651336167	7.19495e-07	0.00036583872165
	279.681945466	3.14075e-07	0.0001587648024
	279.715327605	1.9043e-06	0.000955970566625
	279.740175247	1.2526525e-06	0.000626514887075
	279.763108614	3.974275e-07	0.000197975623325
	279.787586178	2.037075e-07	0.00010103706088
	279.809195336	1.2608e-07	6.231340054e-05
	279.831180078	9.401025e-08	4.62888655625e-05
	279.853801689	4.5292e-07	0.000222186478338
	279.878203862	1.3425025e-06	0.000656379771125
	279.906922183	3.06615e-06	0.0014932307852
	279.928994051	3.475525e-06	0.00168871045975
	279.95065778	1.58325e-06	0.000767194835075
	279.972736579	8.902975e-07	0.000430247991675
	279.995394211	4.412275e-07	0.0002126762368
	280.017238203	5.152525e-06	0.0024755176523
	280.039137897	2.0635425e-05	0.009900629915
	280.06709143	3.199575e-07	0.000153151880205
	280.096705518	8.443425e-08	4.02918203025e-05
	280.119108354	5.01295e-08	2.38744317525e-05
	280.145710004	2.1790275e-08	1.03572910825e-05
	280.17362567	4.0192e-09	1.90549532375e-06
	280.195353414	1.46389e-09	6.92971590025e-07
	280.221177125	2.1259875e-08	1.00353774382e-05
	280.243619522	3.988675e-08	1.8806000455e-05
	280.265626676	2.7517e-08	1.29525337225e-05
	280.290382431	2.04005e-08	9.5863309155e-06
	280.317101598	1.6349e-08	7.66861085725e-06
	280.339362825	5.642875e-09	2.6435584535e-06
	280.3679138	9.9427825e-08	4.6436494808e-05
	280.394103535	7.368325e-05	0.0343598834825
	280.414744201	0.000137175	0.06386229265
	280.44008378	0.0001799125	0.0835677512125
	280.467428426	0.0002087725	0.0967407150075
	280.489595428	0.000245925	0.11373772205
	280.518400181	0.00030372	0.140130217625
	280.553432983	0.0003382525	0.15561669305
	280.582047031	0.0003584775	0.164519874025
	280.603923534	0.0003750775	0.17178516635
	280.631976815	0.000394055	0.179979915675
	280.667806665	0.00041339	0.18816239195
	280.705255415	0.0004318375	0.19588136955
	280.74271416	0.00044879	0.202866232675
	280.780169755	0.0004651675	0.209680772225
	280.83472922	0.00048773	0.2194023152
	280.902637369	0.0005122425	0.23003944925
	280.940122488	0.0005255575	0.2358409462
	280.977611029	0.0004901475	0.2199522453
	281.015096407	0.00028068	0.1260916483
	281.052598373	0.0003785	0.170302722125
	281.090024689	0.0004914375	0.221474437125
	281.123480156	0.0005031725	0.227173475325
	281.147761269	0.0005031075	0.227382792075
	281.169211866	0.0005119425	0.23141630705
	281.192149371	0.000544575	0.246029888475
	281.223314556	0.000581075	0.262106779825
	281.259981555	0.00046275	0.2082732219
	281.291366007	0.0003503575	0.1573414951
	281.314046124	0.0004525625	0.20293446495
	281.3394561	0.0005455025	0.244190678475
	281.372740129	0.0005881475	0.26268527785
	281.402234727	0.0005643525	0.2515501599
	281.424298737	0.00048316	0.215027429
	281.451518813	0.0004323725	0.192002870725
	281.486871089	0.00056905	0.251958572725
	281.524201652	0.00063502	0.28029777375
	281.556352451	0.0006288225	0.27680751625
	281.579551355	0.000643835	0.282846905775
	281.604215749	0.00069181	0.303277866575
	281.637562523	0.000711795	0.311156899125
	281.675032344	0.00063903	0.278443357975
	281.712618016	0.0004507275	0.195765845425
	281.75021372	0.0006006875	0.2604246437
	281.787567817	0.0006794075	0.294173042075
	281.819652962	0.000669905	0.28976524065
	281.842848912	0.0006815275	0.294592454475
	281.867791347	0.00073281	0.316527923475
	281.901379501	0.00051797	0.223533598125
	281.938912927	0.00032976	0.142136239365
	281.976535907	0.00076304	0.32858151095
	282.013950046	0.0008475975	0.3646817584
	282.046206174	0.00038636	0.166135729512
	282.069538961	0.000182655	0.078503224035
	282.09504579	0.000473955	0.20359979295
	282.129225774	0.00087693	0.376499838875
	282.165671202	0.0009571825	0.410711568875
	282.194402576	0.0009437025	0.4047402104
	282.215614634	0.00093253	0.39981638975
	282.237328187	0.00094979	0.4070903961
	282.266194012	0.000951305	0.407591837
	282.29345731	0.000909335	0.3894859994
	282.315741119	0.0008624175	0.369302786225
	282.343798613	0.00080336	0.3439244888
	282.367865472	0.00077991	0.33382486595
	282.391777049	0.0007761025	0.33214868005
	282.420940409	0.0007728625	0.33071247405
	282.443829658	0.0007698675	0.32939385145
	282.468825329	0.000766095	0.327750775975
	282.493186365	0.0007619575	0.325969439425
	282.516693183	0.0007575925	0.32410719615
	282.548738531	0.0007509325	0.321285872525
	282.586111611	0.0007419725	0.317514698925
	282.623820937	0.0007318875	0.313299445875
	282.661533666	0.0007207975	0.3086718295
	282.7042957	0.00070668	0.302778546575
	282.77673937	0.0006792825	0.291393965375
	282.814472913	0.0006627025	0.284502909275
	282.852209856	0.00064465	0.276991840175
	282.889950198	0.000625035	0.26881617725
	282.927700612	0.0006034425	0.25978807505
	282.96526745	0.0005797175	0.2498411204
	282.997795008	0.000557275	0.24040877785
	283.021292181	0.0005397125	0.233008871125
	283.046076187	0.0005195175	0.2244749845
	283.07958491	0.000489725	0.21184348715
	283.117245597	0.0004526175	0.196048206275
	283.155029959	0.0004109875	0.178256523725
	283.192811033	0.000365485	0.1587320409
	283.230575427	0.0002604125	0.113239493807
	283.264937194	8.042775e-05	0.03501641526
	283.290131731	5.784725e-05	0.025207930635
	283.313423299	5.329475e-05	0.023240807995
	283.344960055	5.298175e-05	0.0231288022125
	283.377273661	0.00013587025	0.0593727579425
	283.400941054	0.000154	0.0673386020925
	283.422482311	8.637725e-05	0.03779416292
	283.447041803	5.525975e-05	0.0241968150375
	283.470164676	7.350275e-05	0.032205301875
	283.491435012	0.000152615	0.0669009887775
	283.513351995	0.0002531225	0.111007391075
	283.541406757	0.0003495325	0.153361892325
	283.568896851	0.00041363	0.181551772125
	283.590101472	0.0003726175	0.1635840366
	283.615729776	6.838125e-05	0.0300251553875
	283.650084708	7.128275e-06	0.00313063418225
	283.687890639	5.322e-05	0.0233782627182
	283.725505234	0.0001813225	0.07965196483
	283.757858664	0.00025792	0.1132765662
	283.78124047	0.0002846525	0.124980453325
	283.806312246	0.0003052525	0.133970952825
	283.840115434	0.0003420275	0.149999699875
	283.87677578	0.0003509825	0.153759490375
	283.905870136	0.0003462775	0.151546689975
	283.92819409	0.0003513725	0.153653088625
	283.956868961	0.00037545	0.164006349625
	283.993330956	0.00038618	0.16844513475
	284.03123517	0.000390545	0.1700455796
	284.067743006	0.00038366	0.1667160152
	284.096156357	0.0002760325	0.119746660633
	284.118328503	0.00018584	0.0804973414525
	284.14708219	0.0002535925	0.109605696942
	284.183303439	0.0003485925	0.15026043205
	284.215559279	0.000216015	0.092902782755
	284.238821197	5.187525e-05	0.022265625635
	284.259384939	3.9143e-05	0.016770090195
	284.284932174	9.8497e-05	0.0420992587225
	284.319179787	0.0001849125	0.078827251685
	284.354527722	2.0247025e-05	0.0086057705365
	284.380995492	5.6453e-06	0.0023922180995
	284.403313328	1.0955425e-05	0.0046301124435
	284.425654828	6.6303e-05	0.027958713345
	284.45181224	0.000185755	0.0781198160825
	284.484351949	0.00028771	0.120585941
	284.510351136	0.000333255	0.139288099075
	284.533290172	0.0003535775	0.147412979425
	284.56441709	0.00040737	0.169254517275
	284.601818767	0.00042837	0.1772510801
	284.639791005	0.000422965	0.174262810275
	284.677780136	0.0004181525	0.17152840925
	284.715765888	0.0004179475	0.1706915384
	284.753755017	0.000298595	0.121458185285
	284.791754286	6.231575e-05	0.0252271494025
	284.829750166	0.000113628	0.0457720276875
	284.867695277	0.0002389825	0.0958645394375
	284.901900406	0.0002730975	0.10914412721
	284.926825089	0.0001114775	0.0444294364475
	284.94960109	6.575e-05	0.0261308518325
	284.971723788	0.00011405875	0.0452102191725
	284.996748867	0.000233915	0.0924675771
	285.019129564	0.0003045875	0.120111714975
	285.047693167	0.000324835	0.127696487525
	285.074547678	0.0002430925	0.09528911577
	285.097069408	0.00015529	0.0607178360775
	285.1249435	0.0002157825	0.08410542327
	285.14802907	0.000304645	0.118463279025
	285.173682037	0.0001919325	0.0744698592725
	285.205620614	2.2512e-05	0.00870416397025
	285.230998745	2.5035e-05	0.0096506457605
	285.254434144	9.367825e-05	0.036020692785
	285.286329884	0.00023424	0.089800002805
	285.320927586	0.0003208125	0.12259542585
	285.346760792	0.00034533	0.1316468062
	285.369447791	0.0003288075	0.125089803875
	285.391839471	0.00018765	0.0712485763775
	285.418596094	9.32835e-05	0.035332656345
	285.453905619	7.7999e-05	0.029445523195
	285.491996839	0.0001368975	0.0515015237625
	285.528085727	0.0001738375	0.0652145830425
	285.555391207	0.000106179	0.0397416596475
	285.578261023	7.5839e-05	0.02833327921
	285.609018391	5.1218e-05	0.01908667393
	285.646212075	0.00010442025	0.0387974148475
	285.678943802	8.3992e-05	0.031137576145
	285.702527567	6.373925e-05	0.0235876454275
	285.72403213	6.823625e-05	0.02521195755
	285.747146763	0.0001044235	0.03852088343
	285.769917893	0.000166825	0.061448112165
	285.792311218	0.00021259	0.0781916357975
	285.81947669	0.0002342675	0.0860133181175
	285.842497735	0.0002071	0.0759281502075
	285.864534421	0.00012340325	0.0451838569925
	285.890636824	1.5885775e-05	0.00580826154
	285.925531489	2.705725e-06	0.00098722733165
	285.962548421	6.7299e-07	0.0002450177227
	285.991846828	2.911975e-07	0.000105836227897
	286.014397722	1.7398175e-06	0.000631457492725
	286.039681303	1.5911175e-05	0.00576805708725
	286.062458145	7.123875e-05	0.025797809155
	286.088473691	0.0001632275	0.0590438713125
	286.110957928	0.00022766	0.082271051195
	286.137767511	0.000278975	0.100704394505
	286.160334556	0.00027559	0.099397942365
	286.187583811	7.9833e-05	0.0287696218375
	286.223254654	3.202475e-05	0.0115237955852
	286.261455819	0.000149858	0.0538609338125
	286.299229686	0.0002770375	0.099477626125
	286.330983164	0.00030953	0.111053334825
	286.353943075	0.000336395	0.12062455125
	286.379950275	0.00036967	0.132485653525
	286.413397862	0.0003908475	0.13999244935
	286.441851359	0.0003935925	0.1409133808
	286.464562262	0.0003893675	0.13936288375
