#wavelength    flux
5845.550799    4.001543016e-15
5847.857334    4.067001329e-15
5850.163868    3.919211213e-15
5852.470402    3.888257215e-15
5854.776936    3.915597067e-15
5857.08347    3.868252614e-15
5859.390005    3.928335423e-15
5861.696539    3.866348071e-15
5864.003073    3.697271583e-15
5866.309607    3.758553357e-15
5868.616141    3.867861009e-15
5870.922676    3.930386602e-15
5873.22921    3.972950721e-15
5875.535744    3.858912763e-15
5877.842278    3.755651689e-15
5880.148812    3.66671609e-15
5882.455347    3.697799472e-15
5884.761881    3.7647966e-15
5887.068415    3.77659476e-15
5889.374949    3.701134148e-15
5891.681483    3.595473418e-15
5893.988018    3.621847198e-15
5896.294552    3.664832248e-15
5898.601086    3.70096336e-15
5900.90762    3.801348643e-15
5903.214154    3.747985214e-15
5905.520689    3.604266403e-15
5907.827223    3.707543004e-15
5910.133757    3.729495276e-15
5912.440291    3.555365884e-15
5914.746825    3.421488937e-15
5917.05336    3.363986922e-15
5919.359894    3.331254315e-15
5921.666428    3.347760354e-15
5923.972962    3.441400381e-15
5926.279496    3.64779832e-15
5928.586031    3.663567728e-15
5930.892565    3.661552777e-15
5933.199099    3.698508501e-15
5935.505633    3.628633857e-15
5937.812167    3.566208322e-15
5940.118702    3.603602228e-15
5942.425236    3.601406139e-15
5944.73177    3.541516544e-15
5947.038304    3.492802339e-15
5949.344838    3.604323333e-15
5951.651373    3.675704014e-15
5953.957907    3.559099064e-15
5956.264441    3.580419939e-15
5958.570975    3.68123823e-15
5960.877509    3.666774744e-15
5963.184043    3.612203724e-15
5965.490578    3.621700562e-15
5967.797112    3.490930573e-15
5970.103646    3.451523441e-15
5972.41018    3.548905274e-15
5974.716714    3.57017267e-15
5977.023249    3.547540696e-15
5979.329783    3.61474484e-15
5981.636317    3.660543577e-15
5983.942851    3.65606169e-15
5986.249385    3.533253174e-15
5988.55592    3.441909294e-15
5990.862454    3.491363581e-15
5993.168988    3.566646505e-15
5995.475522    3.576264102e-15
5997.782056    3.568728736e-15
6000.088591    3.462928272e-15
6002.395125    3.448407857e-15
6004.701659    3.529540696e-15
6007.008193    3.540836843e-15
6009.314727    3.575396362e-15
6011.621262    3.622833972e-15
6013.927796    3.639191649e-15
6016.23433    3.580549323e-15
6018.540864    3.528195095e-15
6020.847398    3.544168068e-15
6023.153933    3.480959325e-15
6025.460467    3.504997279e-15
6027.767001    3.47317209e-15
6030.073535    3.504576347e-15
6032.380069    3.487866743e-15
6034.686604    3.371182437e-15
6036.993138    3.426478011e-15
6039.299672    3.552560823e-15
6041.606206    3.45450619e-15
6043.91274    3.474607398e-15
6046.219275    3.533222122e-15
6048.525809    3.455599922e-15
6050.832343    3.450151963e-15
6053.138877    3.509670654e-15
6055.445411    3.567645355e-15
6057.751946    3.451501014e-15
6060.05848    3.477048456e-15
6062.365014    3.443453285e-15
6064.671548    3.319069726e-15
6066.978082    3.362944944e-15
6069.284617    3.37942338e-15
6071.591151    3.453565994e-15
6073.897685    3.5599116e-15
6076.204219    3.568594176e-15
6078.510753    3.483648802e-15
6080.817288    3.486188192e-15
6083.123822    3.380427406e-15
6085.430356    3.38208008e-15
6087.73689    3.451476862e-15
6090.043424    3.455066857e-15
6092.349959    3.447215793e-15
6094.656493    3.465422809e-15
6096.963027    3.487675254e-15
6099.269561    3.526359557e-15
6101.576095    3.492645352e-15
6103.88263    3.340901239e-15
6106.189164    3.395679275e-15
6108.495698    3.448397506e-15
6110.802232    3.35577013e-15
6113.108766    3.471219244e-15
6115.415301    3.442219818e-15
6117.721835    3.351785081e-15
6120.028369    3.297459029e-15
6122.334903    3.34910768e-15
6124.641437    3.445890893e-15
6126.947972    3.39707663e-15
6129.254506    3.416015101e-15
6131.56104    3.428820737e-15
6133.867574    3.297067425e-15
6136.174108    3.230127226e-15
6138.480643    3.317061675e-15
6140.787177    3.348602217e-15
6143.093711    3.342139882e-15
6145.400245    3.364506186e-15
6147.706779    3.350273868e-15
6150.013314    3.33051596e-15
6152.319848    3.280552761e-15
6154.626382    3.344389451e-15
6156.932916    3.285390024e-15
6159.23945    3.30766662e-15
6161.545985    3.382663173e-15
6163.852519    3.389679275e-15
6166.159053    3.268873634e-15
6168.465587    3.233919061e-15
6170.772121    3.232939187e-15
6173.078656    3.29600302e-15
6175.38519    3.286764952e-15
6177.691724    3.309286517e-15
6179.998258    3.235968515e-15
6182.304792    3.337930566e-15
6184.611327    3.393422806e-15
6186.917861    3.305524009e-15
6189.224395    3.320330796e-15
6191.530929    3.334868462e-15
6193.837463    3.258740224e-15
6196.143998    3.263834531e-15
6198.450532    3.305906988e-15
6200.757066    3.211827053e-15
6203.0636    3.199414747e-15
6205.370134    3.256147354e-15
6207.676669    3.206677542e-15
6209.983203    3.185808651e-15
6212.289737    3.179732745e-15
6214.596271    3.146584382e-15
6216.902805    3.272965641e-15
6219.20934    3.303234763e-15
6221.515874    3.183726419e-15
6223.822408    3.143511926e-15
6226.128942    3.069729865e-15
6228.435476    3.065884551e-15
6230.742011    3.138362415e-15
6233.048545    3.195384844e-15
6235.355079    3.271073174e-15
6237.661613    3.229687318e-15
6239.968147    3.166169777e-15
6242.274682    3.208545857e-15
6244.581216    3.225672942e-15
6246.88775    3.197601636e-15
6249.194284    3.188875931e-15
6251.500818    3.22131699e-15
6253.807353    3.134737918e-15
6256.113887    3.125253156e-15
6258.420421    3.17294436e-15
6260.726955    3.136444071e-15
6263.033489    3.14628421e-15
6265.340024    3.128446371e-15
6267.646558    3.097804621e-15
6269.953092    3.100102494e-15
6272.259626    3.03342624e-15
6274.56616    3.004683858e-15
6276.872694    2.971400936e-15
6279.179229    2.909256597e-15
6281.485763    2.902050731e-15
6283.792297    2.978718935e-15
6286.098831    3.065898352e-15
6288.405365    3.037823595e-15
6290.7119    2.992633829e-15
6293.018434    2.953887421e-15
6295.324968    2.910650502e-15
6297.631502    2.938808065e-15
6299.938036    3.115758044e-15
6302.244571    3.0408857e-15
6304.551105    2.901964475e-15
6306.857639    2.997214048e-15
6309.164173    3.035541249e-15
6311.470707    2.991607377e-15
6313.777242    2.891694779e-15
6316.083776    2.945356656e-15
6318.39031    2.989833944e-15
6320.696844    3.068855224e-15
6323.003378    3.124062817e-15
6325.309913    3.11724683e-15
6327.616447    3.105802322e-15
6329.922981    3.048762641e-15
6332.229515    2.969047859e-15
6334.536049    3.011675808e-15
6336.842584    3.023429115e-15
6339.149118    2.960523994e-15
6341.455652    3.011860397e-15
6343.762186    3.08406224e-15
6346.06872    3.09246017e-15
6348.375255    3.071486046e-15
6350.681789    2.995871897e-15
6352.988323    2.919617725e-15
6355.294857    2.949546996e-15
6357.601391    3.032320432e-15
6359.907926    3.031266378e-15
6362.21446    2.933235897e-15
6364.520994    2.940850618e-15
6366.827528    3.029058212e-15
6369.134062    3.030258903e-15
6371.440597    2.970564248e-15
6373.747131    2.958688457e-15
6376.053665    3.022188747e-15
6378.360199    2.905307776e-15
6380.666733    2.882882818e-15
6382.973268    2.940828191e-15
6385.279802    2.820686725e-15
6387.586336    2.880817838e-15
6389.89287    2.948615426e-15
6392.199404    2.917000703e-15
6394.505939    2.917990927e-15
6396.812473    3.013311231e-15
6399.119007    3.009597027e-15
6401.425541    2.982543547e-15
6403.732075    2.971162868e-15
6406.03861    2.998426814e-15
6408.345144    2.951794839e-15
6410.651678    2.917007604e-15
6412.958212    2.985543547e-15
6415.264746    2.998594151e-15
6417.571281    2.986597601e-15
6419.877815    2.969887997e-15
6422.184349    2.935942625e-15
6424.490883    2.909370456e-15
6426.797417    2.951384258e-15
6429.103952    2.90909271e-15
6431.410486    2.921736184e-15
6433.71702    2.989454415e-15
6436.023554    2.950994379e-15
6438.330088    2.893124911e-15
6440.636623    2.851304323e-15
6442.943157    2.939085811e-15
6445.249691    2.958393459e-15
6447.556225    2.91050214e-15
6449.862759    2.881204267e-15
6452.169294    2.861304899e-15
6454.475828    2.949029457e-15
6456.782362    2.903492939e-15
6459.088896    2.866671776e-15
6461.39543    2.949158841e-15
6463.701965    2.94900013e-15
6466.008499    2.883417608e-15
6468.315033    2.905985752e-15
6470.621567    2.890887419e-15
6472.928101    2.832833362e-15
6475.234636    2.864375629e-15
6477.54117    2.799076029e-15
6479.847704    2.770426804e-15
6482.154238    2.829659124e-15
6484.460772    2.855210016e-15
6486.767307    2.751741927e-15
6489.073841    2.746017947e-15
6491.380375    2.836323299e-15
6493.686909    2.929269824e-15
6495.993443    2.976174369e-15
6498.299978    2.891398057e-15
6500.606512    2.918853492e-15
6502.913046    2.931248547e-15
6505.21958    2.85239978e-15
6507.526114    2.827525139e-15
6509.832649    2.845828762e-15
6512.139183    2.89403233e-15
6514.445717    2.916762635e-15
6516.752251    2.879108235e-15
6519.058785    2.79829627e-15
6521.36532    2.78736585e-15
6523.671854    2.851673501e-15
6525.978388    2.894330777e-15
6528.284922    2.755697648e-15
6530.591456    2.766303744e-15
6532.897991    2.850565968e-15
6535.204525    2.843965622e-15
6537.511059    2.88437333e-15
6539.817593    2.895407258e-15
6542.124127    2.937036357e-15
6544.430662    2.994769539e-15
6546.737196    2.999053036e-15
6549.04373    2.961854069e-15
6551.350264    2.8686574e-15
6553.656798    2.875880517e-15
6555.963333    2.91183049e-15
6558.269867    2.893166315e-15
6560.576401    2.958766087e-15
6562.882935    2.932369882e-15
6565.189469    2.958967928e-15
6567.496004    3.073761492e-15
6569.802538    3.060431417e-15
6572.109072    3.186214056e-15
6574.415606    3.215080647e-15
6576.72214    3.216638439e-15
6579.028675    3.303974843e-15
6581.335209    3.408381403e-15
6583.641743    3.66765456e-15
6585.948277    3.943601093e-15
6588.254811    4.033658027e-15
6590.561345    3.903343472e-15
6592.86788    3.720517702e-15
6595.174414    3.449850065e-15
6597.480948    3.223985766e-15
6599.787482    3.096220953e-15
6602.094016    3.026843146e-15
6604.400551    3.046328483e-15
6606.707085    3.021136418e-15
6609.013619    3.005925951e-15
6611.320153    2.924720658e-15
6613.626687    2.939480865e-15
6615.933222    2.894548143e-15
6618.239756    2.917880519e-15
6620.54629    2.903418759e-15
6622.852824    2.860526865e-15
6625.159358    2.814390003e-15
6627.465893    2.798624045e-15
6629.772427    2.785921917e-15
6632.078961    2.692870159e-15
6634.385495    2.639220357e-15
6636.692029    2.66917033e-15
6638.998564    2.645808627e-15
6641.305098    2.64259126e-15
6643.611632    2.747322145e-15
6645.918166    2.717517083e-15
6648.2247    2.617890857e-15
6650.531235    2.667985166e-15
6652.837769    2.71927499e-15
6655.144303    2.674371595e-15
6657.450837    2.658222658e-15
6659.757371    2.612404945e-15
6662.063906    2.599752846e-15
6664.37044    2.651008167e-15
6666.676974    2.621924209e-15
6668.983508    2.624689592e-15
6671.290042    2.619662565e-15
6673.596577    2.639568834e-15
6675.903111    2.580967911e-15
6678.209645    2.529540077e-15
6680.516179    2.50999781e-15
6682.822713    2.60694146e-15
6685.129248    2.656007592e-15
6687.435782    2.58534974e-15
6689.742316    2.546323861e-15
6692.04885    2.562679814e-15
6694.355384    2.520534901e-15
6696.661919    2.503378488e-15
6698.968453    2.575502701e-15
6701.274987    2.521218052e-15
6703.581521    2.44063553e-15
6705.888055    2.468496371e-15
6708.19459    2.554942608e-15
6710.501124    2.461768366e-15
6712.807658    2.439893724e-15
6715.114192    2.488980558e-15
6717.420726    2.504991484e-15
6719.727261    2.433817818e-15
6722.033795    2.442824719e-15
6724.340329    2.414232423e-15
6726.646863    2.446588952e-15
6728.953397    2.54264761e-15
6731.259932    2.470690735e-15
6733.566466    2.452573426e-15
6735.873    2.49167521e-15
6738.179534    2.535841975e-15
6740.486068    2.501677511e-15
6742.792603    2.514372738e-15
6745.099137    2.507206551e-15
6747.405671    2.482030011e-15
6749.712205    2.498053014e-15
6752.018739    2.435456691e-15
6754.325274    2.500383664e-15
6756.631808    2.548916731e-15
6758.938342    2.455216324e-15
6761.244876    2.433755714e-15
6763.55141    2.384284176e-15
6765.857945    2.380466465e-15
6768.164479    2.473445767e-15
6770.471013    2.456304881e-15
6772.777547    2.338823564e-15
6775.084081    2.347549269e-15
6777.390616    2.383933975e-15
6779.69715    2.419157668e-15
6782.003684    2.356670029e-15
6784.310218    2.333387682e-15
6786.616752    2.36248889e-15
6788.923287    2.315934547e-15
6791.229821    2.337971351e-15
6793.536355    2.374325004e-15
6795.842889    2.342492915e-15
6798.149423    2.396310054e-15
6800.455958    2.386009305e-15
6802.762492    2.385574573e-15
6805.069026    2.331753984e-15
6807.37556    2.237544664e-15
6809.682094    2.299478537e-15
6811.988629    2.320602747e-15
6814.295163    2.372008155e-15
6816.601697    2.364120863e-15
6818.908231    2.325044955e-15
6821.214765    2.389019656e-15
6823.5213    2.478429666e-15
6825.827834    2.427345132e-15
6828.134368    2.376836792e-15
6830.440902    2.407207696e-15
6832.747436    2.35774996e-15
6835.053971    2.322157089e-15
6837.360505    2.315913845e-15
6839.667039    2.290559618e-15
6841.973573    2.315087508e-15
6844.280107    2.292160538e-15
6846.586642    2.272126609e-15
6848.893176    2.309410107e-15
6851.19971    2.38592995e-15
6853.506244    2.350997803e-15
6855.812778    2.359692456e-15
6858.119313    2.396713734e-15
6860.425847    2.301274397e-15
6862.732381    2.357913847e-15
6865.038915    2.38221057e-15
6867.345449    2.2396821e-15
6869.651984    2.1943802e-15
6871.958518    2.303430808e-15
6874.265052    2.389421612e-15
6876.571586    2.33456422e-15
6878.87812    2.310355478e-15
6881.184655    2.299997801e-15
6883.491189    2.294070256e-15
6885.797723    2.310833339e-15
6888.104257    2.282699928e-15
6890.410791    2.272797685e-15
6892.717326    2.338642426e-15
6895.02386    2.291146162e-15
6897.330394    2.222275543e-15
6899.636928    2.182219762e-15
6901.943462    2.179949492e-15
6904.249996    2.232578016e-15
6906.556531    2.250450358e-15
6908.863065    2.274866115e-15
6911.169599    2.362521668e-15
6913.476133    2.342291075e-15
6915.782667    2.202162259e-15
6918.089202    2.194000671e-15
6920.395736    2.249982848e-15
6922.70227    2.21396387e-15
6925.008804    2.122300841e-15
6927.315338    2.136207109e-15
6929.621873    2.200702799e-15
6931.928407    2.12781953e-15
6934.234941    2.082214008e-15
6936.541475    2.163767778e-15
6938.848009    2.171116829e-15
6941.154544    2.122340519e-15
6943.461078    2.135511882e-15
6945.767612    2.162606765e-15
6948.074146    2.152504407e-15
6950.38068    2.174831033e-15
6952.687215    2.18112258e-15
6954.993749    2.135903487e-15
6957.300283    2.071616537e-15
6959.606817    2.067990315e-15
6961.913351    2.100281288e-15
6964.219886    2.1790507e-15
6966.52642    2.154596989e-15
6968.832954    2.176523385e-15
6971.139488    2.193866111e-15
6973.446022    2.160788479e-15
6975.752557    2.099893134e-15
6978.059091    2.120399748e-15
6980.365625    2.073672892e-15
6982.672159    2.0711197e-15
6984.978693    2.120589512e-15
6987.285228    2.12169532e-15
6989.591762    2.055222632e-15
6991.898296    2.112075998e-15
6994.20483    2.103650466e-15
6996.511364    2.101550984e-15
6998.817899    2.1564101e-15
7001.124433    2.116682094e-15
7003.430967    2.059556157e-15
7005.737501    2.068733846e-15
7008.044035    2.013465873e-15
7010.35057    2.018261733e-15
7012.657104    2.094034595e-15
7014.963638    2.088659091e-15
7017.270172    2.036296237e-15
7019.576706    2.067146727e-15
7021.883241    2.089249085e-15
7024.189775    2.120941439e-15
7026.496309    2.058165703e-15
7028.802843    2.122849432e-15
7031.109377    2.114568811e-15
7033.415912    2.081344542e-15
7035.722446    2.056302563e-15
7038.02898    2.074547532e-15
7040.335514    2.08058031e-15
7042.642048    2.0664584e-15
7044.948583    2.05232614e-15
7047.255117    1.968134647e-15
7049.561651    1.984585481e-15
7051.868185    2.122105901e-15
7054.174719    2.101757999e-15
7056.481254    2.097264037e-15
7058.787788    2.021777547e-15
7061.094322    2.015791348e-15
7063.400856    2.069741322e-15
7065.70739    2.033841377e-15
7068.013925    1.930721764e-15
7070.320459    1.929443443e-15
7072.626993    1.975487148e-15
7074.933527    2.02021458e-15
7077.240061    2.020582032e-15
7079.546596    2.006848277e-15
7081.85313    1.981659662e-15
7084.159664    1.9788408e-15
7086.466198    1.969033439e-15
7088.772732    1.914697036e-15
7091.079267    1.943846549e-15
7093.385801    1.999595833e-15
7095.692335    1.957661386e-15
7097.998869    1.975145573e-15
7100.305403    2.027803424e-15
7102.611938    2.016938559e-15
7104.918472    2.044149026e-15
7107.225006    1.994711991e-15
7109.53154    1.968659086e-15
7111.838074    2.010370991e-15
7114.144609    2.041130049e-15
7116.451143    2.061576284e-15
7118.757677    2.040719469e-15
7121.064211    2.067157078e-15
7123.370745    2.04614155e-15
7125.67728    2.070507279e-15
7127.983814    2.123901761e-15
7130.290348    2.149909813e-15
7132.596882    2.198868987e-15
7134.903416    2.27919964e-15
7137.209951    2.246292796e-15
7139.516485    2.222958695e-15
7141.823019    2.17672005e-15
7144.129553    2.145208835e-15
7146.436087    2.161123154e-15
7148.742622    2.165365247e-15
7151.049156    2.146080025e-15
7153.35569    2.105196182e-15
7155.662224    2.050578583e-15
7157.968758    2.041412971e-15
7160.275293    2.112367545e-15
7162.581827    2.062935686e-15
7164.888361    2.004408944e-15
7167.194895    2.024437697e-15
7169.501429    2.115838506e-15
7171.807964    2.082407222e-15
7174.114498    2.063247934e-15
7176.421032    2.046158802e-15
7178.727566    1.924485421e-15
7181.0341    1.95805644e-15
7183.340635    1.965150173e-15
7185.647169    1.864302555e-15
7187.953703    1.888806293e-15
7190.260237    1.839241599e-15
7192.566771    1.785517617e-15
7194.873306    1.896852297e-15
7197.17984    1.936744191e-15
7199.486374    1.888464718e-15
7201.792908    1.88749347e-15
7204.099442    1.918316358e-15
7206.405977    1.912961556e-15
7208.712511    1.992077718e-15
7211.019045    2.033765472e-15
7213.325579    2.058084622e-15
7215.632113    2.022574557e-15
7217.938647    1.958936256e-15
7220.245182    1.909090366e-15
7222.551716    1.869144993e-15
7224.85825    1.8502462e-15
7227.164784    1.821424462e-15
7229.471318    1.812816066e-15
7231.777853    1.878736713e-15
7234.084387    1.885849422e-15
7236.390921    1.842836769e-15
7238.697455    1.818893697e-15
7241.003989    1.875783291e-15
7243.310524    1.961075417e-15
7245.617058    1.96605069e-15
7247.923592    1.955448044e-15
7250.230126    1.880422164e-15
7252.53666    1.86617087e-15
7254.843195    1.91880802e-15
7257.149729    1.840357758e-15
7259.456263    1.805525669e-15
7261.762797    1.829670581e-15
7264.069331    1.751617098e-15
7266.375866    1.651173506e-15
7268.6824    1.728441709e-15
7270.988934    1.814586049e-15
7273.295468    1.800960976e-15
7275.602002    1.893931653e-15
7277.908537    1.899134644e-15
7280.215071    1.899110492e-15
7282.521605    1.854872997e-15
7284.828139    1.925832747e-15
7287.134673    1.959655635e-15
7289.441208    1.83965908e-15
7291.747742    1.702762467e-15
7294.054276    1.700256026e-15
7296.36081    1.722381674e-15
7298.667344    1.744123136e-15
7300.973879    1.669021695e-15
7303.280413    1.744033429e-15
7305.586947    1.760346253e-15
7307.893481    1.691390414e-15
7310.200015    1.694142858e-15
7312.50655    1.686972185e-15
7314.813084    1.738026528e-15
7317.119618    1.841101288e-15
7319.426152    1.94626173e-15
7321.732686    1.898589503e-15
7324.039221    1.849029983e-15
7326.345755    1.870664832e-15
7328.652289    1.849923601e-15
7330.958823    1.677931299e-15
7333.265357    1.688333139e-15
7335.571892    1.779843666e-15
7337.878426    1.719578511e-15
7340.18496    1.729751082e-15
7342.491494    1.772988002e-15
7344.798028    1.789081735e-15
7347.104563    1.7792968e-15
7349.411097    1.794726358e-15
7351.717631    1.805423886e-15
7354.024165    1.810128314e-15
7356.330699    1.810721759e-15
7358.637234    1.784532568e-15
7360.943768    1.776640101e-15
7363.250302    1.794319228e-15
7365.556836    1.830693582e-15
7367.86337    1.825449189e-15
7370.169905    1.736777535e-15
7372.476439    1.729880467e-15
7374.782973    1.780038606e-15
7377.089507    1.748192716e-15
7379.396041    1.763622274e-15
7381.702576    1.744071382e-15
7384.00911    1.74770623e-15
7386.315644    1.793541194e-15
7388.622178    1.807362932e-15
7390.928712    1.831649304e-15
7393.235247    1.845031133e-15
7395.541781    1.804361206e-15
7397.848315    1.740990301e-15
7400.154849    1.684000822e-15
7402.461383    1.730969024e-15
7404.767918    1.733111634e-15
7407.074452    1.759952924e-15
7409.380986    1.829310029e-15
7411.68752    1.855397436e-15
7413.994054    1.852483693e-15
7416.300589    1.798773512e-15
7418.607123    1.660925145e-15
7420.913657    1.720496108e-15
7423.220191    1.73491267e-15
7425.526725    1.768105886e-15
7427.83326    1.765035155e-15
7430.139794    1.7152631e-15
7432.446328    1.729973624e-15
7434.752862    1.676120603e-15
7437.059396    1.753093809e-15
7439.365931    1.785132913e-15
7441.672465    1.767793637e-15
7443.978999    1.713971668e-15
7446.285533    1.735136936e-15
7448.592067    1.706677648e-15
7450.898602    1.634779773e-15
7453.205136    1.627969824e-15
7455.51167    1.698854359e-15
7457.818204    1.713657522e-15
7460.124738    1.682727503e-15
7462.431273    1.678959476e-15
7464.737807    1.670769596e-15
7467.044341    1.720945677e-15
7469.350875    1.777506116e-15
7471.657409    1.79807656e-15
7473.963944    1.781241021e-15
7476.270478    1.765354304e-15
7478.577012    1.759749358e-15
7480.883546    1.747204217e-15
7483.19008    1.709278626e-15
7485.496615    1.731038029e-15
7487.803149    1.776464138e-15
7490.109683    1.783357755e-15
7492.416217    1.749734982e-15
7494.722751    1.764010428e-15
7497.029286    1.799287601e-15
7499.33582    1.697527389e-15
7501.642354    1.612803176e-15
7503.948888    1.734988575e-15
7506.255422    1.722361835e-15
7508.561957    1.638419278e-15
7510.868491    1.678580465e-15
7513.175025    1.713038028e-15
7515.481559    1.71635873e-15
7517.788093    1.651058784e-15
7520.094628    1.631260509e-15
7522.401162    1.682965916e-15
7524.707696    1.685629171e-15
7527.01423    1.762740733e-15
7529.320764    1.791681505e-15
7531.627298    1.686109102e-15
7533.933833    1.694817556e-15
7536.240367    1.71189513e-15
7538.546901    1.667471494e-15
7540.853435    1.686522271e-15
7543.159969    1.675143662e-15
7545.466504    1.652056427e-15
7547.773038    1.679244985e-15
7550.079572    1.687381385e-15
7552.386106    1.680043375e-15
7554.69264    1.712468735e-15
7556.999175    1.66322664e-15
7559.305709    1.643683338e-15
7561.612243    1.785348555e-15
7563.918777    1.794184668e-15
7566.225311    1.728198466e-15
7568.531846    1.753140388e-15
7570.83838    1.747073107e-15
7573.144914    1.747842515e-15
7575.451448    1.790451488e-15
7577.757982    1.748437685e-15
7580.064517    1.703603123e-15
7582.371051    1.737997201e-15
7584.677585    1.67655775e-15
7586.984119    1.621438484e-15
7589.290653    1.581637332e-15
7591.597188    1.591200415e-15
7593.903722    1.708325492e-15
7596.210256    1.959245054e-15
7598.51679    2.078639539e-15
7600.823324    1.890303706e-15
7603.129859    1.773282999e-15
7605.436393    1.778529118e-15
7607.742927    1.983750518e-15
7610.049461    2.073103599e-15
7612.355995    1.822921874e-15
7614.66253    1.800438262e-15
7616.969064    1.820951776e-15
7619.275598    1.86676949e-15
7621.582132    1.798176617e-15
7623.888666    1.691118533e-15
7626.195201    1.629876265e-15
7628.501735    1.60643003e-15
7630.808269    1.569522611e-15
7633.114803    1.492364125e-15
7635.421337    1.515374247e-15
7637.727872    1.651186444e-15
7640.034406    1.54971916e-15
7642.34094    1.514349865e-15
7644.647474    1.727230668e-15
7646.954008    1.85411049e-15
7649.260543    1.893622855e-15
7651.567077    1.857048385e-15
7653.873611    1.814030557e-15
7656.180145    1.89761998e-15
7658.486679    1.912271504e-15
7660.793214    1.873285304e-15
7663.099748    1.846026533e-15
7665.406282    1.801952926e-15
7667.712816    1.716471036e-15
7670.01935    1.615374309e-15
7672.325885    1.521909555e-15
7674.632419    1.514779422e-15
7676.938953    1.542174133e-15
7679.245487    1.598078161e-15
7681.552021    1.632927156e-15
7683.858556    1.631373677e-15
7686.16509    1.638248491e-15
7688.471624    1.663771263e-15
7690.778158    1.674190528e-15
7693.084692    1.750016178e-15
7695.391227    1.679592253e-15
7697.697761    1.619706454e-15
7700.004295    1.619341589e-15
7702.310829    1.60965102e-15
7704.617363    1.572053203e-15
7706.923898    1.55039541e-15
7709.230432    1.559559125e-15
7711.536966    1.561110017e-15
7713.8435    1.557378907e-15
7716.150034    1.557542794e-15
7718.456569    1.506111337e-15
7720.763103    1.584484486e-15
7723.069637    1.600907201e-15
7725.376171    1.475021744e-15
7727.682705    1.551137388e-15
7729.98924    1.614511054e-15
7732.295774    1.587338885e-15
7734.602308    1.620721175e-15
7736.908842    1.62564297e-15
7739.215376    1.635872125e-15
7741.521911    1.689611288e-15
7743.828445    1.793682655e-15
7746.134979    1.820028832e-15
7748.441513    1.828773513e-15
7750.748047    1.775529118e-15
7753.054582    1.71703153e-15
7755.361116    1.691218763e-15
7757.66765    1.537081724e-15
7759.974184    1.442159408e-15
7762.280718    1.458784135e-15
7764.587253    1.509069589e-15
7766.893787    1.539601448e-15
7769.200321    1.551761368e-15
7771.506855    1.569368729e-15
7773.813389    1.558631696e-15
7776.119924    1.567170397e-15
7778.426458    1.586974365e-15
7780.732992    1.702842168e-15
7783.039526    1.689714623e-15
7785.34606    1.541528245e-15
7787.652595    1.452385803e-15
7789.959129    1.405630827e-15
7792.265663    1.475579996e-15
7794.572197    1.548154122e-15
7796.878731    1.582780231e-15
7799.185266    1.570784198e-15
7801.4918    1.57240996e-15
7803.798334    1.628458381e-15
7806.104868    1.630606857e-15
7808.411402    1.647396335e-15
7810.717937    1.586783738e-15
7813.024471    1.515997019e-15
7815.331005    1.466542905e-15
7817.637539    1.527693397e-15
7819.944073    1.530019906e-15
7822.250608    1.473504493e-15
7824.557142    1.499000698e-15
7826.863676    1.405703627e-15
7829.17021    1.481683676e-15
7831.476744    1.53196775e-15
7833.783279    1.379655897e-15
7836.089813    1.507895293e-15
7838.396347    1.505088853e-15
7840.702881    1.494387702e-15
7843.009415    1.531060332e-15
7845.315949    1.444698798e-15
7847.622484    1.364001555e-15
7849.929018    1.332546062e-15
7852.235552    1.275582287e-15
7854.542086    1.253973661e-15
7856.84862    1.261658767e-15
7859.155155    1.358763544e-15
7861.461689    1.41333836e-15
7863.768223    1.442908114e-15
7866.074757    1.559467004e-15
7868.381291    1.487999893e-15
7870.687826    1.409315703e-15
7872.99436    1.528736927e-15
7875.300894    1.541113351e-15
7877.607428    1.499322608e-15
7879.913962    1.508155098e-15
7882.220497    1.426504721e-15
7884.527031    1.457543077e-15
7886.833565    1.558702426e-15
7889.140099    1.576299954e-15
7891.446633    1.579896332e-15
7893.753168    1.495569243e-15
7896.059702    1.426532668e-15
7898.366236    1.447951185e-15
7900.67277    1.560069074e-15
7902.979304    1.525281148e-15
7905.285839    1.475296385e-15
7907.592373    1.441356705e-15
7909.898907    1.471251473e-15
7912.205441    1.59213233e-15
7914.511975    1.594488512e-15
7916.81851    1.55935073e-15
7919.125044    1.534937905e-15
7921.431578    1.516360504e-15
7923.738112    1.49859029e-15
7926.044646    1.422287642e-15
7928.351181    1.513159871e-15
7930.657715    1.521319216e-15

