#wavelength    flux
5568.766696    4.434164082e-15
5571.07323    4.480542462e-15
5573.379764    4.423620091e-15
5575.686298    4.509921417e-15
5577.992832    4.44513418e-15
5580.299367    4.33119628e-15
5582.605901    4.385798353e-15
5584.912435    4.440973168e-15
5587.218969    4.434659194e-15
5589.525503    4.392095075e-15
5591.832038    4.488440105e-15
5594.138572    4.500196862e-15
5596.445106    4.431034697e-15
5598.75164    4.353165804e-15
5601.058174    4.368576385e-15
5603.364709    4.340701743e-15
5605.671243    4.373267012e-15
5607.977777    4.424706922e-15
5610.284311    4.420233662e-15
5612.590845    4.442687947e-15
5614.89738    4.446861035e-15
5617.203914    4.388160055e-15
5619.510448    4.370953613e-15
5621.816982    4.38542745e-15
5624.123516    4.289824225e-15
5626.430051    4.267000762e-15
5628.736585    4.282468273e-15
5631.043119    4.349398121e-15
5633.349653    4.284464248e-15
5635.656187    4.222652859e-15
5637.962722    4.296800649e-15
5640.269256    4.29654533e-15
5642.57579    4.302060568e-15
5644.882324    4.325976038e-15
5647.188858    4.349824228e-15
5649.495392    4.247198001e-15
5651.801927    4.2152003e-15
5654.108461    4.136760389e-15
5656.414995    4.243456196e-15
5658.721529    4.360202607e-15
5661.028063    4.293212379e-15
5663.334598    4.253794896e-15
5665.641132    4.168068038e-15
5667.947666    4.156977181e-15
5670.2542    4.193977758e-15
5672.560734    4.271710366e-15
5674.867269    4.225014562e-15
5677.173803    4.220734515e-15
5679.480337    4.274574081e-15
5681.786871    4.160418814e-15
5684.093405    4.062752335e-15
5686.39994    4.148858722e-15
5688.706474    4.136712085e-15
5691.013008    4.082282525e-15
5693.319542    4.103505068e-15
5695.626076    4.10513359e-15
5697.932611    4.135356133e-15
5700.239145    4.214184199e-15
5702.545679    4.143208923e-15
5704.852213    3.908922541e-15
5707.158747    3.761189354e-15
5709.465282    3.969112308e-15
5711.771816    4.060746009e-15
5714.07835    4.158452167e-15
5716.384884    4.143150268e-15
5718.691418    4.018573495e-15
5720.997953    4.10572531e-15
5723.304487    4.244527501e-15
5725.611021    4.139536122e-15
5727.917555    4.068726458e-15
5730.224089    4.144908175e-15
5732.530624    4.125443539e-15
5734.837158    4.06155682e-15
5737.143692    3.959327373e-15
5739.450226    3.937399253e-15
5741.75676    3.98307033e-15
5744.063295    4.098227897e-15
5746.369829    4.128284828e-15
5748.676363    4.084830542e-15
5750.982897    4.08946769e-15
5753.289431    4.086334855e-15
5755.595966    4.021787411e-15
5757.9025    3.925226739e-15
5760.209034    3.99738718e-15
5762.515568    4.099723584e-15
5764.822102    4.162080114e-15
5767.128637    4.147504495e-15
5769.435171    4.042307826e-15
5771.741705    4.0469605e-15
5774.048239    4.005138186e-15
5776.354773    4.080026056e-15
5778.661308    4.071959351e-15
5780.967842    4.032729907e-15
5783.274376    4.036520016e-15
5785.58091    4.104754062e-15
5787.887444    4.143414213e-15
5790.193979    4.039980626e-15
5792.500513    3.952366476e-15
5794.807047    4.06282479e-15
5797.113581    4.083886896e-15
5799.420115    4.0839421e-15
5801.72665    4.114947852e-15
5804.033184    3.997642499e-15
5806.339718    4.028354979e-15
5808.646252    4.119234799e-15
5810.952786    4.15703756e-15
5813.259321    4.157950154e-15
5815.565855    4.246454471e-15
5817.872389    4.304644812e-15
5820.178923    4.293250332e-15
5822.485457    4.298165226e-15
5824.791992    4.458396976e-15
5827.098526    4.526165236e-15
5829.40506    4.352969139e-15
5831.711594    4.333518304e-15
5834.018128    4.290731643e-15
5836.324663    4.198746015e-15
5838.631197    4.192242277e-15
5840.937731    4.140255501e-15
5843.244265    3.943806384e-15
