                                 # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        U        B        V        R        I        J        H        K
     m15mlt3_pap_3em3_hd1em1_HR_grid_nb3    0.50  4.4595e+43  3.3415e+42  -17.757  -17.563  -17.189  -16.016  -14.814  -14.568  -14.519  -14.454  -14.362  -14.493  -14.648
     m15mlt3_pap_3em3_hd1em1_HR_grid_nb4    0.67  2.8478e+43  4.1085e+42  -18.048  -17.876  -17.514  -16.338  -15.138  -14.869  -14.799  -14.694  -14.550  -14.572  -14.679
     m15mlt3_pap_3em3_hd1em1_HR_grid_nb5    0.83  2.3249e+43  5.1316e+42  -18.331  -18.170  -17.822  -16.642  -15.460  -15.199  -15.107  -14.981  -14.741  -14.733  -14.773
     m15mlt3_pap_3em3_hd1em1_HR_grid_nb6    1.00  1.9532e+43  6.0242e+42  -18.544  -18.399  -18.063  -16.940  -15.721  -15.488  -15.407  -15.287  -15.027  -15.010  -15.003
     m15mlt3_pap_3em3_hd1em1_HR_grid_nb9    1.50  1.2634e+43  7.5920e+42  -18.903  -18.806  -18.517  -17.461  -16.334  -16.154  -16.097  -16.019  -15.804  -15.807  -15.810
    m15mlt3_pap_3em3_hd1em1_HR_grid_nb12    2.00  8.5019e+42  6.5647e+42  -18.811  -18.742  -18.474  -17.492  -16.420  -16.280  -16.226  -16.153  -15.948  -15.923  -15.889
    m15mlt3_pap_3em3_hd1em1_HR_grid_nb18    3.00  5.8812e+42  5.1837e+42  -18.561  -18.561  -18.366  -17.555  -16.566  -16.487  -16.460  -16.416  -16.250  -16.230  -16.193
    m15mlt3_pap_3em3_hd1em1_HR_grid_nb24    4.00  4.5104e+42  4.1528e+42  -18.172  -18.202  -18.121  -17.498  -16.533  -16.538  -16.553  -16.545  -16.423  -16.416  -16.381
    m15mlt3_pap_3em3_hd1em1_HR_grid_nb30    5.00  3.9761e+42  3.7242e+42  -17.962  -18.007  -17.977  -17.461  -16.489  -16.551  -16.622  -16.670  -16.642  -16.671  -16.651
    m15mlt3_pap_3em3_hd1em1_HR_grid_nb36    6.00  3.7388e+42  3.5376e+42  -17.864  -17.901  -17.901  -17.446  -16.460  -16.550  -16.666  -16.755  -16.828  -16.904  -16.915
    m15mlt3_pap_3em3_hd1em1_HR_grid_nb48    8.00  3.1865e+42  3.0515e+42  -17.639  -17.638  -17.709  -17.363  -16.408  -16.502  -16.658  -16.766  -16.949  -17.103  -17.241
    m15mlt3_pap_3em3_hd1em1_HR_grid_nb60   10.00  2.5809e+42  2.4927e+42  -17.306  -17.296  -17.435  -17.227  -16.359  -16.477  -16.642  -16.755  -16.948  -17.117  -17.325
    m15mlt3_pap_3em3_hd1em1_HR_grid_nb90   15.00  1.7686e+42  1.7234e+42  -16.446  -16.524  -16.762  -16.839  -16.291  -16.508  -16.740  -16.865  -17.085  -17.246  -17.455
