             # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        u        g        r        i        z
        mdot1em1_nb1    2.00  3.3657e+43  8.8163e+42  -18.855  -18.649  -18.358  -16.600  -16.381  -16.090  -15.824  -15.639
  mdot1em1early_nb12    3.00  5.9981e+43  1.5841e+43  -19.482  -19.287  -18.943  -17.027  -16.689  -16.324  -16.039  -15.778
  mdot1em1early_nb14    3.50  4.7004e+43  1.6766e+43  -19.616  -19.443  -19.104  -17.163  -16.846  -16.445  -16.150  -15.862
  mdot1em1early_nb16    4.00  3.5793e+43  1.6298e+43  -19.680  -19.538  -19.216  -17.277  -16.996  -16.563  -16.254  -15.976
  mdot1em1early_nb18    4.50  2.7425e+43  1.5660e+43  -19.702  -19.594  -19.289  -17.380  -17.126  -16.686  -16.365  -16.102
  mdot1em1early_nb20    5.00  2.1858e+43  1.4783e+43  -19.675  -19.622  -19.330  -17.464  -17.229  -16.807  -16.490  -16.231
        mdot1em1_nb3    6.00  1.5564e+43  1.2990e+43  -19.575  -19.603  -19.349  -17.572  -17.380  -17.009  -16.707  -16.448
        mdot1em1_nb4    8.00  1.0740e+43  1.0172e+43  -19.297  -19.425  -19.285  -17.672  -17.611  -17.325  -17.074  -16.843
        mdot1em1_nb5   10.00  8.7990e+42  8.5897e+42  -18.995  -19.203  -19.158  -17.688  -17.756  -17.548  -17.340  -17.142
        mdot1em1_nb6   12.00  6.8712e+42  6.7762e+42  -18.549  -18.816  -18.875  -17.555  -17.749  -17.610  -17.443  -17.276
        mdot1em1_nb7   14.00  5.9507e+42  5.8753e+42  -18.201  -18.499  -18.638  -17.433  -17.725  -17.653  -17.524  -17.386
        mdot1em1_nb8   16.00  5.0893e+42  5.0160e+42  -17.806  -18.133  -18.347  -17.265  -17.658  -17.643  -17.544  -17.430
        mdot1em1_nb9   18.00  4.8569e+42  4.7725e+42  -17.636  -17.974  -18.216  -17.168  -17.614  -17.654  -17.584  -17.491
       mdot1em1_nb10   20.00  4.6213e+42  4.5281e+42  -17.443  -17.798  -18.080  -17.072  -17.570  -17.658  -17.613  -17.539
       mdot1em1_nb12   24.00  3.9912e+42  3.8892e+42  -16.963  -17.330  -17.695  -16.795  -17.449  -17.612  -17.600  -17.579
       mdot1em1_nb14   28.00  4.0230e+42  3.9015e+42  -16.808  -17.205  -17.596  -16.711  -17.434  -17.653  -17.669  -17.673
       mdot1em1_nb16   32.00  3.7228e+42  3.5889e+42  -16.559  -16.962  -17.387  -16.527  -17.313  -17.587  -17.632  -17.652
       mdot1em1_nb18   36.00  3.3371e+42  3.1905e+42  -16.366  -16.761  -17.198  -16.338  -17.153  -17.457  -17.523  -17.540
       mdot1em1_nb20   40.00  2.8414e+42  2.6951e+42  -16.082  -16.466  -16.938  -16.088  -16.965  -17.313  -17.371  -17.381
       mdot1em1_nb30   60.00  1.9762e+42  1.8474e+42  -15.461  -15.848  -16.417  -15.495  -16.460  -17.030  -17.059  -17.045
       mdot1em1_nb40   80.00  1.1059e+42  1.0293e+42  -14.639  -14.960  -15.673  -14.733  -15.768  -16.457  -16.485  -16.470
