                                 # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        U        B        V        R        I        J        H        K
            m15mlt3_pap_1em2_HR_grid_nb8    1.33  3.4269e+43  7.6618e+42  -18.641  -18.421  -18.100  -17.030  -15.864  -15.700  -15.749  -15.733  -15.802  -15.995  -16.175
            m15mlt3_pap_1em2_HR_grid_nb9    1.50  3.3528e+43  8.3120e+42  -18.755  -18.546  -18.218  -17.129  -15.950  -15.772  -15.810  -15.779  -15.831  -16.025  -16.211
           m15mlt3_pap_1em2_HR_grid_nb10    1.67  3.2500e+43  8.8957e+42  -18.857  -18.658  -18.326  -17.222  -16.037  -15.848  -15.873  -15.827  -15.858  -16.047  -16.236
           m15mlt3_pap_1em2_HR_grid_nb12    2.00  3.0451e+43  9.9968e+42  -19.041  -18.861  -18.525  -17.404  -16.216  -16.006  -16.007  -15.936  -15.913  -16.080  -16.268
           m15mlt3_pap_1em2_HR_grid_nb15    2.50  2.7584e+43  1.1431e+43  -19.260  -19.107  -18.778  -17.651  -16.470  -16.242  -16.213  -16.120  -16.018  -16.135  -16.306
           m15mlt3_pap_1em2_HR_grid_nb18    3.00  2.5008e+43  1.2709e+43  -19.411  -19.284  -18.968  -17.857  -16.691  -16.461  -16.414  -16.318  -16.162  -16.232  -16.366
           m15mlt3_pap_1em2_HR_grid_nb24    4.00  2.0552e+43  1.3787e+43  -19.598  -19.530  -19.241  -18.194  -17.054  -16.850  -16.795  -16.706  -16.502  -16.516  -16.566
           m15mlt3_pap_1em2_HR_grid_nb30    5.00  1.8265e+43  1.4742e+43  -19.733  -19.678  -19.419  -18.437  -17.337  -17.175  -17.125  -17.049  -16.842  -16.846  -16.863
           m15mlt3_pap_1em2_HR_grid_nb36    6.00  1.7387e+43  1.5398e+43  -19.741  -19.789  -19.577  -18.682  -17.634  -17.530  -17.500  -17.453  -17.291  -17.314  -17.334
           m15mlt3_pap_1em2_HR_grid_nb42    7.00  1.2028e+43  1.1399e+43  -19.457  -19.511  -19.389  -18.633  -17.683  -17.662  -17.666  -17.660  -17.565  -17.608  -17.636
           m15mlt3_pap_1em2_HR_grid_nb48    8.00  4.1035e+42  4.0369e+42  -18.020  -18.157  -18.197  -17.792  -17.062  -17.114  -17.168  -17.222  -17.232  -17.310  -17.371
           m15mlt3_pap_1em2_HR_grid_nb54    9.00  2.2917e+42  2.2695e+42  -17.045  -17.207  -17.339  -17.291  -16.725  -16.784  -16.848  -16.929  -16.958  -17.026  -17.067
           m15mlt3_pap_1em2_HR_grid_nb60   10.00  1.8820e+42  1.8625e+42  -16.561  -16.731  -16.924  -17.120  -16.634  -16.715  -16.796  -16.903  -16.953  -17.025  -17.046
           m15mlt3_pap_1em2_HR_grid_nb90   15.00  1.5773e+42  1.5475e+42  -15.077  -15.325  -15.880  -16.776  -16.561  -16.766  -16.919  -17.129  -17.308  -17.434  -17.483
