             # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        u        g        r        i        z
        mdot1em5_nb1    2.00  3.4955e+42  2.5949e+42  -17.715  -17.775  -17.529  -15.794  -15.667  -15.375  -15.142  -14.932
        mdot1em5_nb2    4.00  2.8798e+42  2.6127e+42  -17.526  -17.762  -17.699  -16.140  -16.071  -15.879  -15.659  -15.460
        mdot1em5_nb3    6.00  2.4694e+42  2.3388e+42  -17.311  -17.549  -17.657  -16.303  -16.322  -16.197  -15.988  -15.808
        mdot1em5_nb4    8.00  2.3786e+42  2.2861e+42  -17.137  -17.389  -17.574  -16.380  -16.462  -16.406  -16.218  -16.050
        mdot1em5_nb5   10.00  2.1514e+42  2.0932e+42  -16.875  -17.122  -17.376  -16.347  -16.518  -16.522  -16.369  -16.213
        mdot1em5_nb7   14.00  1.7163e+42  1.6804e+42  -16.215  -16.380  -16.783  -16.065  -16.521  -16.637  -16.505  -16.400
        mdot1em5_nb8   16.00  1.5115e+42  1.4782e+42  -15.789  -15.862  -16.331  -15.859  -16.473  -16.645  -16.527  -16.459
        mdot1em5_nb9   18.00  1.2067e+42  1.1762e+42  -15.008  -14.933  -15.525  -15.437  -16.300  -16.555  -16.473  -16.439
       mdot1em5_nb10   20.00  9.4624e+41  9.1766e+41  -14.081  -13.978  -14.659  -14.862  -16.061  -16.421  -16.343  -16.297
       mdot1em5_nb15   30.00  1.1819e+42  1.1463e+42  -13.997  -14.222  -14.979  -15.122  -16.191  -16.701  -16.659  -16.569
       mdot1em5_nb20   40.00  1.2482e+42  1.2060e+42  -13.596  -13.826  -14.778  -14.989  -16.197  -16.772  -16.760  -16.699
