                                          # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        U        B        V        R        I        J        H        K
              m15mlt3_pap_3em2_rwindmax_1e15_nb24    4.00  1.9113e+43  1.9074e+43  -19.647  -19.464  -19.187  -18.172  -17.082  -16.946  -17.023  -17.012  -17.105  -17.289  -17.481
              m15mlt3_pap_3em2_rwindmax_1e15_nb30    5.00  2.1966e+43  2.1924e+43  -19.861  -19.694  -19.401  -18.348  -17.235  -17.073  -17.129  -17.112  -17.182  -17.365  -17.566
              m15mlt3_pap_3em2_rwindmax_1e15_nb36    6.00  2.3690e+43  2.3647e+43  -20.025  -19.886  -19.586  -18.518  -17.389  -17.203  -17.229  -17.199  -17.228  -17.402  -17.604
              m15mlt3_pap_3em2_rwindmax_1e15_nb42    7.00  2.5134e+43  2.5090e+43  -20.148  -20.041  -19.740  -18.674  -17.541  -17.339  -17.341  -17.295  -17.277  -17.430  -17.622
              m15mlt3_pap_3em2_rwindmax_1e15_nb48    8.00  3.0240e+43  3.0197e+43  -20.403  -20.360  -20.057  -18.997  -17.870  -17.639  -17.607  -17.519  -17.388  -17.468  -17.628
              m15mlt3_pap_3em2_rwindmax_1e15_nb60   10.00  2.9778e+43  2.9739e+43  -20.441  -20.462  -20.188  -19.200  -18.102  -17.901  -17.861  -17.764  -17.568  -17.577  -17.649
              m15mlt3_pap_3em2_rwindmax_1e15_nb72   12.00  2.4624e+43  2.4580e+43  -20.298  -20.332  -20.095  -19.175  -18.100  -17.949  -17.918  -17.841  -17.668  -17.694  -17.755
              m15mlt3_pap_3em2_rwindmax_1e15_nb96   16.00  2.3721e+43  2.3659e+43  -20.239  -20.351  -20.202  -19.427  -18.446  -18.389  -18.383  -18.354  -18.221  -18.243  -18.265
             m15mlt3_pap_3em2_rwindmax_1e15_nb120   20.00  1.9434e+43  1.9331e+43  -19.784  -20.001  -19.977  -19.397  -18.553  -18.626  -18.681  -18.725  -18.713  -18.781  -18.825
             m15mlt3_pap_3em2_rwindmax_1e15_nb180   30.00  2.3920e+42  2.3257e+42  -14.961  -15.310  -16.055  -16.845  -16.869  -17.221  -17.445  -17.702  -18.006  -18.176  -18.263
             m15mlt3_pap_3em2_rwindmax_1e15_nb240   40.00  1.5933e+42  1.5304e+42  -13.994  -14.264  -15.290  -16.271  -16.266  -16.772  -17.086  -17.332  -17.652  -17.865  -18.050
