                                 # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        U        B        V        R        I        J        H        K
            m15mlt3_pap_1em6_HR_grid_nb0    0.10  4.4193e+44  2.7179e+42  -17.470  -17.250  -16.860  -15.619  -14.394  -14.148  -14.053  -13.940  -13.668  -13.632  -13.604
            m15mlt3_pap_1em6_HR_grid_nb1    0.17  5.3190e+43  2.4959e+42  -17.437  -17.243  -16.872  -15.690  -14.459  -14.219  -14.132  -14.023  -13.749  -13.713  -13.679
            m15mlt3_pap_1em6_HR_grid_nb2    0.33  1.2457e+43  1.9738e+42  -17.286  -17.117  -16.774  -15.627  -14.454  -14.263  -14.168  -14.072  -13.840  -13.814  -13.789
            m15mlt3_pap_1em6_HR_grid_nb3    0.50  8.5950e+42  2.0429e+42  -17.413  -17.258  -16.938  -15.864  -14.656  -14.470  -14.403  -14.309  -14.097  -14.086  -14.067
            m15mlt3_pap_1em6_HR_grid_nb4    0.67  7.0216e+42  2.2042e+42  -17.535  -17.399  -17.089  -16.025  -14.858  -14.691  -14.642  -14.536  -14.337  -14.335  -14.324
            m15mlt3_pap_1em6_HR_grid_nb5    0.83  6.0692e+42  2.3326e+42  -17.623  -17.509  -17.215  -16.163  -15.033  -14.864  -14.830  -14.737  -14.549  -14.556  -14.556
            m15mlt3_pap_1em6_HR_grid_nb6    1.00  5.6179e+42  2.6250e+42  -17.701  -17.590  -17.311  -16.277  -15.177  -15.010  -14.976  -14.911  -14.737  -14.749  -14.760
           m15mlt3_pap_1em6_HR_grid_nb12    2.00  4.1948e+42  3.0656e+42  -17.920  -17.846  -17.598  -16.665  -15.609  -15.516  -15.517  -15.499  -15.422  -15.473  -15.521
           m15mlt3_pap_1em6_HR_grid_nb18    3.00  3.8394e+42  3.2180e+42  -17.963  -17.925  -17.737  -16.871  -15.821  -15.755  -15.787  -15.775  -15.745  -15.830  -15.925
           m15mlt3_pap_1em6_HR_grid_nb24    4.00  3.5885e+42  3.2208e+42  -17.920  -17.902  -17.801  -17.010  -15.983  -15.947  -16.003  -15.994  -15.983  -16.078  -16.189
           m15mlt3_pap_1em6_HR_grid_nb30    5.00  3.3652e+42  3.1124e+42  -17.832  -17.792  -17.784  -17.082  -16.076  -16.076  -16.139  -16.155  -16.159  -16.264  -16.381
           m15mlt3_pap_1em6_HR_grid_nb36    6.00  3.1543e+42  2.9669e+42  -17.741  -17.705  -17.746  -17.130  -16.161  -16.183  -16.264  -16.290  -16.310  -16.416  -16.541
           m15mlt3_pap_1em6_HR_grid_nb48    8.00  2.6754e+42  2.5645e+42  -17.485  -17.487  -17.576  -17.126  -16.235  -16.304  -16.424  -16.476  -16.532  -16.638  -16.781
           m15mlt3_pap_1em6_HR_grid_nb60   10.00  2.2298e+42  2.1615e+42  -17.152  -17.176  -17.309  -17.038  -16.248  -16.378  -16.525  -16.604  -16.703  -16.819  -16.978
           m15mlt3_pap_1em6_HR_grid_nb72   12.00  1.9071e+42  1.8588e+42  -16.803  -16.838  -17.018  -16.915  -16.240  -16.427  -16.601  -16.699  -16.840  -16.968  -17.137
