             # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        u        g        r        i        z
   mdot1em2early_nb6    1.50  1.3675e+43  6.1328e+42  -18.625  -18.496  -18.178  -16.246  -15.956  -15.520  -15.204  -14.897
        mdot1em2_nb1    2.00  9.1267e+42  6.0110e+42  -18.713  -18.658  -18.370  -16.506  -16.279  -15.860  -15.560  -15.289
  mdot1em2early_nb12    3.00  6.6706e+42  5.8483e+42  -18.689  -18.764  -18.547  -16.812  -16.688  -16.351  -16.083  -15.841
        mdot1em2_nb2    4.00  5.5237e+42  5.2085e+42  -18.517  -18.666  -18.554  -16.955  -16.930  -16.654  -16.418  -16.202
        mdot1em2_nb3    6.00  4.0500e+42  3.9713e+42  -18.006  -18.242  -18.283  -16.942  -17.110  -16.932  -16.755  -16.589
        mdot1em2_nb4    8.00  3.3046e+42  3.2630e+42  -17.496  -17.794  -17.948  -16.810  -17.141  -17.041  -16.907  -16.781
        mdot1em2_nb5   10.00  2.8534e+42  2.8104e+42  -17.041  -17.372  -17.605  -16.637  -17.113  -17.076  -16.973  -16.886
        mdot1em2_nb6   12.00  2.7024e+42  2.6526e+42  -16.738  -17.084  -17.373  -16.521  -17.109  -17.132  -17.054  -17.001
        mdot1em2_nb7   14.00  2.6295e+42  2.5724e+42  -16.504  -16.852  -17.188  -16.428  -17.093  -17.176  -17.120  -17.093
        mdot1em2_nb8   16.00  2.6204e+42  2.5558e+42  -16.357  -16.699  -17.074  -16.363  -17.072  -17.208  -17.179  -17.167
        mdot1em2_nb9   18.00  2.4987e+42  2.4267e+42  -16.190  -16.524  -16.931  -16.253  -16.990  -17.164  -17.166  -17.158
       mdot1em2_nb10   20.00  2.2872e+42  2.2083e+42  -16.013  -16.342  -16.771  -16.102  -16.873  -17.067  -17.086  -17.073
       mdot1em2_nb12   24.00  1.8208e+42  1.7401e+42  -15.556  -15.890  -16.369  -15.703  -16.626  -16.880  -16.889  -16.866
       mdot1em2_nb14   28.00  1.6435e+42  1.5681e+42  -15.282  -15.634  -16.168  -15.495  -16.487  -16.865  -16.840  -16.795
       mdot1em2_nb16   32.00  1.5804e+42  1.5065e+42  -15.085  -15.417  -16.014  -15.409  -16.407  -16.878  -16.846  -16.787
       mdot1em2_nb18   36.00  1.5360e+42  1.4646e+42  -14.890  -15.243  -15.889  -15.320  -16.355  -16.879  -16.856  -16.792
       mdot1em2_nb20   40.00  1.4599e+42  1.3935e+42  -14.586  -14.897  -15.631  -15.195  -16.294  -16.859  -16.845  -16.782
       mdot1em2_nb30   60.00  1.1671e+42  1.1153e+42  -13.607  -13.931  -14.864  -14.601  -16.000  -16.675  -16.699  -16.662
       mdot1em2_nb40   80.00  6.9376e+41  6.6313e+41  -12.642  -12.907  -13.957  -13.902  -15.400  -16.162  -16.165  -16.136
