             # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        u        g        r        i        z
   mdot1em4early_nb1    0.25  1.8582e+43  1.8609e+42  -17.160  -16.974  -16.615  -14.609  -14.288  -13.819  -13.511  -13.224
   mdot1em4early_nb2    0.50  8.2698e+42  2.0840e+42  -17.353  -17.209  -16.900  -15.072  -14.727  -14.336  -14.050  -13.782
   mdot1em4early_nb3    0.75  6.1227e+42  2.3073e+42  -17.576  -17.485  -17.205  -15.356  -15.140  -14.785  -14.550  -14.261
   mdot1em4early_nb4    1.00  5.1868e+42  2.5137e+42  -17.723  -17.677  -17.411  -15.584  -15.437  -15.078  -14.827  -14.582
   mdot1em4early_nb5    1.25  4.6366e+42  2.6872e+42  -17.784  -17.790  -17.527  -15.734  -15.619  -15.285  -15.041  -14.818
   mdot1em4early_nb6    1.50  4.2588e+42  2.7598e+42  -17.788  -17.835  -17.579  -15.822  -15.731  -15.425  -15.188  -14.986
   mdot1em4early_nb7    1.75  4.0033e+42  2.8059e+42  -17.787  -17.853  -17.614  -15.885  -15.809  -15.531  -15.304  -15.119
        mdot1em4_nb1    2.00  3.8329e+42  2.8559e+42  -17.780  -17.867  -17.649  -15.944  -15.875  -15.622  -15.406  -15.231
        mdot1em4_nb2    4.00  3.0977e+42  2.8035e+42  -17.595  -17.795  -17.739  -16.221  -16.172  -16.014  -15.830  -15.666
        mdot1em4_nb3    6.00  2.6834e+42  2.5296e+42  -17.410  -17.612  -17.679  -16.336  -16.358  -16.249  -16.064  -15.897
        mdot1em4_nb4    8.00  2.3559e+42  2.2621e+42  -17.160  -17.366  -17.514  -16.322  -16.456  -16.400  -16.225  -16.063
        mdot1em4_nb5   10.00  2.0577e+42  1.9990e+42  -16.841  -17.044  -17.269  -16.228  -16.496  -16.495  -16.342  -16.193
        mdot1em4_nb6   12.00  1.8828e+42  1.8397e+42  -16.545  -16.739  -17.051  -16.174  -16.524  -16.582  -16.449  -16.318
        mdot1em4_nb7   14.00  1.7468e+42  1.7091e+42  -16.261  -16.431  -16.819  -16.085  -16.532  -16.643  -16.518  -16.413
        mdot1em4_nb8   16.00  1.5518e+42  1.5166e+42  -15.862  -15.959  -16.406  -15.889  -16.492  -16.658  -16.543  -16.472
        mdot1em4_nb9   18.00  1.2483e+42  1.2166e+42  -15.107  -15.073  -15.640  -15.507  -16.326  -16.571  -16.499  -16.464
       mdot1em4_nb10   20.00  9.6227e+41  9.3308e+41  -14.141  -14.101  -14.776  -14.893  -16.075  -16.428  -16.358  -16.310
       mdot1em4_nb15   30.00  1.1854e+42  1.1498e+42  -14.008  -14.242  -15.009  -15.138  -16.193  -16.705  -16.662  -16.567
       mdot1em4_nb20   40.00  1.2487e+42  1.2065e+42  -13.604  -13.839  -14.791  -14.997  -16.197  -16.773  -16.761  -16.695
