                                 # Model texp[d]        Lbol      Luvoir     UVW2     UVM2     UVW1        U        B        V        R        I        J        H        K
            m15mlt1_pap_1em6_HR_grid_nb1    0.17  1.2449e+44  3.9597e+42  -17.929  -17.729  -17.359  -16.186  -14.959  -14.717  -14.640  -14.537  -14.308  -14.291  -14.278
            m15mlt1_pap_1em6_HR_grid_nb2    0.33  8.7498e+43  6.6942e+42  -18.528  -18.345  -17.978  -16.816  -15.607  -15.378  -15.305  -15.217  -14.994  -14.996  -15.000
            m15mlt1_pap_1em6_HR_grid_nb3    0.50  3.0312e+43  5.2385e+42  -18.330  -18.171  -17.829  -16.687  -15.519  -15.327  -15.242  -15.150  -14.933  -14.917  -14.906
            m15mlt1_pap_1em6_HR_grid_nb4    0.67  1.9461e+43  4.9790e+42  -18.319  -18.180  -17.862  -16.784  -15.595  -15.412  -15.352  -15.256  -15.047  -15.030  -15.003
            m15mlt1_pap_1em6_HR_grid_nb6    1.00  1.2528e+43  5.0090e+42  -18.387  -18.275  -17.984  -16.932  -15.819  -15.654  -15.616  -15.540  -15.352  -15.338  -15.308
           m15mlt1_pap_1em6_HR_grid_nb12    2.00  7.6057e+42  4.9561e+42  -18.457  -18.390  -18.129  -17.171  -16.140  -16.020  -15.992  -15.951  -15.819  -15.823  -15.806
           m15mlt1_pap_1em6_HR_grid_nb18    3.00  6.1697e+42  4.7299e+42  -18.399  -18.351  -18.127  -17.237  -16.240  -16.178  -16.180  -16.171  -16.133  -16.180  -16.189
           m15mlt1_pap_1em6_HR_grid_nb24    4.00  5.6396e+42  4.6642e+42  -18.369  -18.332  -18.142  -17.300  -16.295  -16.270  -16.299  -16.311  -16.341  -16.429  -16.472
           m15mlt1_pap_1em6_HR_grid_nb30    5.00  5.3135e+42  4.6271e+42  -18.347  -18.318  -18.161  -17.364  -16.349  -16.341  -16.387  -16.406  -16.467  -16.586  -16.666
           m15mlt1_pap_1em6_HR_grid_nb36    6.00  5.0827e+42  4.5885e+42  -18.323  -18.299  -18.176  -17.428  -16.414  -16.412  -16.472  -16.491  -16.558  -16.690  -16.799
           m15mlt1_pap_1em6_HR_grid_nb48    8.00  4.7530e+42  4.4579e+42  -18.252  -18.233  -18.180  -17.532  -16.543  -16.552  -16.631  -16.649  -16.707  -16.840  -16.976
           m15mlt1_pap_1em6_HR_grid_nb60   10.00  4.4329e+42  4.2233e+42  -18.140  -18.124  -18.130  -17.588  -16.645  -16.666  -16.768  -16.788  -16.841  -16.968  -17.111
           m15mlt1_pap_1em6_HR_grid_nb90   15.00  3.5965e+42  3.4953e+42  -17.747  -17.786  -17.879  -17.570  -16.761  -16.836  -16.992  -17.048  -17.133  -17.257  -17.411
