3149.585  2.980068e-15
3154.342  2.980219e-15
3159.099  2.980401e-15
3163.857  2.980578e-15
3168.614  2.980755e-15
3173.371  2.980933e-15
3178.128   2.98111e-15
3182.886  2.981287e-15
3187.643  2.981464e-15
  3192.4  2.981642e-15
3197.157  2.981819e-15
3201.914  2.981997e-15
3206.672  2.982174e-15
3211.429  2.982352e-15
3216.186  2.982529e-15
3220.943  2.982706e-15
3225.701  2.982884e-15
3230.458  2.983061e-15
3235.215  2.983239e-15
3239.972  2.983416e-15
3244.729  2.983593e-15
3249.487  2.983771e-15
3254.244  2.983948e-15
3259.001  2.984125e-15
3263.758  2.984303e-15
3268.516  2.984482e-15
3273.273  2.984642e-15
 3278.03  2.984934e-15
3282.787   2.98548e-15
3287.544  2.982285e-15
3292.302   2.99636e-15
3297.059    3.1146e-15
3301.816  3.206961e-15
3306.573  3.048129e-15
3311.331  3.196187e-15
3316.088  3.473523e-15
3320.845  3.315952e-15
3325.602  3.204179e-15
3330.359  3.143463e-15
3335.117  3.205781e-15
3339.874  3.511698e-15
3344.631  3.389369e-15
3349.388  3.303157e-15
3354.146  3.425783e-15
3358.903  3.303054e-15
 3363.66  3.270366e-15
3368.417  3.394818e-15
3373.175   3.38263e-15
3377.932  3.198307e-15
3382.689  3.094163e-15
3387.446  3.264588e-15
3392.204  3.337333e-15
3396.961  3.316328e-15
3401.718  3.379526e-15
3406.475  3.407057e-15
3411.232  3.435786e-15
 3415.99  3.381178e-15
3420.747  3.348975e-15
3425.504  3.334824e-15
3430.261  3.353518e-15
3435.019  3.423733e-15
3439.776  3.427891e-15
3444.533  3.375167e-15
 3449.29  3.320668e-15
3454.047  3.458499e-15
3458.805  3.615803e-15
3463.562  3.490961e-15
3468.319  3.287741e-15
3473.076  3.356909e-15
3477.834  3.499837e-15
3482.591  3.580484e-15
3487.348   3.53041e-15
3492.105   3.53325e-15
3496.862  3.556512e-15
 3501.62  3.510712e-15
3506.377  3.461643e-15
3511.134  3.454856e-15
3515.891  3.430695e-15
3520.649  3.385179e-15
3525.406  3.387807e-15
