WAVE,FLUX,ERR,SKYBACK
14969.917,2.8588516E-16,3.2771674E-18,1.5085541E-17
14980.065,2.893728E-16,3.2994804E-18,1.4529856E-17
14990.214,2.773082E-16,3.216984E-18,1.30803865E-17
15000.362,2.8460508E-16,3.3178953E-18,1.4062537E-17
15010.512,2.6755479E-16,3.107498E-18,1.541548E-17
15020.66,2.7211465E-16,3.2315122E-18,2.1708793E-17
15030.809,2.8854103E-16,3.3352017E-18,3.7705963E-17
15040.957,2.9315318E-16,3.494289E-18,6.40626E-17
15051.105,3.0259656E-16,3.4044295E-18,7.133614E-17
15061.254,2.6438527E-16,3.1910711E-18,5.909283E-17
15071.403,2.68974E-16,3.1355034E-18,4.7977465E-17
15081.552,2.8864813E-16,3.151016E-18,3.640948E-17
15091.7,2.8170834E-16,3.1365545E-18,2.4712861E-17
15101.849,2.8307918E-16,3.2923091E-18,2.0394755E-17
15111.997,2.7993613E-16,3.1096846E-18,1.569311E-17
15122.1455,2.673426E-16,3.0744883E-18,1.5124091E-17
15132.295,2.807479E-16,3.1193657E-18,1.476273E-17
15142.443,2.8571327E-16,3.185564E-18,1.30385E-17
15152.592,2.6862446E-16,3.2001482E-18,1.35954214E-17
15162.74,2.7129195E-16,3.1285693E-18,1.6227052E-17
15172.889,3.0412586E-16,3.3457712E-18,2.102873E-17
15183.037,3.017838E-16,3.4271123E-18,2.073392E-17
15193.187,2.6905975E-16,2.9947055E-18,2.0369185E-17
15203.335,2.7408086E-16,3.179229E-18,1.9950715E-17
15213.483,2.513429E-16,3.0705192E-18,2.7020864E-17
15223.632,2.638998E-16,3.1216347E-18,3.8404553E-17
15233.78,2.794266E-16,3.1608852E-18,3.8980595E-17
15243.929,2.7451716E-16,3.1881156E-18,3.85048E-17
15254.078,2.7318438E-16,3.0758628E-18,2.8317188E-17
15264.227,2.6997913E-16,3.0817021E-18,2.5801012E-17
15274.375,2.662876E-16,3.0848067E-18,2.764641E-17
15284.523,2.6729668E-16,3.059699E-18,2.5045892E-17
15294.672,2.6285354E-16,2.9918165E-18,2.3229844E-17
15304.82,2.5131428E-16,3.0727452E-18,3.196201E-17
15314.97,2.6268297E-16,3.2490654E-18,3.858613E-17
15325.118,2.5300774E-16,3.0441847E-18,4.224849E-17
15335.267,2.6523534E-16,2.8699267E-18,3.923152E-17
15345.415,2.6153773E-16,2.894946E-18,2.8441107E-17
15355.563,2.6551815E-16,3.041426E-18,2.1796207E-17
15365.712,2.6277178E-16,2.9908423E-18,1.9614297E-17
15375.861,2.6431218E-16,3.084994E-18,1.9544284E-17
15386.01,2.6683677E-16,3.0557938E-18,2.1541257E-17
15396.158,2.5525738E-16,2.843406E-18,2.2352338E-17
15406.307,2.5313611E-16,2.8731777E-18,2.693594E-17
15416.455,2.6312488E-16,2.9581106E-18,3.0482476E-17
15426.604,2.6974876E-16,3.0704187E-18,2.9867447E-17
15436.753,2.5715134E-16,2.8634985E-18,2.5042618E-17
15446.901,2.6090274E-16,2.9175035E-18,2.1730653E-17
15457.05,2.572152E-16,2.942317E-18,1.7644704E-17
15467.198,2.494213E-16,2.8703866E-18,1.6207542E-17
15477.347,2.5020842E-16,2.8492718E-18,1.690886E-17
15487.495,2.4515765E-16,2.744724E-18,1.6205922E-17
15497.645,2.5117057E-16,2.796252E-18,1.920092E-17
15507.793,2.5306496E-16,2.8896237E-18,2.0661642E-17
15517.941,2.5716476E-16,2.8793744E-18,2.31412E-17
15528.09,2.519626E-16,2.8084815E-18,2.7224163E-17
15538.238,2.4935308E-16,2.8675194E-18,2.6329149E-17
15548.387,2.4819233E-16,2.966844E-18,2.5377752E-17
15558.536,2.6282397E-16,2.8569873E-18,2.0412285E-17
15568.685,2.5234205E-16,3.2813002E-18,2.1533399E-17
15578.833,2.4472283E-16,2.948523E-18,2.3802805E-17
15588.981,2.598766E-16,2.8626918E-18,2.5664756E-17
15599.13,2.443539E-16,2.7718136E-18,2.3701504E-17
15609.278,2.5102502E-16,2.8289461E-18,2.432285E-17
15619.428,2.474543E-16,2.8187983E-18,2.489138E-17
15629.576,2.5391755E-16,2.852473E-18,2.948809E-17
15639.725,2.5276763E-16,2.8718776E-18,3.3993226E-17
15649.873,2.4222196E-16,2.7711096E-18,3.1647556E-17
15660.021,2.4471658E-16,2.7749767E-18,2.641588E-17
15670.17,2.4550993E-16,2.794746E-18,2.0947656E-17
15680.318,2.4744064E-16,2.7220454E-18,2.0216122E-17
15690.468,2.3888134E-16,2.7745797E-18,1.8433942E-17
15700.616,2.3848011E-16,2.8706402E-18,1.6249927E-17
15710.765,2.5101528E-16,2.918385E-18,1.5669625E-17
15720.913,2.5067628E-16,2.979101E-18,1.489434E-17
15731.062,2.470864E-16,2.912242E-18,1.4222668E-17
15741.21,2.5649177E-16,2.9209536E-18,1.3032311E-17
15751.359,2.4530394E-16,2.8600986E-18,1.2343138E-17
15761.508,2.420363E-16,2.8367845E-18,1.38485304E-17
15771.656,2.4870992E-16,2.859766E-18,1.5189891E-17
15781.805,2.3539398E-16,2.8615662E-18,1.5853097E-17
15791.953,2.3924726E-16,2.7489602E-18,2.1575483E-17
15802.102,2.2525724E-16,2.837601E-18,3.7543104E-17
15812.251,2.2891785E-16,2.528659E-18,5.506192E-17
15822.399,2.4121645E-16,2.7024321E-18,6.4703014E-17
15832.548,2.4370464E-16,2.7059956E-18,7.1968995E-17
15842.696,2.411638E-16,2.7786961E-18,5.392323E-17
15852.845,2.4337424E-16,3.0913669E-18,3.7798382E-17
15862.993,2.392367E-16,2.6225637E-18,2.8772816E-17
15873.143,2.3783076E-16,2.7449509E-18,2.0979693E-17
