#wavelength f_lam e_lam telcor
3815.199999999957 4.900342240080722e-13 6.198305818922606e-16 1.0
3815.899999999957 4.958132041442095e-13 6.086068235914566e-16 1.0
3816.5999999999567 4.868578562178093e-13 6.283495578297129e-16 1.0
3817.2999999999565 4.8201163508806e-13 6.20919028691557e-16 1.0
3817.9999999999563 4.832637223060529e-13 6.327440307819331e-16 1.0
3818.699999999956 4.81269156590504e-13 6.341328679416502e-16 1.0
3819.399999999956 4.864935602732863e-13 6.056405339181769e-16 1.0
3820.099999999956 4.979848886208083e-13 6.173389873037095e-16 1.0
3820.7999999999556 4.9331886947656e-13 5.955890416749005e-16 1.0
3821.4999999999554 4.857171956886054e-13 6.154303933658562e-16 1.0
3822.1999999999553 4.811893294644241e-13 6.042781739577019e-16 1.0
3822.899999999955 4.773627903585737e-13 6.301837798893493e-16 1.0
3823.599999999955 4.835330692849439e-13 6.298290707474835e-16 1.0
3824.2999999999547 4.866083056592638e-13 6.087717694759932e-16 1.0
3824.9999999999545 4.876213877121463e-13 6.141642800170371e-16 1.0
3825.6999999999543 4.914082801826773e-13 5.923253233607111e-16 1.0
3826.399999999954 4.861493251346592e-13 6.06324272901836e-16 1.0
3827.099999999954 4.841064962363973e-13 5.903810188695045e-16 1.0
3827.799999999954 4.866448288734263e-13 6.167038668824361e-16 1.0
3828.4999999999536 4.844253273634291e-13 6.087669290688265e-16 1.0
3829.1999999999534 4.872185820560824e-13 6.177678613352785e-16 1.0
3829.8999999999533 4.841797504207064e-13 6.195878566480482e-16 1.0
3830.599999999953 4.801615492819616e-13 5.908857454602075e-16 1.0
3831.299999999953 4.839500112963741e-13 6.026834080534312e-16 1.0
3831.9999999999527 4.940674556258289e-13 5.883061127482387e-16 1.0
3832.6999999999525 4.94828990902881e-13 6.115995049781924e-16 1.0
3833.3999999999523 4.929359243939558e-13 6.007667240177668e-16 1.0
3834.099999999952 4.959774678562543e-13 6.304185653752885e-16 1.0
3834.799999999952 4.923242475345612e-13 6.282061473609762e-16 1.0
3835.499999999952 4.904006376273324e-13 6.035094702037118e-16 1.0
3836.1999999999516 4.887116710420179e-13 6.09853850964084e-16 1.0
3836.8999999999514 4.876249156334563e-13 5.861242393944e-16 1.0
3837.5999999999513 4.938201533515608e-13 6.03011148768224e-16 1.0
3838.299999999951 4.985401398042025e-13 5.906998891343851e-16 1.0
3838.999999999951 4.903688713857107e-13 6.112952553153701e-16 1.0
3839.6999999999507 4.874127836618886e-13 6.053596179404782e-16 1.0
3840.3999999999505 4.932321640607052e-13 6.098095623243762e-16 1.0
3841.0999999999503 4.935696690806492e-13 6.143733891880974e-16 1.0
3841.79999999995 4.839396804539713e-13 5.845857352671035e-16 1.0
3842.49999999995 4.819118754742792e-13 5.955892963095205e-16 1.0
3843.19999999995 4.858211085131976e-13 5.789999550664704e-16 1.0
3843.8999999999496 4.836040902536523e-13 5.9953986310100295e-16 1.0
3844.5999999999494 4.824244447178124e-13 5.898450644294084e-16 1.0
3845.2999999999493 4.838281291574538e-13 6.182907005039821e-16 1.0
3845.999999999949 4.843142293958615e-13 6.177435093096309e-16 1.0
3846.699999999949 4.840687100114176e-13 5.895120864693443e-16 1.0
3847.3999999999487 4.818038703483078e-13 5.968821723044178e-16 1.0
3848.0999999999485 4.805699014443641e-13 5.744448772189866e-16 1.0
3848.7999999999483 4.809689066418323e-13 5.907538894796551e-16 1.0
3849.499999999948 4.85909078899121e-13 5.776647020837515e-16 1.0
3850.199999999948 4.890381625178472e-13 6.031070912647904e-16 1.0
3850.899999999948 4.83623010653428e-13 5.975128303006901e-16 1.0
3851.5999999999476 4.797972140941436e-13 5.946432169086597e-16 1.0
3852.2999999999474 4.791619972366978e-13 5.979566636099002e-16 1.0
3852.9999999999472 4.789447588088623e-13 5.710078161242633e-16 1.0
3853.699999999947 4.798074633558582e-13 5.824330915999223e-16 1.0
3854.399999999947 4.780432517688419e-13 5.634646776226748e-16 1.0
3855.0999999999467 4.744832051916876e-13 5.814205685292338e-16 1.0
3855.7999999999465 4.794429808777095e-13 5.721155912175066e-16 1.0
3856.4999999999463 4.782846044201851e-13 5.976277899266623e-16 1.0
3857.199999999946 4.690907819781886e-13 5.935949876724457e-16 1.0
3857.899999999946 4.708696185054663e-13 5.653842221854414e-16 1.0
3858.599999999946 4.740114550145451e-13 5.718489197650794e-16 1.0
3859.2999999999456 4.764594392296555e-13 5.495866379228268e-16 1.0
3859.9999999999454 4.768259404667219e-13 5.666839128752259e-16 1.0
3860.6999999999452 4.749600402679137e-13 5.543721193159667e-16 1.0
3861.399999999945 4.730492573763529e-13 5.799388594911586e-16 1.0
3862.099999999945 4.691814562311535e-13 5.757953934300158e-16 1.0
3862.7999999999447 4.691214844949694e-13 5.727254660100554e-16 1.0
3863.4999999999445 4.726235037655934e-13 5.788702586836744e-16 1.0
3864.1999999999443 4.713175698324747e-13 5.544603016572023e-16 1.0
3864.899999999944 4.743689496889704e-13 5.685388401590236e-16 1.0
3865.599999999944 4.771507927903245e-13 5.537529291803507e-16 1.0
3866.299999999944 4.74971623013933e-13 5.742501535453748e-16 1.0
3866.9999999999436 4.760063661711704e-13 5.677419807663601e-16 1.0
3867.6999999999434 4.786279896191085e-13 5.911199154095775e-16 1.0
3868.3999999999432 4.774983652786266e-13 5.912158153189026e-16 1.0
3869.099999999943 4.77517673521023e-13 5.642083922923102e-16 1.0
3869.799999999943 4.781394968425622e-13 5.741931557208087e-16 1.0
3870.4999999999427 4.797779130831034e-13 5.520273333175752e-16 1.0
3871.1999999999425 4.810948596726627e-13 5.698961948401963e-16 1.0
3871.8999999999423 4.8123241432428e-13 5.568336090414555e-16 1.0
3872.599999999942 4.81837306269165e-13 5.830190550787343e-16 1.0
3873.299999999942 4.802532194104257e-13 5.785305853633394e-16 1.0
3873.999999999942 4.765991989999718e-13 5.70880567474213e-16 1.0
3874.6999999999416 4.747451569866097e-13 5.750043007032525e-16 1.0
3875.3999999999414 4.757324912107317e-13 5.518294634090786e-16 1.0
3876.0999999999412 4.754566113236625e-13 5.644426390720309e-16 1.0
3876.799999999941 4.737472736170744e-13 5.483513825967069e-16 1.0
3877.499999999941 4.771816514664558e-13 5.692866519437252e-16 1.0
3878.1999999999407 4.866828748743712e-13 5.648716282140755e-16 1.0
3878.8999999999405 4.809090771254878e-13 5.807605310161434e-16 1.0
3879.5999999999403 4.75976892085005e-13 5.819706661985416e-16 1.0
3880.29999999994 4.770397930630431e-13 5.548861917882929e-16 1.0
3880.99999999994 4.767884659261796e-13 5.632457133629941e-16 1.0
3881.69999999994 4.786182418176406e-13 5.442517678152146e-16 1.0
3882.3999999999396 4.848438411366636e-13 5.605203704873487e-16 1.0
3883.0999999999394 4.809241902573734e-13 5.50072608406615e-16 1.0
3883.7999999999392 4.73709786624289e-13 5.739258223442554e-16 1.0
3884.499999999939 4.733552925047054e-13 5.725622916535072e-16 1.0
3885.199999999939 4.747823287292861e-13 5.599731546685036e-16 1.0
3885.8999999999387 4.819342126018225e-13 5.656950474461607e-16 1.0
3886.5999999999385 4.832908771785629e-13 5.433820731038989e-16 1.0
3887.2999999999383 4.747782938787012e-13 5.547674924807709e-16 1.0
3887.999999999938 4.775326272233511e-13 5.424392902654889e-16 1.0
3888.699999999938 4.869856937361707e-13 5.685734145739262e-16 1.0
3889.399999999938 4.847036555731379e-13 5.619184488481531e-16 1.0
3890.0999999999376 4.810472621957175e-13 5.756233273811236e-16 1.0
3890.7999999999374 4.804036912133485e-13 5.772152858808265e-16 1.0
3891.4999999999372 4.787034069959158e-13 5.504529220136585e-16 1.0
3892.199999999937 4.762670777270498e-13 5.591753927155091e-16 1.0
3892.899999999937 4.779108889861053e-13 5.41584494130405e-16 1.0
3893.5999999999367 4.781099536680496e-13 5.588666578604606e-16 1.0
3894.2999999999365 4.731471403182397e-13 5.46059422771046e-16 1.0
3894.9999999999363 4.775977783491605e-13 5.722184600214585e-16 1.0
3895.699999999936 4.802514062686749e-13 5.710064167272564e-16 1.0
3896.399999999936 4.722088651073337e-13 5.531740660988008e-16 1.0
3897.099999999936 4.715416028481915e-13 5.5786454261854e-16 1.0
3897.7999999999356 4.750826077295971e-13 5.357804122113938e-16 1.0
3898.4999999999354 4.722623832506473e-13 5.4765379112917e-16 1.0
3899.1999999999352 4.744809621115652e-13 5.343184518824506e-16 1.0
3899.899999999935 4.762717587777838e-13 5.561493638444986e-16 1.0
3900.599999999935 4.719911252240372e-13 5.496804175254052e-16 1.0
3901.2999999999347 4.691903181857913e-13 5.599300155424178e-16 1.0
3901.9999999999345 4.708285049686294e-13 5.629943464123703e-16 1.0
3902.6999999999343 4.752970240041593e-13 5.384142587828954e-16 1.0
3903.399999999934 4.723936308303473e-13 5.470574698664104e-16 1.0
3904.099999999934 4.669161693533332e-13 5.277156820751368e-16 1.0
3904.799999999934 4.697707407660678e-13 5.460919838042157e-16 1.0
3905.4999999999336 4.749990727072987e-13 5.374481856495193e-16 1.0
3906.1999999999334 4.734684462619143e-13 5.622557152730388e-16 1.0
3906.8999999999332 4.690586701298173e-13 5.597619375832111e-16 1.0
3907.599999999933 4.685104449497971e-13 5.415521014159798e-16 1.0
3908.299999999933 4.678578631241434e-13 5.473447757780795e-16 1.0
3908.9999999999327 4.672562870943253e-13 5.257298801323457e-16 1.0
3909.6999999999325 4.680908362075154e-13 5.404704200263852e-16 1.0
3910.3999999999323 4.684303455075838e-13 5.260972296084965e-16 1.0
3911.099999999932 4.666122706944224e-13 5.478752854787365e-16 1.0
3911.799999999932 4.646703281562258e-13 5.408873895585212e-16 1.0
3912.499999999932 4.631501101268596e-13 5.476682271827591e-16 1.0
3913.1999999999316 4.651994824049708e-13 5.499552487366131e-16 1.0
3913.8999999999314 4.668567108363408e-13 5.260045909182994e-16 1.0
3914.5999999999312 4.630933091568104e-13 5.349940932788827e-16 1.0
3915.299999999931 4.629339661916178e-13 5.180790740810991e-16 1.0
3915.999999999931 4.653189685109939e-13 5.373126605436384e-16 1.0
3916.6999999999307 4.642754812688903e-13 5.268783663929887e-16 1.0
3917.3999999999305 4.610535714760353e-13 5.507590072194356e-16 1.0
3918.0999999999303 4.629034297360658e-13 5.491843476659e-16 1.0
3918.79999999993 4.630499932735652e-13 5.274656060152553e-16 1.0
3919.49999999993 4.594665932164759e-13 5.323566086371176e-16 1.0
3920.19999999993 4.642136203781315e-13 5.133645007262478e-16 1.0
3920.8999999999296 4.655667468656822e-13 5.282577909942411e-16 1.0
3921.5999999999294 4.604276067387206e-13 5.14282407316835e-16 1.0
3922.2999999999292 4.614225770881006e-13 5.361195273636396e-16 1.0
3922.999999999929 4.634749883321476e-13 5.326294297347305e-16 1.0
3923.699999999929 4.5982868182418e-13 5.337833626885703e-16 1.0
3924.3999999999287 4.581797975935645e-13 5.367796001730701e-16 1.0
3925.0999999999285 4.601903960250866e-13 5.135592491746397e-16 1.0
3925.7999999999283 4.615235570703113e-13 5.244489807236111e-16 1.0
3926.499999999928 4.581893838731656e-13 5.068829010791852e-16 1.0
3927.199999999928 4.586636360649755e-13 5.24013949319587e-16 1.0
3927.899999999928 4.640134476708871e-13 5.170713960976509e-16 1.0
3928.5999999999276 4.634846475404121e-13 5.413345161408076e-16 1.0
3929.2999999999274 4.617621596598262e-13 5.39778787321246e-16 1.0
3929.9999999999272 4.643467719189379e-13 5.163910370082644e-16 1.0
3930.699999999927 4.650600525105281e-13 5.229099753791573e-16 1.0
