# INSTRUMENT_ID: 
# OBS_GROUP_ID: 
# UNIT_ID: None
# RA: 210.91065416666663
# DEC: 54.311674999999994
# OBS_DATE: 2023-05-22 05:51:15.495188
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 131959
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

#wavelength flux fluxerr
3.818580617058233656e+03 4.010398433629034914e-13 3.015673622133463759e-14
3.819147714984950653e+03 3.975696092254675839e-13 2.997714479495679818e-14
3.819714812911664922e+03 4.011135196079990034e-13 3.008221663265965062e-14
3.820281910838381918e+03 3.994182975801188695e-13 2.997103019136076275e-14
3.820849008765098915e+03 3.957238717839114481e-13 2.977656022662441013e-14
3.821416106691815003e+03 3.948441180685770190e-13 2.969297453370957438e-14
3.821983204618532909e+03 3.984251280363914721e-13 2.979575167656587819e-14
3.822550302545248996e+03 3.910072526507558035e-13 2.947091125340472806e-14
3.823117400471965993e+03 3.968935159295497848e-13 2.963530828732531135e-14
3.823684498398682990e+03 3.916277998053377655e-13 2.939953129944540441e-14
3.824251596325399078e+03 3.947114608211004574e-13 2.946843198381628929e-14
3.824818694252116984e+03 3.982720045177433678e-13 2.956454164517120282e-14
3.825385792178833071e+03 3.963710104856010272e-13 2.944618357566042500e-14
3.825952890105548249e+03 4.011353184788033219e-13 2.957710307433086331e-14
3.826519988032265246e+03 3.967984245430717053e-13 2.936921329155558324e-14
3.827087085958981334e+03 3.915522143492717129e-13 2.912604486660092317e-14
3.827654183885699240e+03 3.968723214749594530e-13 2.929002282380854442e-14
3.828221281812415327e+03 3.925303491649562185e-13 2.908255071551346629e-14
3.828788379739129596e+03 3.938249796376454337e-13 2.908352828456608134e-14
3.829355477665847502e+03 3.940731144885291017e-13 2.906465993755932278e-14
3.829922575592565408e+03 3.967740209712296864e-13 2.911320544541874121e-14
3.830489673519283315e+03 3.967378343223546753e-13 2.906807648233990841e-14
3.831056771445999402e+03 3.942768528971714807e-13 2.893250248969011514e-14
3.831623869372713671e+03 3.960132555607984122e-13 2.893804532550698058e-14
3.832190967299431577e+03 3.926435679324015068e-13 2.877894944160622619e-14
3.832758065226147664e+03 3.989565783301865253e-13 2.897365996575797063e-14
3.833325163152865571e+03 3.872182346163133643e-13 2.848598813791930046e-14
3.833892261079581658e+03 3.937938641469478404e-13 2.868610369969358727e-14
3.834459359006295927e+03 3.955132243257869049e-13 2.869867466904578175e-14
3.835026456933013833e+03 3.902418479739305646e-13 2.846791644637055705e-14
3.835593554859729920e+03 3.885435346022087014e-13 2.835890551686949067e-14
3.836160652786447827e+03 3.990617614398115609e-13 2.869793028244570905e-14
3.836727750713163914e+03 3.885969144766984394e-13 2.827923554704729442e-14
3.837294848639881820e+03 3.882118324983740392e-13 2.822679104958574577e-14
3.837861946566597908e+03 3.912330624455678310e-13 2.830149850156199976e-14
3.838429044493313995e+03 3.911314118074501791e-13 2.824468874071337606e-14
3.838996142420030992e+03 3.914978075155351875e-13 2.822470308359978444e-14
3.839563240346747989e+03 3.874189773450704087e-13 2.802979214353618995e-14
3.840130338273464986e+03 3.881501932061516460e-13 2.800890923077046263e-14
3.840697436200180164e+03 3.876059028648219192e-13 2.794250287984833620e-14
3.841264534126896251e+03 3.868070814274192615e-13 2.786693532032357341e-14
3.841831632053613248e+03 3.839296613986550262e-13 2.772163506786974883e-14
3.842398729980330245e+03 3.878238463219789267e-13 2.782953544791470598e-14
3.842965827907047242e+03 3.859067931024356550e-13 2.770865459304049424e-14
3.843532925833762420e+03 3.841265016544683578e-13 2.761192340092609056e-14
3.844100023760480326e+03 3.867552904500536911e-13 2.765666907934370162e-14
3.844667121687197323e+03 3.851859666000173276e-13 2.756531988464399223e-14
3.845234219613914320e+03 3.845833224224804867e-13 2.749681687379649088e-14
3.845801317540631317e+03 3.841051213707759899e-13 2.743369222377861285e-14
3.846368415467345585e+03 3.844278955692004433e-13 2.740830545165624254e-14
3.846935513394062582e+03 3.858007220025620594e-13 2.741768658254077094e-14
3.847502611320779579e+03 3.837875922816372299e-13 2.729983458055552460e-14
3.848069709247496576e+03 3.826927708471934979e-13 2.722840910712466707e-14
3.848636807174213573e+03 3.861255774798640623e-13 2.730074692782338199e-14
3.849203905100928750e+03 3.879014860152630480e-13 2.732422821679756847e-14
3.849771003027645747e+03 3.862619990792532194e-13 2.721719940100589774e-14
3.850338100954362744e+03 3.761296402583022398e-13 2.682622200039543026e-14
3.850905198881079741e+03 3.758281701486181016e-13 2.678289465635317175e-14
3.851472296807796738e+03 3.734456301054069941e-13 2.666026609239740937e-14
3.852039394734511006e+03 3.839506647356716130e-13 2.701439133682104646e-14
3.852606492661229368e+03 3.763163580554857425e-13 2.671433438783304757e-14
3.853173590587945910e+03 3.807523570022462131e-13 2.682764814900951249e-14
3.853740688514662452e+03 3.828552914022360026e-13 2.685751813906719463e-14
3.854307786441378539e+03 3.798418875578482220e-13 2.672781987564470026e-14
3.854874884368095536e+03 3.789851262827337718e-13 2.666313330729772150e-14
3.855441982294812078e+03 3.863116331870027712e-13 2.688803930906994000e-14
3.856009080221528166e+03 3.771827300732474037e-13 2.652181199005249769e-14
3.856576178148245617e+03 3.837284213351215391e-13 2.672212273203043956e-14
3.857143276074961705e+03 3.752957029182743875e-13 2.639623942265182383e-14
3.857710374001678247e+03 3.774672392447624905e-13 2.643167913906233602e-14
3.858277471928395244e+03 3.787175855416754428e-13 2.643998591046077037e-14
3.858844569855111331e+03 3.789543662412629472e-13 2.642164893984135919e-14
3.859411667781828328e+03 3.725556652434500702e-13 2.616106666529934306e-14
3.859978765708545779e+03 3.764994099329828243e-13 2.628272767974219457e-14
3.860545863635261412e+03 3.744886807561400535e-13 2.615539854690267574e-14
3.861112961561978409e+03 3.863100562413177630e-13 2.653756806077765176e-14
3.861680059488694496e+03 3.757850586538393474e-13 2.614511087226754832e-14
3.862247157415411493e+03 3.805053246978091104e-13 2.627055700505678654e-14
3.862814255342127581e+03 3.749373532348837576e-13 2.604396908342051392e-14
3.863381353268844578e+03 3.722364793906905161e-13 2.591610694476001386e-14
3.863948451195561574e+03 3.758620570855028063e-13 2.601093726448108284e-14
3.864515549122277662e+03 3.787559480373691273e-13 2.608341292055631913e-14
3.865082647048994204e+03 3.775713266111161815e-13 2.600907887529727473e-14
3.865649744975710746e+03 3.749489901578092641e-13 2.588668247163664337e-14
3.866216842902426833e+03 3.747145503890813213e-13 2.583772370998229621e-14
3.866783940829144740e+03 3.780951740687927073e-13 2.591516720904879696e-14
3.867351038755861737e+03 3.772151656532020610e-13 2.586155334047667169e-14
3.867918136682577369e+03 3.761036331938914121e-13 2.579273912550612494e-14
3.868485234609293911e+03 3.780057489232092993e-13 2.582340231919987759e-14
3.869052332536009999e+03 3.743211233465009507e-13 2.566365723205125992e-14
3.869619430462726996e+03 3.730167970921605872e-13 2.558359583043681850e-14
3.870186528389443538e+03 3.774176770239440406e-13 2.569871677379382714e-14
3.870753626316160535e+03 3.758843886319678585e-13 2.561586911192121987e-14
3.871320724242877077e+03 3.703750702385736759e-13 2.539768121686258849e-14
3.871887822169593164e+03 3.724329350277478275e-13 2.543072515938260655e-14
3.872454920096310161e+03 3.755980226091742946e-13 2.551321786517649387e-14
3.873022018023026703e+03 3.815770556443075915e-13 2.568156552460699476e-14
3.873589115949742791e+03 3.751712912640801690e-13 2.542562595711900788e-14
3.874156213876460697e+03 3.750662477634575511e-13 2.538909992697077327e-14
3.874723311803176330e+03 3.749441399654598099e-13 2.535351354591162800e-14
3.875290409729892872e+03 3.701438122319647096e-13 2.516125679809554259e-14
3.875857507656609869e+03 3.766003593484121172e-13 2.534615332794880119e-14
3.876424605583325956e+03 3.778471793640953906e-13 2.535535923008622529e-14
3.876991703510042953e+03 3.715394925318338823e-13 2.510964755706913890e-14
3.877558801436760405e+03 3.697070993401879429e-13 2.502160771291355634e-14
3.878125899363476037e+03 3.675336409578102745e-13 2.491277591477841297e-14
3.878692997290193034e+03 3.713607367423938058e-13 2.500550221981202485e-14
3.879260095216909122e+03 3.766424971237733839e-13 2.516269541188648756e-14
3.879827193143626118e+03 3.753790858294655766e-13 2.509308474311951912e-14
3.880394291070342206e+03 3.790305233239502261e-13 2.517607347020372319e-14
3.880961388997059203e+03 3.679279390234667082e-13 2.476510782193154665e-14
3.881528486923776200e+03 3.705574580787649508e-13 2.482015776072438119e-14
3.882095584850492287e+03 3.727745932317426819e-13 2.487124999473921718e-14
3.882662682777208829e+03 3.694652049702789912e-13 2.471811844620463606e-14
3.883229780703925371e+03 3.736448571736395328e-13 2.483586719758633561e-14
3.883796878630641459e+03 3.699574675249146386e-13 2.468005548722680659e-14
3.884363976557359365e+03 3.730654335423785287e-13 2.474571375201309932e-14
3.884931074484076362e+03 3.728821463207879292e-13 2.470605451097044246e-14
3.885498172410791994e+03 3.698497249939035083e-13 2.457571787514659214e-14
3.886065270337508991e+03 3.723093776378877063e-13 2.462527828820006670e-14
3.886632368264224624e+03 3.714708122433808928e-13 2.457814180140212564e-14
3.887199466190941621e+03 3.641499552520629783e-13 2.429227940441736202e-14
3.887766564117658163e+03 3.728788268784504315e-13 2.456014983837442250e-14
3.888333662044375160e+03 3.722786403032755404e-13 2.451302198425368604e-14
3.888900759971092157e+03 3.719609855372932943e-13 2.445530774618798883e-14
3.889467857897807789e+03 3.701188015006725477e-13 2.436768570154837435e-14
3.890034955824524786e+03 3.720956912703607059e-13 2.439713294724668528e-14
3.890602053751241328e+03 3.658922683028101423e-13 2.416041654483489898e-14
3.891169151677957416e+03 3.682486171966156278e-13 2.421252268764715643e-14
3.891736249604675322e+03 3.672687146063708731e-13 2.415809208145891076e-14
3.892303347531390955e+03 3.686629885847946388e-13 2.417015639251720283e-14
3.892870445458107497e+03 3.706707306279404317e-13 2.420171353984077427e-14
3.893437543384824494e+03 3.676337706966502951e-13 2.406645372114717389e-14
3.894004641311540581e+03 3.669126436498175025e-13 2.401227001699674815e-14
3.894571739238257578e+03 3.687932250676294674e-13 2.404506356084723467e-14
3.895138837164974575e+03 3.673917310494560608e-13 2.397316283052819712e-14
3.895705935091690662e+03 3.708990990705416655e-13 2.404765132450196208e-14
3.896273033018407659e+03 3.622968473417761198e-13 2.373943128542712937e-14
3.896840130945123747e+03 3.674184550810946186e-13 2.387418002545656838e-14
3.897407228871840744e+03 3.636411058574503795e-13 2.372182091199987048e-14
3.897974326798557286e+03 3.650215599531383962e-13 2.373419633913287350e-14
3.898541424725273828e+03 3.620308323224381985e-13 2.362177337286548581e-14
3.899108522651990825e+03 3.662726805102790922e-13 2.371440948377945036e-14
3.899675620578706912e+03 3.665667614533542156e-13 2.369365493891519265e-14
3.900242718505423454e+03 3.682008491593373857e-13 2.371870508535841196e-14
3.900809816432139996e+03 3.628625158283273650e-13 2.352535633533197713e-14
3.901376914358856084e+03 3.666440289144542232e-13 2.361730610382072502e-14
3.901944012285573081e+03 3.662412305986111876e-13 2.357784735264490547e-14
3.902511110212290987e+03 3.622551610570717210e-13 2.342542141221512465e-14
3.903078208139007074e+03 3.604106730784321356e-13 2.333788623462300116e-14
3.903645306065723162e+03 3.641221461941353339e-13 2.344741545530317140e-14
3.904212403992439249e+03 3.662963101945473716e-13 2.348027466012004804e-14
3.904779501919156246e+03 3.644080070888818754e-13 2.339214887003782893e-14
3.905346599845873243e+03 3.630264993398575343e-13 2.332379213095558420e-14
3.905913697772589785e+03 3.635685796348936282e-13 2.332134007451567215e-14
3.906480795699306327e+03 3.633025236926687294e-13 2.329090432589523552e-14
3.907047893626022415e+03 3.690759514187329541e-13 2.344672632258446900e-14
3.907614991552739411e+03 3.612040609506702536e-13 2.317769964789216167e-14
3.908182089479456408e+03 3.614956216202770626e-13 2.314926987836272865e-14
3.908749187406172041e+03 3.631519175546778893e-13 2.317611640856838061e-14
3.909316285332889493e+03 3.598386123434331139e-13 2.304789544942944737e-14
3.909883383259606489e+03 3.625451935419026911e-13 2.311094348881174608e-14
3.910450481186322577e+03 3.675052610058151089e-13 2.324367487230377992e-14
3.911017579113039119e+03 3.648403110600534076e-13 2.313301307255817200e-14
3.911584677039755206e+03 3.671213486993713018e-13 2.318756089750930174e-14
3.912151774966471748e+03 3.617475415512535072e-13 2.298705800785954230e-14
3.912718872893189655e+03 3.631756229293784809e-13 2.301292555860616622e-14
3.913285970819905742e+03 3.640386787716909803e-13 2.301159699302941125e-14
3.913853068746622284e+03 3.649423152561994558e-13 2.301675486312257637e-14
3.914420166673338372e+03 3.559771726489358558e-13 2.270605483667322738e-14
3.914987264600054914e+03 3.632625259464454788e-13 2.291026444470795348e-14
3.915554362526771911e+03 3.634865744941134636e-13 2.290135621642119144e-14
3.916121460453488908e+03 3.617138747332072377e-13 2.281285179465389950e-14
3.916688558380205450e+03 3.626843302700441181e-13 2.281898704354985849e-14
3.917255656306921082e+03 3.603022275423405836e-13 2.271821066501832632e-14
3.917822754233638079e+03 3.618037813481098558e-13 2.274365395542464262e-14
3.918389852160355076e+03 3.626957610411417685e-13 2.274971591673342951e-14
3.918956950087071164e+03 3.602052616260954247e-13 2.264255723626605526e-14
3.919524048013787706e+03 3.584228616583736534e-13 2.256831459824475851e-14
3.920091145940505157e+03 3.635927055565093397e-13 2.270026233551386535e-14
3.920658243867221245e+03 3.629406465961792322e-13 2.266414720763783904e-14
3.921225341793938242e+03 3.584815574909024306e-13 2.249315838783171634e-14
3.921792439720654329e+03 3.634783104109597225e-13 2.263363910010410920e-14
3.922359537647370871e+03 3.554295638779189497e-13 2.234763805273039428e-14
3.922926635574087413e+03 3.599748539566160096e-13 2.246623402949519123e-14
3.923493733500804410e+03 3.614455518423452346e-13 2.248661252425762894e-14
3.924060831427521407e+03 3.574256841536296311e-13 2.233991718395896320e-14
3.924627929354237040e+03 3.597075352650991784e-13 2.238843714608539324e-14
3.925195027280954037e+03 3.609983838128705961e-13 2.240261912269787562e-14
3.925762125207670579e+03 3.602439217772501424e-13 2.235569613939833646e-14
3.926329223134386666e+03 3.597822976789928183e-13 2.231535442910152373e-14
3.926896321061104572e+03 3.602885587290351504e-13 2.231109931801424711e-14
3.927463418987821115e+03 3.615371432277426873e-13 2.232858179368980470e-14
3.928030516914537202e+03 3.615865746425218309e-13 2.230580953811367457e-14
3.928597614841253744e+03 3.587603162087035116e-13 2.219824752605671567e-14
3.929164712767969831e+03 3.618478219707336581e-13 2.226233239985518817e-14
3.929731810694686828e+03 3.610189344687564102e-13 2.221419353232457264e-14
3.930298908621404280e+03 3.609335714557355497e-13 2.220961339491340376e-14
3.930866006548120367e+03 3.603943622346528250e-13 2.215424563478178749e-14
3.931433104474836910e+03 3.601426627888724224e-13 2.211223811293857876e-14
3.932000202401552997e+03 3.598649088728651690e-13 2.208803024587084018e-14
3.932567300328269539e+03 3.529318302717405219e-13 2.184785347516507268e-14
3.933134398254986536e+03 3.539311964209629869e-13 2.186470211231506546e-14
3.933701496181703078e+03 3.459948538916628364e-13 2.158299445013905101e-14
3.934268594108420075e+03 3.439185938129760497e-13 2.149302480535136087e-14
3.934835692035136162e+03 3.420036036389153559e-13 2.141918515064847064e-14
3.935402789961853159e+03 3.453995663273511863e-13 2.149532677075616139e-14
3.935969887888569701e+03 3.506373814729696150e-13 2.163551968036492255e-14
3.936536985815285334e+03 3.547605954140508446e-13 2.173628762636861931e-14
3.937104083742002331e+03 3.491941375788149692e-13 2.154180907022535217e-14
3.937671181668720237e+03 3.405481491195276204e-13 2.125426986124935271e-14
3.938238279595435870e+03 3.405636562616205700e-13 2.122928798338174597e-14
3.938805377522152867e+03 3.415715223117377800e-13 2.124815894366525398e-14
3.939372475448868499e+03 3.493154165979635710e-13 2.146091046968452131e-14
3.939939573375585496e+03 3.565973502704035451e-13 2.165840569054719260e-14
3.940506671302302493e+03 3.645469861997053222e-13 2.186933548535777497e-14
3.941073769229019035e+03 3.589284648946923539e-13 2.168900579406515896e-14
3.941640867155736032e+03 3.561292973431760137e-13 2.157003227025916167e-14
3.942207965082451665e+03 3.561340053387420202e-13 2.154935145403488660e-14
3.942775063009168662e+03 3.560066819775224309e-13 2.152131353481835728e-14
3.943342160935885659e+03 3.546351188249680906e-13 2.145640326645726032e-14
3.943909258862601291e+03 3.577615209843105586e-13 2.153240314006237722e-14
3.944476356789319198e+03 3.589139286941080648e-13 2.154126811474624733e-14
3.945043454716035740e+03 3.539654223980625288e-13 2.136915757865635685e-14
3.945610552642751827e+03 3.559463791643305710e-13 2.139827943035287128e-14
3.946177650569468369e+03 3.542754635916543336e-13 2.132519461629477365e-14
3.946744748496184457e+03 3.600994061700206224e-13 2.148187827142591798e-14
3.947311846422901908e+03 3.576668905772023518e-13 2.138219252096894444e-14
3.947878944349618450e+03 3.579090929313843909e-13 2.136992815382984719e-14
3.948446042276334538e+03 3.605901688356260957e-13 2.142666188649179654e-14
3.949013140203051535e+03 3.543744846590604031e-13 2.122601154216396229e-14
3.949580238129768077e+03 3.566290085122270433e-13 2.126115589853327022e-14
3.950147336056484164e+03 3.561552843699258176e-13 2.122227581532707569e-14
3.950714433983201161e+03 3.578328575817813687e-13 2.125867359892900902e-14
3.951281531909918158e+03 3.562781344639973496e-13 2.119074736128791673e-14
3.951848629836634245e+03 3.582112799096198321e-13 2.122948101307609230e-14
3.952415727763351242e+03 3.537463795730979148e-13 2.107065878068041474e-14
3.952982825690067330e+03 3.538512818056045899e-13 2.106267430036635840e-14
3.953549923616783872e+03 3.591564443499350781e-13 2.118384277547698099e-14
3.954117021543501323e+03 3.537457527461053405e-13 2.100800568822052026e-14
3.954684119470217411e+03 3.538557285318959458e-13 2.098547507979063756e-14
3.955251217396933953e+03 3.532872730131352355e-13 2.094927710234952046e-14
3.955818315323650495e+03 3.497968736337263824e-13 2.082327389029789491e-14
3.956385413250367492e+03 3.564058919955313369e-13 2.100285130833264925e-14
3.956952511177083579e+03 3.538968914171800371e-13 2.090575547591688746e-14
3.957519609103800576e+03 3.582239954651123456e-13 2.101828611587817427e-14
3.958086707030517118e+03 3.549837570820953957e-13 2.089722978877322328e-14
3.958653804957233206e+03 3.544381928398158920e-13 2.085777001561996944e-14
3.959220902883950657e+03 3.585379304788319674e-13 2.095759083323416215e-14
3.959788000810666745e+03 3.544717056197557519e-13 2.081988129795292406e-14
3.960355098737383287e+03 3.544261116423599284e-13 2.079468415686509333e-14
3.960922196664099829e+03 3.527662054013594945e-13 2.072496731913155337e-14
3.961489294590816826e+03 3.607203712247625943e-13 2.094391433467526380e-14
3.962056392517533368e+03 3.524810023149637982e-13 2.067869700703025373e-14
3.962623490444249455e+03 3.538033451359137307e-13 2.069510611687431877e-14
3.963190588370966452e+03 3.507486032664770120e-13 2.058401523063351567e-14
3.963757686297682994e+03 3.571447864233779017e-13 2.074836799930416819e-14
3.964324784224399536e+03 3.558178978875290385e-13 2.069068672592260435e-14
3.964891882151116079e+03 3.600062043635331056e-13 2.079079221137461848e-14
3.965458980077832621e+03 3.572998901774357034e-13 2.069270064929572969e-14
3.966026078004549163e+03 3.567744267365360787e-13 2.066024803504849361e-14
3.966593175931266160e+03 3.547299213049795096e-13 2.058699915750628880e-14
3.967160273857982702e+03 3.523503338422325759e-13 2.049246849486373625e-14
3.967727371784699244e+03 3.541543137972873637e-13 2.052231429764751935e-14
3.968294469711415786e+03 3.505659408763019724e-13 2.039145419712822651e-14
3.968861567638132783e+03 3.514995383906167951e-13 2.040077752187580928e-14
3.969428665564848870e+03 3.490806607377873696e-13 2.031639717376848544e-14
3.969995763491565867e+03 3.472390483659092938e-13 2.024050417692543817e-14
3.970562861418281955e+03 3.457387698553592666e-13 2.017548278750143741e-14
3.971129959344998497e+03 3.503427777410918036e-13 2.029204264047936809e-14
3.971697057271715948e+03 3.558951561128465569e-13 2.042877897848941656e-14
3.972264155198432036e+03 3.509744132900717277e-13 2.026317659889267227e-14
3.972831253125148578e+03 3.476658252718898195e-13 2.015168864983127698e-14
3.973398351051865120e+03 3.480177205100397696e-13 2.013700270230551851e-14
3.973965448978582117e+03 3.455345774641287956e-13 2.004916905672985138e-14
3.974532546905298659e+03 3.505333814325510516e-13 2.017018989321002620e-14
3.975099644832015201e+03 3.513573679597044282e-13 2.017528716049226363e-14
