#wavelength f_lam e_lam telcor
6610.999999999231 5.0116304034678756e-14 5.002314714131325e-17 1.0
6611.69999999923 5.005662953358525e-14 4.8323103357219337e-17 1.0
6612.39999999923 5.0004149215078255e-14 6.533418944452446e-17 1.0
6613.09999999923 4.9956305368385117e-14 6.539282748843071e-17 1.0
6613.79999999923 4.993297446476727e-14 4.829435240118879e-17 1.0
6614.49999999923 4.9907330806120576e-14 4.972152841751378e-17 1.0
6615.1999999992295 4.987781534118388e-14 6.531488088700075e-17 1.0
6615.899999999229 4.982075580213519e-14 6.215951053905932e-17 1.0
6616.599999999229 4.977361722963119e-14 4.7062108485259374e-17 1.0
6617.299999999229 4.9724660211273285e-14 5.154470295917019e-17 1.0
6617.999999999229 4.9667708522457334e-14 6.519543830362696e-17 1.0
6618.699999999229 4.9605302533326527e-14 5.902969059714516e-17 1.0
6619.399999999228 4.956403764073694e-14 4.630178846901587e-17 1.0
6620.099999999228 4.952493757729842e-14 5.372864873856761e-17 1.0
6620.799999999228 4.94822841648352e-14 6.511082636916716e-17 1.0
6621.499999999228 4.944951230463543e-14 5.613914259472688e-17 1.0
6622.199999999228 4.942287722900465e-14 4.599039429278584e-17 1.0
6622.8999999992275 4.9403023577216026e-14 5.617118392506632e-17 1.0
6623.599999999227 4.937772947358294e-14 6.497049981439197e-17 1.0
6624.299999999227 4.9356209403166574e-14 5.348454590426082e-17 1.0
6624.999999999227 4.933687263734449e-14 4.614268654017922e-17 1.0
6625.699999999227 4.931906559035165e-14 5.885934085624135e-17 1.0
6626.399999999227 4.929539880828728e-14 6.48316882313619e-17 1.0
6627.099999999226 4.9279227866221856e-14 5.1131842853330854e-17 1.0
6627.799999999226 4.9260201866488496e-14 4.673922755144132e-17 1.0
6628.499999999226 4.925317278130316e-14 6.173907816476782e-17 1.0
6629.199999999226 4.92439612220485e-14 6.470216988866232e-17 1.0
6629.899999999226 4.9233677423744495e-14 4.916205634093448e-17 1.0
6630.5999999992255 4.9213079612331764e-14 4.781559498822908e-17 1.0
6631.299999999225 4.919571760866897e-14 6.46354896840804e-17 1.0
6631.999999999225 4.916024871820345e-14 6.43918904697569e-17 1.0
6632.699999999225 4.912309995862708e-14 4.7580325104662125e-17 1.0
6633.399999999225 4.908910883479297e-14 4.9299958696471864e-17 1.0
6634.099999999225 4.905723762760171e-14 6.453180959055495e-17 1.0
6634.799999999224 4.9021408199659686e-14 6.10988253227161e-17 1.0
6635.499999999224 4.899768984789208e-14 4.6400495618445764e-17 1.0
6636.199999999224 4.897449485128454e-14 5.112438861624659e-17 1.0
6636.899999999224 4.895452080164149e-14 6.43737827554072e-17 1.0
6637.599999999224 4.891539643264313e-14 5.794381752639457e-17 1.0
6638.2999999992235 4.8891885539402193e-14 4.562015186036705e-17 1.0
6638.999999999223 4.886511311075213e-14 5.3219508115685723e-17 1.0
6639.699999999223 4.8831149416615815e-14 6.416800553836834e-17 1.0
6640.399999999223 4.8800095183836126e-14 5.504155443578648e-17 1.0
6641.099999999223 4.877895731455788e-14 4.531445308756985e-17 1.0
6641.799999999223 4.87612767821499e-14 5.560702485675052e-17 1.0
6642.499999999222 4.8739898924426704e-14 6.398762946486013e-17 1.0
6643.199999999222 4.8730685026208825e-14 5.2421864695678306e-17 1.0
6643.899999999222 4.8729084935345514e-14 4.547780969227667e-17 1.0
6644.599999999222 4.872134194460218e-14 5.822229648313961e-17 1.0
6645.299999999222 4.8718969275395415e-14 6.377224522456587e-17 1.0
6645.9999999992215 4.8705312691147254e-14 5.005226696014687e-17 1.0
6646.699999999221 4.8687330297373e-14 4.602513287284203e-17 1.0
6647.399999999221 4.866534937399879e-14 6.09393122919408e-17 1.0
6648.099999999221 4.863114011784187e-14 6.34905424351974e-17 1.0
6648.799999999221 4.8603351039497576e-14 4.8054131715708425e-17 1.0
6649.499999999221 4.8589242170723815e-14 4.7050286482277085e-17 1.0
6650.19999999922 4.8568905325474666e-14 6.340261366749146e-17 1.0
6650.89999999922 4.854334185058955e-14 6.28199115645222e-17 1.0
6651.59999999922 4.8529664928263097e-14 4.653565653794691e-17 1.0
6652.29999999922 4.85138702717087e-14 4.85292670073818e-17 1.0
6652.99999999922 4.850616494473958e-14 6.330174192972713e-17 1.0
6653.6999999992195 4.848660197350362e-14 5.964313315161867e-17 1.0
6654.399999999219 4.8473129030486646e-14 4.546795097588909e-17 1.0
6655.099999999219 4.845888442553066e-14 5.042330078684355e-17 1.0
6655.799999999219 4.8440941760794194e-14 6.327186109340638e-17 1.0
6656.499999999219 4.841811240472286e-14 5.672851188936584e-17 1.0
6657.199999999219 4.840167686372074e-14 4.4872045068605037e-17 1.0
6657.899999999218 4.838844823151267e-14 5.266128532678019e-17 1.0
6658.599999999218 4.837311211930025e-14 6.324797597515038e-17 1.0
6659.299999999218 4.836027446035828e-14 5.4026270568288025e-17 1.0
6659.999999999218 4.8354248893382156e-14 4.471970231020756e-17 1.0
6660.699999999218 4.8350530640107035e-14 5.5158478340377863e-17 1.0
6661.3999999992175 4.835268012629331e-14 6.319600232856518e-17 1.0
6662.099999999217 4.8358182395789945e-14 5.156212590718159e-17 1.0
6662.799999999217 4.8359383531893945e-14 4.5000371008792403e-17 1.0
6663.499999999217 4.8356510340734286e-14 5.785763447149204e-17 1.0
6664.199999999217 4.8343519134168405e-14 6.308424568641465e-17 1.0
6664.899999999217 4.832609727398241e-14 4.934501279389187e-17 1.0
6665.599999999216 4.831126476758993e-14 4.567643776430842e-17 1.0
6666.299999999216 4.829667317670294e-14 6.069386690515044e-17 1.0
6666.999999999216 4.827828729685584e-14 6.293946916395364e-17 1.0
6667.699999999216 4.826601145644407e-14 4.748506473810267e-17 1.0
6668.399999999216 4.8256214841699195e-14 4.6793901334030676e-17 1.0
6669.0999999992155 4.824505591016824e-14 6.28705090392049e-17 1.0
6669.799999999215 4.8228537271784025e-14 6.197513569747735e-17 1.0
6670.499999999215 4.821857468881494e-14 4.602757547167122e-17 1.0
6671.199999999215 4.821354623290793e-14 4.83151827235301e-17 1.0
6671.899999999215 4.820858967657491e-14 6.27858161803536e-17 1.0
6672.599999999215 4.821091737968995e-14 5.886392343290517e-17 1.0
6673.299999999214 4.8211811378317735e-14 4.502478181763007e-17 1.0
6673.999999999214 4.8211808548561504e-14 5.023128544939804e-17 1.0
6674.699999999214 4.820965113045558e-14 6.274680926067371e-17 1.0
6675.399999999214 4.8215475579114784e-14 5.597181506527652e-17 1.0
6676.099999999214 4.82256338051689e-14 4.447002474367564e-17 1.0
6676.7999999992135 4.8232961111951767e-14 5.2476088960479725e-17 1.0
6677.499999999213 4.8239062366361567e-14 6.273986055133072e-17 1.0
6678.199999999213 4.823705505817647e-14 5.333486831707442e-17 1.0
6678.899999999213 4.822500375998698e-14 4.436409677067239e-17 1.0
6679.599999999213 4.821200751459784e-14 5.4965979861732737e-17 1.0
6680.299999999213 4.818959288438001e-14 6.263413051445772e-17 1.0
6680.999999999212 4.816558187612419e-14 5.0845038343469995e-17 1.0
6681.699999999212 4.8144977411898046e-14 4.462009717708186e-17 1.0
6682.399999999212 4.8121600216815577e-14 5.756370162168352e-17 1.0
6683.099999999212 4.809201805626703e-14 6.242575999311382e-17 1.0
6683.799999999212 4.8068950925651554e-14 4.86340874895992e-17 1.0
6684.4999999992115 4.8043999262843464e-14 4.529794239006044e-17 1.0
6685.199999999211 4.801499544104382e-14 6.03558646211052e-17 1.0
6685.899999999211 4.797708488042065e-14 6.225414656377863e-17 1.0
6686.599999999211 4.794867022062211e-14 4.680106566868257e-17 1.0
6687.299999999211 4.791632903929014e-14 4.6407712173043777e-17 1.0
6687.999999999211 4.7892038000553424e-14 6.21477410956702e-17 1.0
6688.69999999921 4.785595292797388e-14 6.092719414783642e-17 1.0
6689.39999999921 4.782886959485153e-14 4.5351181885956806e-17 1.0
6690.09999999921 4.780063190208518e-14 4.789780651314169e-17 1.0
6690.79999999921 4.776847184657377e-14 6.196915333088649e-17 1.0
6691.49999999921 4.772357982854409e-14 5.774908490222522e-17 1.0
6692.1999999992095 4.76921738536753e-14 4.430284498778424e-17 1.0
6692.899999999209 4.7661345936365986e-14 4.970847512735999e-17 1.0
6693.599999999209 4.762920266138858e-14 6.179326687376734e-17 1.0
6694.299999999209 4.759850495140705e-14 5.481279589813325e-17 1.0
6694.999999999209 4.7578127342080955e-14 4.3721685793595374e-17 1.0
6695.699999999209 4.755912142740381e-14 5.185661690398696e-17 1.0
6696.399999999208 4.753524096476949e-14 6.16773230944391e-17 1.0
6697.099999999208 4.7512219704919847e-14 5.216641381963789e-17 1.0
6697.799999999208 4.749275678686646e-14 4.362067997183963e-17 1.0
6698.499999999208 4.7472694260665763e-14 5.429451168234852e-17 1.0
6699.199999999208 4.7443466152284295e-14 6.157859944297693e-17 1.0
6699.8999999992075 4.74138342351736e-14 4.97859646423451e-17 1.0
6700.599999999207 4.7389420939557033e-14 4.395708221466545e-17 1.0
6701.299999999207 4.736446759749111e-14 5.693709283288253e-17 1.0
6701.999999999207 4.733691575750105e-14 6.146311016074834e-17 1.0
6702.699999999207 4.7315264037233245e-14 4.77138234401477e-17 1.0
6703.399999999207 4.7294650347201024e-14 4.473164551071969e-17 1.0
6704.099999999206 4.727179637709765e-14 5.979083869254011e-17 1.0
6704.799999999206 4.7233367182429484e-14 6.136499681839913e-17 1.0
6705.499999999206 4.7203758890660864e-14 4.5983271604856943e-17 1.0
6706.199999999206 4.7177279279287196e-14 4.5900114760147213e-17 1.0
6706.899999999206 4.7151571894836556e-14 6.126498790476932e-17 1.0
6707.5999999992055 4.7124662691245994e-14 5.97373776766831e-17 1.0
6708.299999999205 4.710928331975479e-14 4.4577838421744836e-17 1.0
6708.999999999205 4.709546348992474e-14 4.7379587594516956e-17 1.0
6709.699999999205 4.7079139403567056e-14 6.105542152207137e-17 1.0
6710.399999999205 4.705764204469214e-14 5.661378155670979e-17 1.0
6711.099999999205 4.7041289944532566e-14 4.359651069282101e-17 1.0
6711.799999999204 4.7023707702434686e-14 4.9214468602431697e-17 1.0
6712.499999999204 4.700256545886449e-14 6.092978161253307e-17 1.0
6713.199999999204 4.6980314922598374e-14 5.379277005036852e-17 1.0
6713.899999999204 4.696231270973407e-14 4.310159040359999e-17 1.0
6714.599999999204 4.69439803744357e-14 5.1392647186698615e-17 1.0
6715.2999999992035 4.6922294626590224e-14 6.082957618252981e-17 1.0
6715.999999999203 4.6893797123734216e-14 5.1184895745953713e-17 1.0
6716.699999999203 4.686225348761062e-14 4.3013915763854155e-17 1.0
6717.399999999203 4.6823652567628015e-14 5.376127880034279e-17 1.0
6718.099999999203 4.675488232332815e-14 6.064039490960612e-17 1.0
6718.799999999203 4.667186013951969e-14 4.880184207572269e-17 1.0
6719.499999999202 4.6593641390472934e-14 4.3344682900205093e-17 1.0
6720.199999999202 4.6507580755877e-14 5.634718678296432e-17 1.0
6720.899999999202 4.6383804681375625e-14 6.051870988665336e-17 1.0
6721.599999999202 4.6303738070055895e-14 4.6796250344968345e-17 1.0
6722.299999999202 4.6253525614335996e-14 4.4148045434724716e-17 1.0
6722.9999999992015 4.6222002038022645e-14 5.91669512069207e-17 1.0
6723.699999999201 4.623436856025102e-14 6.03912108504939e-17 1.0
6724.399999999201 4.626696705309297e-14 4.509356723158812e-17 1.0
6725.099999999201 4.629927920874415e-14 4.5299455494442667e-17 1.0
6725.799999999201 4.6332981916219434e-14 6.025053863702498e-17 1.0
6726.499999999201 4.635452917885568e-14 5.843757408106044e-17 1.0
6727.1999999992 4.634831159855136e-14 4.3734344008343914e-17 1.0
6727.8999999992 4.633497435882323e-14 4.677953157734785e-17 1.0
6728.5999999992 4.6312163982243955e-14 6.005779206105161e-17 1.0
6729.2999999992 4.6278240768791836e-14 5.541072522100813e-17 1.0
6729.9999999992 4.6253631603934606e-14 4.282348823589866e-17 1.0
6730.6999999991995 4.6228777196441425e-14 4.862415726193834e-17 1.0
