  3399.7	2.2768657983215937e-15	
3403.053	 1.977761451626227e-15	
3406.407	 2.216595192116038e-15	
3409.760	2.4946469606898227e-15	
3413.114	2.1961961526714494e-15	
3416.468	2.0358303774881226e-15	
3419.821	1.7759594747851473e-15	
3423.175	2.9251392516239697e-15	
3426.529	 2.603874395110435e-15	
3429.882	2.3230790585029503e-15	
3433.236	   2.8703638790642e-15	
3436.590	2.2307793595635103e-15	
3439.943	 2.566767089833952e-15	
3443.297	3.2096825888336578e-15	
3446.651	 2.690534690467412e-15	
3450.004	 2.467082318510392e-15	
3453.358	3.1266447581364413e-15	
3456.712	2.6594326241424883e-15	
3460.065	2.9251757363142122e-15	
3463.419	3.2107039946222902e-15	
3466.773	 3.377284282022142e-15	
3470.126	 2.579684709508758e-15	
3473.480	 2.311042850996401e-15	
3476.834	2.7759901072339006e-15	
3480.187	2.3605604599771595e-15	
3483.541	 2.431200365073835e-15	
3486.895	2.0862303767206542e-15	
3490.248	2.2849395778702776e-15	
3493.602	1.6668458028311532e-15	
3496.956	 2.143968180215665e-15	
3500.309	 2.243751258133948e-15	
3503.663	 2.209276756682769e-15	
3507.017	1.8796662833098354e-15	
3510.370	 1.993876380562593e-15	
3513.724	2.2495353691713118e-15	
3517.078	1.9051183760676116e-15	
3520.431	 2.033332581022051e-15	
3523.785	2.5008962304927394e-15	
3527.139	1.8406670645918944e-15	
3530.492	 1.928054099916646e-15	
3533.846	1.6801054180451418e-15	
3537.200	1.6516176185713581e-15	
3540.553	1.9256124649313747e-15	
3543.907	 2.410761626528147e-15	
3547.261	2.1344405058163424e-15	
3550.614	 1.805108214683506e-15	
3553.968	 2.019021050793579e-15	
3557.322	1.8810384551983395e-15	
3560.675	 2.083491170969869e-15	
3564.029	 2.281769265805119e-15	
3567.383	1.7261427376250141e-15	
3570.736	1.8125582286380623e-15	
3574.090	2.1391524648532305e-15	
3577.444	2.0027761137047003e-15	
3580.797	 1.968059564752826e-15	
3584.151	1.7503919582281964e-15	
3587.505	1.7543649377441527e-15	
3590.858	 2.039697958475546e-15	
3594.212	 1.984756379520331e-15	
3597.566	1.5403788241341218e-15	
3600.919	 1.661561016581857e-15	
3604.273	1.7594297979205265e-15	
