# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 21ulv
# CHANNEL = B+R
# EXPNUM = 21_214_009
# MJD-OBS = 59428.270110
# DATE-OBS = 2021-08-02T06:29:55
# EXPTIME = 2700.0s
# AIRMASS = 1.22
# RA = 14:15:42.24
# DEC = 26:37:45.04
# wl fl err
# [A] [erg/s/cm2/A]
5181.860000 1.820046e-16 1.374023e-17
5184.860000 1.843406e-16 1.340476e-17
5187.860000 1.684254e-16 1.315875e-17
5190.860000 1.670582e-16 1.313778e-17
5193.860000 1.949874e-16 1.333796e-17
5196.860000 2.110549e-16 1.362662e-17
5199.860000 2.206385e-16 1.393557e-17
5202.860000 2.509445e-16 1.451857e-17
5205.860000 2.321133e-16 1.463401e-17
5208.860000 2.271525e-16 1.495994e-17
5211.860000 2.390253e-16 1.510943e-17
5214.860000 2.540553e-16 1.546023e-17
5217.860000 2.461808e-16 1.561313e-17
5220.860000 2.344016e-16 1.571383e-17
5223.860000 2.179121e-16 1.590896e-17
5226.860000 2.252784e-16 1.637141e-17
5229.860000 2.205649e-16 1.676526e-17
5232.860000 2.421017e-16 1.727534e-17
5235.860000 2.862282e-16 1.788376e-17
5238.860000 2.507627e-16 1.765521e-17
5241.860000 2.334904e-16 1.705416e-17
5244.860000 2.191883e-16 1.635969e-17
5247.860000 2.134348e-16 1.607855e-17
5250.860000 2.193785e-16 1.543425e-17
5253.860000 2.190211e-16 1.500561e-17
5256.860000 2.087936e-16 1.441473e-17
5259.860000 2.082533e-16 1.390678e-17
5262.860000 1.951391e-16 1.344869e-17
5265.860000 1.930165e-16 1.310259e-17
5268.860000 2.067467e-16 1.291499e-17
5271.860000 2.043069e-16 1.237572e-17
5274.860000 1.924647e-16 1.200106e-17
5277.860000 1.828631e-16 1.157862e-17
5280.860000 1.966243e-16 1.132747e-17
5283.860000 2.092152e-16 1.110360e-17
5286.860000 1.974911e-16 1.085310e-17
5289.860000 1.830495e-16 1.057335e-17
5292.860000 1.943755e-16 1.043362e-17
5295.860000 2.041504e-16 1.032155e-17
5298.860000 1.940108e-16 1.013656e-17
5301.860000 1.899341e-16 9.955393e-18
5304.860000 2.009561e-16 9.919400e-18
5307.860000 2.089671e-16 9.919283e-18
5310.860000 2.073377e-16 9.864214e-18
5313.860000 1.952982e-16 9.783560e-18
5316.860000 1.875383e-16 9.731772e-18
5319.860000 2.043278e-16 9.877109e-18
5322.860000 2.135077e-16 1.000714e-17
5325.860000 2.078355e-16 1.000776e-17
5328.860000 2.055554e-16 1.006604e-17
5331.860000 1.997630e-16 1.005949e-17
5334.860000 1.872319e-16 1.021137e-17
5337.860000 1.933606e-16 1.046883e-17
5340.860000 1.941739e-16 1.058869e-17
5343.860000 1.968679e-16 1.075491e-17
5346.860000 2.077500e-16 1.097272e-17
5349.860000 2.152940e-16 1.111558e-17
5352.860000 2.063261e-16 1.126580e-17
5355.860000 1.923359e-16 1.134667e-17
5358.860000 2.087000e-16 1.157467e-17
5361.860000 2.088905e-16 1.175428e-17
5364.860000 2.000500e-16 1.154157e-17
5367.860000 2.045366e-16 1.124621e-17
5370.860000 1.983423e-16 1.092378e-17
5373.860000 2.061605e-16 1.071948e-17
5376.860000 2.122899e-16 1.046678e-17
5379.860000 1.891623e-16 9.917279e-18
5382.860000 1.853932e-16 9.591225e-18
5385.860000 1.982322e-16 9.557637e-18
5388.860000 2.062175e-16 9.280224e-18
5391.860000 2.100522e-16 9.200065e-18
5394.860000 1.993229e-16 8.922446e-18
5397.860000 2.041803e-16 8.776630e-18
5400.860000 1.896945e-16 8.394667e-18
5403.860000 1.890419e-16 8.288338e-18
5406.860000 1.927123e-16 8.098765e-18
5409.860000 1.940387e-16 7.898322e-18
5412.860000 1.994149e-16 7.840177e-18
5415.860000 1.978089e-16 7.708704e-18
5418.860000 1.924423e-16 7.556855e-18
5421.860000 1.994069e-16 7.501692e-18
5424.860000 1.957252e-16 7.449317e-18
5427.860000 2.021360e-16 7.457702e-18
5430.860000 2.059744e-16 7.442720e-18
5433.860000 1.901218e-16 7.377486e-18
5436.860000 1.910517e-16 7.431562e-18
5439.860000 1.974272e-16 7.489663e-18
5442.860000 1.944328e-16 7.440679e-18
5445.860000 2.042193e-16 7.527594e-18
5448.860000 2.087771e-16 7.639405e-18
5451.860000 2.024725e-16 7.724846e-18
5454.860000 2.022675e-16 7.770982e-18
5457.860000 1.938165e-16 7.865601e-18
5460.860000 1.821383e-16 7.919151e-18
5463.860000 1.900128e-16 8.070097e-18
5466.860000 1.977420e-16 8.189589e-18
5469.860000 1.960386e-16 8.396897e-18
5472.860000 1.900385e-16 8.497919e-18
5475.860000 1.993117e-16 8.818407e-18
5478.860000 1.846680e-16 8.854887e-18
5481.860000 1.957471e-16 9.149791e-18
5484.860000 1.909652e-16 9.260229e-18
5487.860000 2.047444e-16 9.624999e-18
5490.860000 1.919293e-16 9.428644e-18
5493.860000 1.874656e-16 9.152230e-18
5496.860000 1.862145e-16 8.754034e-18
5499.860000 1.938291e-16 8.620203e-18
5502.860000 1.992863e-16 8.480583e-18
5505.860000 1.967739e-16 8.245520e-18
5508.860000 1.980880e-16 7.990295e-18
5511.860000 1.963515e-16 7.767953e-18
5514.860000 1.857960e-16 7.500768e-18
5517.860000 1.835627e-16 7.328939e-18
5520.860000 1.827351e-16 7.183025e-18
5523.860000 1.899744e-16 7.061697e-18
5526.860000 1.834583e-16 6.895144e-18
5529.860000 1.885901e-16 6.733208e-18
5532.860000 1.866209e-16 6.629981e-18
5535.860000 1.903061e-16 6.611344e-18
5538.860000 1.961159e-16 6.562821e-18
5541.860000 1.890303e-16 6.465720e-18
5544.860000 1.809888e-16 6.387625e-18
5547.860000 1.795216e-16 6.346072e-18
5550.860000 1.829126e-16 6.343584e-18
5553.860000 1.832927e-16 6.358385e-18
5556.860000 1.830056e-16 6.346250e-18
5559.860000 1.841587e-16 6.294021e-18
5562.860000 1.867332e-16 6.343034e-18
5565.860000 1.824099e-16 6.362021e-18
5568.860000 1.856218e-16 6.477022e-18
5571.860000 1.845993e-16 6.729654e-18
5574.860000 1.774762e-16 7.363819e-18
5577.860000 1.644485e-16 9.126951e-18
5580.860000 1.844415e-16 1.177264e-17
5583.860000 2.673118e-16 1.355183e-17
5586.860000 2.325180e-16 1.300666e-17
5589.860000 2.217304e-16 1.079479e-17
5592.860000 2.130894e-16 8.672884e-18
5595.860000 1.928361e-16 7.839765e-18
5598.860000 1.873464e-16 7.638417e-18
5601.860000 1.828115e-16 7.616590e-18
5604.860000 1.945032e-16 7.837587e-18
5607.860000 1.958480e-16 7.982770e-18
5610.860000 1.873754e-16 8.148614e-18
5613.860000 1.856680e-16 8.209380e-18
5616.860000 1.899814e-16 8.095990e-18
5619.860000 1.940836e-16 7.858565e-18
5622.860000 1.792575e-16 7.513655e-18
5625.860000 1.924572e-16 7.482460e-18
5628.860000 1.841473e-16 7.166146e-18
5631.860000 1.762735e-16 6.980210e-18
5634.860000 1.861698e-16 6.845890e-18
5637.860000 1.908904e-16 6.728850e-18
5640.860000 1.805603e-16 6.479783e-18
5643.860000 1.877832e-16 6.376467e-18
5646.860000 1.951475e-16 6.323526e-18
5649.860000 1.849297e-16 6.129977e-18
5652.860000 1.840022e-16 5.983365e-18
5655.860000 1.780118e-16 5.827132e-18
5658.860000 1.804829e-16 5.784306e-18
5661.860000 1.857487e-16 5.734674e-18
5664.860000 1.768507e-16 5.566799e-18
5667.860000 1.762194e-16 5.491809e-18
5670.860000 1.747673e-16 5.424246e-18
5673.860000 1.617880e-16 5.347889e-18
5676.860000 1.650639e-16 5.391026e-18
5679.860000 1.710445e-16 5.381651e-18
5682.860000 1.714983e-16 5.350089e-18
5685.860000 1.718808e-16 5.389548e-18
5688.860000 1.727101e-16 5.413635e-18
5691.860000 1.676182e-16 5.398288e-18
5694.860000 1.621154e-16 5.406054e-18
5697.860000 1.740607e-16 5.488597e-18
5700.860000 1.746199e-16 5.535468e-18
5703.860000 1.660934e-16 5.564719e-18
5706.860000 1.639422e-16 5.585563e-18
5709.860000 1.814540e-16 5.795687e-18
5712.860000 1.810570e-16 5.846531e-18
5715.860000 1.824673e-16 5.962469e-18
5718.860000 1.770134e-16 6.066784e-18
5721.860000 1.677274e-16 6.105518e-18
5724.860000 1.633863e-16 6.188056e-18
5727.860000 1.693855e-16 6.385482e-18
5730.860000 1.677159e-16 6.579774e-18
5733.860000 1.643485e-16 6.690277e-18
5736.860000 1.646925e-16 6.799700e-18
5739.860000 1.552477e-16 6.797552e-18
5742.860000 1.650124e-16 6.818524e-18
5745.860000 1.712028e-16 6.635484e-18
5748.860000 1.678774e-16 6.428064e-18
5751.860000 1.728161e-16 6.305868e-18
5754.860000 1.662763e-16 6.132914e-18
5757.860000 1.662233e-16 5.978505e-18
5760.860000 1.689896e-16 5.860810e-18
5763.860000 1.657932e-16 5.704083e-18
5766.860000 1.670670e-16 5.548019e-18
5769.860000 1.787704e-16 5.472530e-18
5772.860000 1.796790e-16 5.400042e-18
5775.860000 1.707887e-16 5.274861e-18
5778.860000 1.677754e-16 5.190083e-18
5781.860000 1.626775e-16 5.086559e-18
5784.860000 1.617610e-16 4.997989e-18
5787.860000 1.642506e-16 4.925538e-18
5790.860000 1.667531e-16 4.878885e-18
5793.860000 1.645494e-16 4.835470e-18
5796.860000 1.593086e-16 4.775570e-18
5799.860000 1.632876e-16 4.748404e-18
5802.860000 1.688780e-16 4.725703e-18
5805.860000 1.695144e-16 4.728550e-18
5808.860000 1.625132e-16 4.699948e-18
5811.860000 1.585465e-16 4.702723e-18
5814.860000 1.552707e-16 4.709278e-18
5817.860000 1.541657e-16 4.745073e-18
5820.860000 1.589473e-16 4.825549e-18
5823.860000 1.614858e-16 4.892199e-18
5826.860000 1.597844e-16 4.948179e-18
5829.860000 1.608232e-16 5.035337e-18
5832.860000 1.652084e-16 5.152435e-18
5835.860000 1.600783e-16 5.215954e-18
5838.860000 1.572522e-16 5.272020e-18
5841.860000 1.602258e-16 5.335415e-18
5844.860000 1.612030e-16 5.446016e-18
5847.860000 1.674027e-16 5.578162e-18
5850.860000 1.656554e-16 5.721998e-18
5853.860000 1.605447e-16 5.786917e-18
5856.860000 1.684174e-16 5.946710e-18
5859.860000 1.611293e-16 5.980141e-18
5862.860000 1.727587e-16 6.197780e-18
5865.860000 1.648388e-16 6.229282e-18
5868.860000 1.633418e-16 6.290658e-18
5871.860000 1.530317e-16 6.158985e-18
5874.860000 1.547045e-16 6.058464e-18
5877.860000 1.709452e-16 6.046163e-18
5880.860000 1.610750e-16 5.736378e-18
5883.860000 1.486170e-16 5.482455e-18
5886.860000 1.387230e-16 5.247824e-18
5889.860000 1.491543e-16 5.209032e-18
5892.860000 1.571264e-16 5.386533e-18
5895.860000 1.611361e-16 5.580998e-18
5898.860000 1.487064e-16 5.483746e-18
5901.860000 1.426851e-16 5.270300e-18
5904.860000 1.424943e-16 5.022252e-18
5907.860000 1.493050e-16 4.830507e-18
5910.860000 1.479675e-16 4.610642e-18
5913.860000 1.546704e-16 4.568422e-18
5916.860000 1.558543e-16 4.541299e-18
5919.860000 1.641854e-16 4.558902e-18
5922.860000 1.663801e-16 4.539953e-18
5925.860000 1.643551e-16 4.497784e-18
5928.860000 1.595706e-16 4.432308e-18
5931.860000 1.596417e-16 4.415969e-18
5934.860000 1.647510e-16 4.456550e-18
5937.860000 1.655959e-16 4.504626e-18
5940.860000 1.634594e-16 4.491121e-18
5943.860000 1.540099e-16 4.443347e-18
5946.860000 1.523097e-16 4.494247e-18
5949.860000 1.631325e-16 4.621450e-18
5952.860000 1.763842e-16 4.741125e-18
5955.860000 1.727433e-16 4.797671e-18
5958.860000 1.677653e-16 4.925980e-18
5961.860000 1.666336e-16 4.988524e-18
5964.860000 1.679917e-16 5.008156e-18
5967.860000 1.713126e-16 5.084819e-18
5970.860000 1.653970e-16 5.145893e-18
5973.860000 1.585349e-16 5.200165e-18
5976.860000 1.697826e-16 5.411592e-18
5979.860000 1.682002e-16 5.514928e-18
5982.860000 1.713964e-16 5.675761e-18
5985.860000 1.679880e-16 5.789342e-18
5988.860000 1.682296e-16 5.845876e-18
5991.860000 1.745947e-16 5.869765e-18
5994.860000 1.665015e-16 5.731773e-18
5997.860000 1.627402e-16 5.528163e-18
6000.860000 1.575232e-16 5.365776e-18
6003.860000 1.517674e-16 5.177305e-18
6006.860000 1.443768e-16 5.065927e-18
6009.860000 1.475169e-16 5.052389e-18
6012.860000 1.421905e-16 4.905776e-18
6015.860000 1.493950e-16 4.866933e-18
6018.860000 1.444496e-16 4.705135e-18
6021.860000 1.483074e-16 4.592575e-18
6024.860000 1.538735e-16 4.545945e-18
6027.860000 1.476461e-16 4.379590e-18
6030.860000 1.470335e-16 4.256419e-18
6033.860000 1.503873e-16 4.210019e-18
6036.860000 1.546480e-16 4.169358e-18
6039.860000 1.483369e-16 4.079149e-18
6042.860000 1.420741e-16 3.991351e-18
6045.860000 1.401728e-16 3.945591e-18
6048.860000 1.424311e-16 3.949761e-18
6051.860000 1.451951e-16 3.960408e-18
6054.860000 1.416389e-16 3.910406e-18
6057.860000 1.426824e-16 3.895979e-18
6060.860000 1.472073e-16 3.944735e-18
6063.860000 1.415991e-16 3.931762e-18
6066.860000 1.346160e-16 3.890152e-18
6069.860000 1.347585e-16 3.932891e-18
6072.860000 1.405147e-16 4.010541e-18
6075.860000 1.430512e-16 4.034365e-18
6078.860000 1.396006e-16 4.035344e-18
6081.860000 1.313341e-16 4.071885e-18
6084.860000 1.309153e-16 4.211192e-18
6087.860000 1.383539e-16 4.351196e-18
6090.860000 1.419413e-16 4.437729e-18
6093.860000 1.392683e-16 4.548408e-18
6096.860000 1.299472e-16 4.540991e-18
6099.860000 1.380914e-16 4.738869e-18
6102.860000 1.361703e-16 4.824221e-18
6105.860000 1.339738e-16 4.802944e-18
6108.860000 1.336535e-16 4.875217e-18
6111.860000 1.350138e-16 4.945287e-18
6114.860000 1.497479e-16 5.216413e-18
6117.860000 1.482204e-16 5.276824e-18
6120.860000 1.338270e-16 5.021889e-18
6123.860000 1.379375e-16 4.938302e-18
6126.860000 1.328688e-16 4.790702e-18
6129.860000 1.344700e-16 4.687565e-18
6132.860000 1.391813e-16 4.627504e-18
6135.860000 1.354420e-16 4.420355e-18
6138.860000 1.368531e-16 4.386138e-18
6141.860000 1.417530e-16 4.367679e-18
6144.860000 1.472540e-16 4.349519e-18
6147.860000 1.410419e-16 4.221196e-18
6150.860000 1.405297e-16 4.138563e-18
6153.860000 1.407119e-16 4.067450e-18
6156.860000 1.411072e-16 3.955327e-18
6159.860000 1.441842e-16 3.915343e-18
6162.860000 1.392169e-16 3.816078e-18
6165.860000 1.320865e-16 3.718143e-18
6168.860000 1.272583e-16 3.630815e-18
6171.860000 1.305632e-16 3.615887e-18
6174.860000 1.351782e-16 3.639472e-18
6177.860000 1.371611e-16 3.636895e-18
6180.860000 1.338156e-16 3.617871e-18
6183.860000 1.300199e-16 3.594054e-18
6186.860000 1.280279e-16 3.580642e-18
6189.860000 1.332765e-16 3.634350e-18
6192.860000 1.355981e-16 3.671474e-18
6195.860000 1.356568e-16 3.718579e-18
6198.860000 1.361555e-16 3.761360e-18
6201.860000 1.325401e-16 3.768998e-18
6204.860000 1.324895e-16 3.832500e-18
6207.860000 1.356127e-16 3.890518e-18
6210.860000 1.355144e-16 3.950114e-18
6213.860000 1.348110e-16 4.000449e-18
6216.860000 1.310402e-16 4.047206e-18
6219.860000 1.279486e-16 4.102914e-18
6222.860000 1.280822e-16 4.186194e-18
6225.860000 1.302153e-16 4.323829e-18
6228.860000 1.203530e-16 4.423044e-18
6231.860000 1.208398e-16 4.504954e-18
6234.860000 1.216054e-16 4.593278e-18
6237.860000 1.258010e-16 4.802715e-18
6240.860000 1.252948e-16 5.033619e-18
6243.860000 1.238874e-16 5.151591e-18
6246.860000 1.240942e-16 4.952056e-18
6249.860000 1.224346e-16 4.747660e-18
6252.860000 1.246627e-16 4.506155e-18
6255.860000 1.177768e-16 4.336697e-18
6258.860000 1.218504e-16 4.268916e-18
6261.860000 1.294518e-16 4.349709e-18
6264.860000 1.316536e-16 4.356218e-18
6267.860000 1.228477e-16 4.214027e-18
6270.860000 1.184397e-16 4.047197e-18
6273.860000 1.172242e-16 3.898710e-18
6276.860000 1.211265e-16 3.789687e-18
6279.860000 1.167056e-16 3.693881e-18
6282.860000 1.180717e-16 3.607216e-18
6285.860000 1.171838e-16 3.519254e-18
6288.860000 1.127022e-16 3.491341e-18
6291.860000 1.157684e-16 3.579199e-18
6294.860000 1.088058e-16 3.762603e-18
6306.860000 1.295203e-16 9.759745e-18
6309.860000 2.073855e-16 9.239821e-18
6312.860000 2.376623e-16 7.257251e-18
6315.860000 2.176535e-16 5.309837e-18
6318.860000 1.672380e-16 4.143026e-18
6321.860000 1.378617e-16 3.687769e-18
6324.860000 1.313613e-16 3.615684e-18
6327.860000 1.280110e-16 3.627927e-18
6330.860000 1.219733e-16 3.661802e-18
6333.860000 1.186709e-16 3.763825e-18
6336.860000 1.217808e-16 3.870411e-18
6339.860000 1.244401e-16 3.908446e-18
6342.860000 1.206933e-16 3.847089e-18
6345.860000 1.184258e-16 3.845167e-18
6348.860000 1.230503e-16 3.955162e-18
6351.860000 1.234806e-16 4.047287e-18
6354.860000 1.246520e-16 4.202485e-18
6357.860000 1.247143e-16 4.413364e-18
6360.860000 1.168417e-16 4.711948e-18
6363.860000 9.773801e-17 5.605220e-18
6366.860000 1.209689e-16 7.305219e-18
6369.860000 1.444219e-16 8.543969e-18
6372.860000 1.504856e-16 8.238475e-18
6375.860000 1.549795e-16 6.725091e-18
6378.860000 1.544373e-16 5.220094e-18
6381.860000 1.361028e-16 4.431274e-18
6384.860000 1.309966e-16 4.096436e-18
6387.860000 1.275084e-16 3.919746e-18
6390.860000 1.208411e-16 3.788767e-18
6393.860000 1.256211e-16 3.746812e-18
6396.860000 1.258465e-16 3.671028e-18
6399.860000 1.242824e-16 3.562956e-18
6402.860000 1.224006e-16 3.468783e-18
6405.860000 1.196105e-16 3.373835e-18
6408.860000 1.205048e-16 3.307851e-18
6411.860000 1.201760e-16 3.274104e-18
6414.860000 1.218325e-16 3.242969e-18
6417.860000 1.276271e-16 3.224072e-18
6420.860000 1.278694e-16 3.208139e-18
6423.860000 1.242681e-16 3.167813e-18
6426.860000 1.214397e-16 3.130309e-18
6429.860000 1.191100e-16 3.099835e-18
6432.860000 1.155464e-16 3.068369e-18
6435.860000 1.152078e-16 3.058224e-18
6438.860000 1.175671e-16 3.086148e-18
6441.860000 1.198808e-16 3.111859e-18
6444.860000 1.185143e-16 3.149176e-18
6447.860000 1.186747e-16 3.200979e-18
6450.860000 1.190276e-16 3.247873e-18
6453.860000 1.246428e-16 3.317266e-18
6456.860000 1.217362e-16 3.360861e-18
6459.860000 1.177684e-16 3.460375e-18
6462.860000 1.181411e-16 3.530065e-18
6465.860000 1.182672e-16 3.611121e-18
6468.860000 1.143772e-16 3.713490e-18
6471.860000 1.144163e-16 3.845399e-18
6474.860000 1.192978e-16 3.964252e-18
6477.860000 1.228465e-16 4.033687e-18
6480.860000 1.186746e-16 4.037573e-18
6483.860000 1.167698e-16 4.048099e-18
6486.860000 1.163892e-16 4.066843e-18
6489.860000 1.176771e-16 4.100130e-18
6492.860000 1.166741e-16 4.145530e-18
6495.860000 1.145319e-16 4.115957e-18
6498.860000 1.147339e-16 4.065597e-18
6501.860000 1.215183e-16 4.097987e-18
6504.860000 1.219399e-16 4.108459e-18
6507.860000 1.189499e-16 4.050434e-18
6510.860000 1.207885e-16 3.948048e-18
6513.860000 1.208463e-16 3.772234e-18
6516.860000 1.161287e-16 3.607653e-18
6519.860000 1.138293e-16 3.488899e-18
6522.860000 1.179175e-16 3.413596e-18
6525.860000 1.184302e-16 3.367997e-18
6528.860000 1.124941e-16 3.289209e-18
6531.860000 1.160503e-16 3.266950e-18
6534.860000 1.157712e-16 3.243311e-18
6537.860000 1.116481e-16 3.232156e-18
6540.860000 1.107664e-16 3.189084e-18
6543.860000 1.110258e-16 3.127957e-18
6546.860000 1.107913e-16 3.060512e-18
6549.860000 1.090050e-16 3.024412e-18
6552.860000 1.051669e-16 2.993388e-18
6555.860000 1.079592e-16 3.028218e-18
6558.860000 1.114918e-16 3.103986e-18
6561.860000 1.110967e-16 3.137200e-18
6564.860000 1.117330e-16 3.157386e-18
6567.860000 1.158016e-16 3.201055e-18
6570.860000 1.183221e-16 3.215111e-18
6573.860000 1.148991e-16 3.166187e-18
6576.860000 1.133336e-16 3.163388e-18
6579.860000 1.145017e-16 3.197521e-18
6582.860000 1.147879e-16 3.265330e-18
6585.860000 1.139585e-16 3.308011e-18
6588.860000 1.131680e-16 3.300512e-18
6591.860000 1.102937e-16 3.300279e-18
6594.860000 1.116494e-16 3.330175e-18
6597.860000 1.052324e-16 3.338687e-18
6600.860000 1.134683e-16 3.489705e-18
6603.860000 1.170535e-16 3.627667e-18
6606.860000 1.139433e-16 3.690660e-18
6609.860000 1.139622e-16 3.804984e-18
6612.860000 1.147052e-16 3.858457e-18
6615.860000 1.182243e-16 3.914215e-18
6618.860000 1.137526e-16 3.925025e-18
6621.860000 1.125642e-16 3.860759e-18
6624.860000 1.079076e-16 3.749333e-18
6627.860000 1.118661e-16 3.662302e-18
6630.860000 1.117228e-16 3.597780e-18
6633.860000 1.140036e-16 3.521379e-18
6636.860000 1.178078e-16 3.484566e-18
6639.860000 1.184818e-16 3.485277e-18
6642.860000 1.139407e-16 3.376318e-18
6645.860000 1.084741e-16 3.255303e-18
6648.860000 1.095934e-16 3.183470e-18
6651.860000 1.080653e-16 3.102209e-18
6654.860000 1.117715e-16 3.054881e-18
6657.860000 1.121713e-16 2.999011e-18
6660.860000 1.093579e-16 2.956104e-18
6663.860000 1.092104e-16 2.912717e-18
6666.860000 1.099613e-16 2.869116e-18
6669.860000 1.115128e-16 2.828378e-18
6672.860000 1.116711e-16 2.813137e-18
6675.860000 1.100241e-16 2.771632e-18
6678.860000 1.092052e-16 2.753735e-18
6681.860000 1.091707e-16 2.749930e-18
6684.860000 1.114550e-16 2.760259e-18
6687.860000 1.125168e-16 2.785508e-18
6690.860000 1.121759e-16 2.809118e-18
6693.860000 1.095352e-16 2.810597e-18
6696.860000 1.057189e-16 2.805123e-18
6699.860000 1.042568e-16 2.837601e-18
6702.860000 1.082325e-16 2.867019e-18
6705.860000 1.109538e-16 2.915578e-18
6708.860000 1.097973e-16 2.955979e-18
6711.860000 1.099058e-16 3.003449e-18
6714.860000 1.104527e-16 3.059684e-18
6717.860000 1.067239e-16 3.089445e-18
6720.860000 1.098142e-16 3.170145e-18
6723.860000 1.124968e-16 3.227641e-18
6726.860000 1.132231e-16 3.295434e-18
6729.860000 1.132623e-16 3.385968e-18
6732.860000 1.154309e-16 3.474133e-18
6735.860000 1.178894e-16 3.571469e-18
6738.860000 1.194152e-16 3.678293e-18
6741.860000 1.187068e-16 3.761586e-18
6744.860000 1.205226e-16 3.807170e-18
6747.860000 1.227554e-16 3.768102e-18
6750.860000 1.277492e-16 3.733795e-18
6753.860000 1.312437e-16 3.675155e-18
6756.860000 1.300800e-16 3.588738e-18
6759.860000 1.306551e-16 3.500493e-18
6762.860000 1.404154e-16 3.481409e-18
6765.860000 1.675504e-16 3.604855e-18
6768.860000 1.882176e-16 3.706391e-18
6771.860000 1.834256e-16 3.665106e-18
6774.860000 1.636597e-16 3.450756e-18
6777.860000 1.429967e-16 3.218136e-18
6780.860000 1.300147e-16 3.061481e-18
6783.860000 1.221324e-16 2.959480e-18
6786.860000 1.228403e-16 2.918193e-18
6789.860000 1.238998e-16 2.888746e-18
6792.860000 1.214241e-16 2.840505e-18
6795.860000 1.178443e-16 2.780635e-18
6798.860000 1.131465e-16 2.718242e-18
6801.860000 1.085561e-16 2.659632e-18
6804.860000 1.080706e-16 2.655848e-18
6807.860000 1.075538e-16 2.657890e-18
6810.860000 1.046092e-16 2.644152e-18
6813.860000 1.033712e-16 2.647045e-18
6816.860000 1.038219e-16 2.667930e-18
6819.860000 1.040418e-16 2.691534e-18
6822.860000 1.026162e-16 2.705659e-18
6825.860000 1.011753e-16 2.758864e-18
6828.860000 1.036616e-16 2.850366e-18
6831.860000 1.067670e-16 3.051909e-18
6834.860000 1.062844e-16 3.270810e-18
6837.860000 1.055241e-16 3.423914e-18
6840.860000 1.043285e-16 3.489673e-18
6843.860000 1.085488e-16 3.427519e-18
6846.860000 1.023713e-16 3.317908e-18
6849.860000 9.506721e-17 3.266574e-18
6852.860000 9.595522e-17 3.271093e-18
6855.860000 9.884888e-17 3.289834e-18
6858.860000 9.642476e-17 3.317519e-18
6861.860000 9.714846e-17 3.449404e-18
6864.860000 1.052371e-16 3.762119e-18
6867.860000 1.114542e-16 4.243602e-18
6870.860000 1.146146e-16 4.698472e-18
6873.860000 1.134844e-16 4.732535e-18
6876.860000 1.135489e-16 4.489351e-18
6879.860000 1.020548e-16 4.035262e-18
6882.860000 9.966920e-17 3.740618e-18
6885.860000 1.002118e-16 3.555835e-18
6888.860000 1.013641e-16 3.445063e-18
6891.860000 1.070667e-16 3.421197e-18
6894.860000 9.933507e-17 3.342846e-18
6897.860000 9.302288e-17 3.286192e-18
6900.860000 9.545250e-17 3.195860e-18
6903.860000 9.713394e-17 3.128640e-18
6906.860000 1.003176e-16 3.137136e-18
6909.860000 9.981372e-17 3.083186e-18
6912.860000 9.614672e-17 2.960012e-18
6915.860000 9.676381e-17 2.895572e-18
6918.860000 1.002447e-16 2.915681e-18
6921.860000 1.007151e-16 2.903710e-18
6924.860000 1.050119e-16 2.879154e-18
6927.860000 1.097436e-16 2.942489e-18
6930.860000 1.040020e-16 2.954647e-18
6933.860000 9.995589e-17 2.863087e-18
6936.860000 9.872726e-17 2.736212e-18
6939.860000 9.820628e-17 2.691399e-18
6942.860000 9.982776e-17 2.746127e-18
6945.860000 9.945552e-17 2.800509e-18
6948.860000 9.774562e-17 2.845537e-18
6951.860000 9.661087e-17 2.928898e-18
6954.860000 9.742164e-17 3.043257e-18
6957.860000 9.676493e-17 3.061811e-18
6960.860000 9.336003e-17 2.980946e-18
6963.860000 9.228048e-17 2.876855e-18
6966.860000 9.159990e-17 2.869521e-18
6969.860000 9.417438e-17 2.899725e-18
6972.860000 9.483553e-17 2.978436e-18
6975.860000 9.514576e-17 3.104649e-18
6978.860000 9.487017e-17 3.255573e-18
6981.860000 9.026223e-17 3.394827e-18
6984.860000 9.020925e-17 3.514626e-18
6987.860000 9.240335e-17 3.554728e-18
6990.860000 9.126044e-17 3.547205e-18
6993.860000 9.258385e-17 3.525211e-18
6996.860000 9.145739e-17 3.495176e-18
6999.860000 9.281935e-17 3.424642e-18
7002.860000 9.240929e-17 3.345271e-18
7005.860000 9.053950e-17 3.291211e-18
7008.860000 8.856621e-17 3.218127e-18
7011.860000 8.970142e-17 3.151949e-18
7014.860000 9.017505e-17 3.104429e-18
7017.860000 8.890324e-17 3.013826e-18
7020.860000 8.843627e-17 2.932924e-18
7023.860000 8.776351e-17 2.823209e-18
7026.860000 8.834721e-17 2.723184e-18
7029.860000 8.814469e-17 2.633872e-18
7032.860000 8.669785e-17 2.596425e-18
7035.860000 8.619139e-17 2.557657e-18
7038.860000 8.638116e-17 2.530029e-18
7041.860000 8.890930e-17 2.508298e-18
7044.860000 9.131133e-17 2.491538e-18
7047.860000 9.257048e-17 2.483087e-18
7050.860000 9.182322e-17 2.493772e-18
7053.860000 9.303049e-17 2.514231e-18
7056.860000 9.323723e-17 2.529831e-18
7059.860000 9.183359e-17 2.502578e-18
7062.860000 8.992450e-17 2.459651e-18
7065.860000 8.900230e-17 2.461184e-18
7068.860000 8.754148e-17 2.476128e-18
