3800.0000000000105,7.197330581195061e-16,8.636796697434073e-17
3803.3832139968895,7.564216626403894e-16,9.077059951684673e-17
3806.76642799378,8.369906177458077e-16,1.0043887412949691e-16
3810.1496419906703,7.839215418924841e-16,9.407058502709809e-17
3813.53285598755,6.5946144027565e-16,7.9135372833078e-17
3816.9160699844397,6.162460438199138e-16,7.394952525838965e-17
3820.29928398133,7.04755045481686e-16,8.457060545780231e-17
3823.68249797822,7.785778782839047e-16,9.342934539406857e-17
3827.0657119751,6.796971193578598e-16,8.156365432294318e-17
3830.44892597199,6.546212776143638e-16,7.855455331372365e-17
3833.8321399688793,7.139092987281269e-16,8.566911584737522e-17
3837.21535396577,6.89885960954917e-16,8.278631531459003e-17
3840.59856796265,6.652497178874923e-16,7.982996614649907e-17
3843.9817819595396,6.787707390719357e-16,8.145248868863227e-17
3847.3649959564295,6.911375181161119e-16,8.293650217393343e-17
3850.74820995331,6.839966435242542e-16,8.20795972229105e-17
3854.1314239502003,6.255353413713254e-16,7.506424096455904e-17
3857.51463794709,6.728102510205587e-16,8.073723012246703e-17
3860.8978519439793,6.779862781384629e-16,8.135835337661555e-17
3864.28106594086,6.388752811348081e-16,7.666503373617697e-17
3867.66427993775,6.609470389095376e-16,7.931364466914451e-17
3871.04749393464,6.583176874155482e-16,7.899812248986578e-17
3874.4307079315204,6.155378949763382e-16,7.386454739716058e-17
3877.81392192841,6.156850497200458e-16,7.388220596640549e-17
3881.1971359253002,6.511709470237973e-16,7.814051364285567e-17
3884.5803499221897,6.416686978350102e-16,7.700024374020121e-17
3887.9635639190706,5.998319771791752e-16,7.197983726150101e-17
3891.34677791596,6.415357254638643e-16,7.69842870556637e-17
3894.7299919128495,6.245142850417273e-16,7.494171420500727e-17
3898.1132059097295,5.896525159842678e-16,7.075830191811214e-17
3901.4964199066203,5.730344214334225e-16,6.87641305720107e-17
3904.8796339035102,5.996563439758621e-16,7.195876127710344e-17
3908.2628479003997,6.087372394773321e-16,7.304846873727986e-17
3911.6460618972797,6.097078125301192e-16,7.31649375036143e-17
3915.0292758941705,5.93707527312898e-16,7.124490327754776e-17
3918.41248989106,6.094782392286245e-16,7.313738870743494e-17
3921.79570388795,5.687537400457481e-16,6.825044880548976e-17
3925.17891788483,5.793554314512763e-16,6.952265177415315e-17
3928.5621318817207,5.742702655960256e-16,6.891243187152307e-17
3931.94534587861,5.713547527724907e-16,6.856257033269889e-17
3935.32855987549,5.541231186370123e-16,6.649477423644148e-17
3938.7117738723796,5.510245931744697e-16,6.612295118093635e-17
3942.09498786927,5.29095162074665e-16,6.349141944895979e-17
3945.4782018661604,5.195399731345166e-16,6.234479677614199e-17
3948.8614158630394,5.328648782506082e-16,6.394378539007299e-17
3952.24462985993,5.448269960641826e-16,6.53792395277019e-17
3955.62784385682,5.225957524861765e-16,6.271149029834118e-17
3959.0110578537106,5.52482315048939e-16,6.629787780587268e-17
3962.3942718505896,5.385942809123911e-16,6.463131370948693e-17
3965.77748584748,5.127540486935354e-16,6.153048584322424e-17
3969.16069984437,5.58384265562967e-16,6.700611186755604e-17
3972.54391384125,5.353591281497762e-16,6.424309537797314e-17
3975.9271278381398,5.163629007584105e-16,6.196354809100926e-17
3979.3103418350297,5.294634367839976e-16,6.35356124140797e-17
3982.6935558319105,4.924840351840422e-16,5.909808422208506e-17
3986.0767698288,5.219684811375964e-16,6.263621773651158e-17
3989.4599838256895,5.320389782637542e-16,6.38446773916505e-17
3992.84319782258,4.94980238577149e-16,5.939762862925788e-17
3996.2264118194603,4.926473589430678e-16,5.911768307316814e-17
3999.60962581635,4.850928265425802e-16,5.821113918510962e-17
4002.9928398132397,5.017611784755435e-16,6.021134141706522e-17
4006.376053810129,4.743766907211277e-16,5.692520288653532e-17
4009.75926780701,4.603865270107773e-16,5.524638324129327e-17
4013.1424818039,5.08616275568221e-16,6.103395306818651e-17
4016.52569580079,4.932403625048974e-16,5.918884350058769e-17
4019.9089097976703,5.019770693681481e-16,6.023724832417777e-17
4023.2921237945598,5.014342403904166e-16,6.017210884684998e-17
4026.67533779145,4.96632287982813e-16,5.959587455793756e-17
4030.0585517883396,4.796134208671051e-16,5.755361050405261e-17
4033.4417657852205,5.093565123296046e-16,6.112278147955255e-17
4036.82497978211,5.127349446338222e-16,6.152819335605866e-17
4040.2081937790003,4.793258268425154e-16,5.751909922110185e-17
4043.5914077758794,4.663227928622138e-16,5.595873514346565e-17
4046.97462177277,4.649365664952673e-16,5.579238797943207e-17
4050.35783576966,4.76600123570003e-16,5.719201482840036e-17
4053.74104976655,4.86439488096504e-16,5.837273857158048e-17
4057.1242637634296,5.040521031427231e-16,6.048625237712677e-17
4060.5074777603204,5.134275414717911e-16,6.161130497661492e-17
4063.89069175721,4.821830949992644e-16,5.786197139991173e-17
4067.2739057541,4.672750339799981e-16,5.607300407759977e-17
4070.6571197509797,4.825560461312169e-16,5.790672553574602e-17
4074.0403337478706,4.842561482818659e-16,5.81107377938239e-17
4077.42354774476,4.527597180897387e-16,5.4331166170768647e-17
4080.80676174164,4.641721346399672e-16,5.570065615679606e-17
4084.1899757385295,4.774231480390016e-16,5.72907777646802e-17
4087.5731897354203,4.613304946296302e-16,5.5359659355555615e-17
4090.9564037323103,4.582689035787656e-16,5.499226842945187e-17
4094.33961772919,4.735190261564895e-16,5.682228313877874e-17
4097.72283172608,5.044773437026095e-16,6.053728124431314e-17
4101.1060457229705,4.951544722575262e-16,5.941853667090314e-17
4104.4892597198495,4.681694739796728e-16,5.618033687756074e-17
4107.87247371674,4.445349480255995e-16,5.334419376307194e-17
4111.255687713629,4.54019956733721e-16,5.448239480804651e-17
4114.63890171052,4.528052991210346e-16,5.433663589452415e-17
4118.0221157074,4.510023087905962e-16,5.412027705487154e-17
4121.405329704289,4.564824485510625e-16,5.47778938261275e-17
4124.78854370118,4.531676227940643e-16,5.438011473528772e-17
