   0.000000000E+00   0.500000000E+04   0.151358325E+02   0.139277435E+02   0.132020478E+02   0.129270085E+02   0.128038305E+02   0.142819925E+02   0.142540225E+02   0.134410065E+02   0.124149205E+02   0.129202205E+02   0.182679325E+02   0.236011425E+02   0.185617125E+02   0.174554025E+02   0.190420825E+02
   0.100007796E+05   0.500000000E+04               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN               NaN
   0.200029186E+05   0.500000000E+04   0.690250411E+01   0.569441511E+01   0.496871941E+01   0.469368011E+01   0.457050211E+01   0.604866411E+01   0.602069411E+01   0.520767811E+01   0.418159211E+01   0.468689211E+01   0.100346041E+02   0.153678141E+02   0.103283841E+02   0.922207411E+01   0.108087541E+02
   0.300007354E+05   0.500000000E+04  -0.381618791E+01  -0.502427691E+01  -0.574997261E+01  -0.602501191E+01  -0.614818991E+01  -0.467002791E+01  -0.469799791E+01  -0.551101391E+01  -0.653709991E+01  -0.603179991E+01  -0.684087912E+00   0.464912209E+01  -0.390307912E+00  -0.149661791E+01   0.900620878E-01
   0.400062589E+05   0.500000000E+04  -0.398150754E+01  -0.518959654E+01  -0.591529224E+01  -0.619033154E+01  -0.631350954E+01  -0.483534754E+01  -0.486331754E+01  -0.567633354E+01  -0.670241954E+01  -0.619711954E+01  -0.849407536E+00   0.448380246E+01  -0.555627536E+00  -0.166193754E+01  -0.752575363E-01
   0.500118921E+05   0.500000000E+04  -0.398535563E+01  -0.519344463E+01  -0.591914033E+01  -0.619417963E+01  -0.631735763E+01  -0.483919563E+01  -0.486716563E+01  -0.568018163E+01  -0.670626763E+01  -0.620096763E+01  -0.853255635E+00   0.447995437E+01  -0.559475635E+00  -0.166578563E+01  -0.791056349E-01
   0.600205658E+05   0.500000000E+04  -0.393932114E+01  -0.514741014E+01  -0.587310584E+01  -0.614814514E+01  -0.627132314E+01  -0.479316114E+01  -0.482113114E+01  -0.563414714E+01  -0.666023314E+01  -0.615493314E+01  -0.807221142E+00   0.452598886E+01  -0.513441142E+00  -0.161975114E+01  -0.330711423E-01
   0.700355619E+05   0.500000000E+04  -0.380320224E+01  -0.501129124E+01  -0.573698694E+01  -0.601202624E+01  -0.613520424E+01  -0.465704224E+01  -0.468501224E+01  -0.549802824E+01  -0.652411424E+01  -0.601881424E+01  -0.671102238E+00   0.466210776E+01  -0.377322238E+00  -0.148363224E+01   0.103047762E+00
   0.800271337E+05   0.500000000E+04  -0.366908298E+01  -0.487717198E+01  -0.560286768E+01  -0.587790698E+01  -0.600108498E+01  -0.452292298E+01  -0.455089298E+01  -0.536390898E+01  -0.638999498E+01  -0.588469498E+01  -0.536982980E+00   0.479622702E+01  -0.243202980E+00  -0.134951298E+01   0.237167020E+00
   0.900400197E+05   0.500000000E+04  -0.355478207E+01  -0.476287107E+01  -0.548856677E+01  -0.576360607E+01  -0.588678407E+01  -0.440862207E+01  -0.443659207E+01  -0.524960807E+01  -0.627569407E+01  -0.577039407E+01  -0.422682068E+00   0.491052793E+01  -0.128902068E+00  -0.123521207E+01   0.351467932E+00
   0.100013627E+06   0.500000000E+04  -0.345931147E+01  -0.466740047E+01  -0.539309617E+01  -0.566813547E+01  -0.579131347E+01  -0.431315147E+01  -0.434112147E+01  -0.515413747E+01  -0.618022347E+01  -0.567492347E+01  -0.327211468E+00   0.500599853E+01  -0.334314676E-01  -0.113974147E+01   0.446938532E+00
   0.110019459E+06   0.500000000E+04  -0.336846158E+01  -0.457655058E+01  -0.530224628E+01  -0.557728558E+01  -0.570046358E+01  -0.422230158E+01  -0.425027158E+01  -0.506328758E+01  -0.608937358E+01  -0.558407358E+01  -0.236361581E+00   0.509684842E+01   0.574184195E-01  -0.104889158E+01   0.537788419E+00
   0.120000611E+06   0.500000000E+04  -0.328629669E+01  -0.449438569E+01  -0.522008139E+01  -0.549512069E+01  -0.561829869E+01  -0.414013669E+01  -0.416810669E+01  -0.498112269E+01  -0.600720869E+01  -0.550190869E+01  -0.154196690E+00   0.517901331E+01   0.139583310E+00  -0.966726690E+00   0.619953310E+00
   0.130008276E+06   0.500000000E+04  -0.321371785E+01  -0.442180685E+01  -0.514750255E+01  -0.542254185E+01  -0.554571985E+01  -0.406755785E+01  -0.409552785E+01  -0.490854385E+01  -0.593462985E+01  -0.542932985E+01  -0.816178468E-01   0.525159215E+01   0.212162153E+00  -0.894147847E+00   0.692532153E+00
   0.140012581E+06   0.500000000E+04  -0.314865589E+01  -0.435674489E+01  -0.508244059E+01  -0.535747989E+01  -0.548065789E+01  -0.400249589E+01  -0.403046589E+01  -0.484348189E+01  -0.586956789E+01  -0.536426789E+01  -0.165558900E-01   0.531665411E+01   0.277224110E+00  -0.829085890E+00   0.757594110E+00
   0.150008942E+06   0.500000000E+04  -0.308991289E+01  -0.429800189E+01  -0.502369759E+01  -0.529873689E+01  -0.542191489E+01  -0.394375289E+01  -0.397172289E+01  -0.478473889E+01  -0.581082489E+01  -0.530552489E+01   0.421871092E-01   0.537539711E+01   0.335967109E+00  -0.770342891E+00   0.816337109E+00
   0.160019207E+06   0.500000000E+04  -0.303593719E+01  -0.424402619E+01  -0.496972189E+01  -0.524476119E+01  -0.536793919E+01  -0.388977719E+01  -0.391774719E+01  -0.473076319E+01  -0.575684919E+01  -0.525154919E+01   0.961628061E-01   0.542937281E+01   0.389942806E+00  -0.716367194E+00   0.870312806E+00
   0.170003338E+06   0.500000000E+04  -0.298617881E+01  -0.419426781E+01  -0.491996351E+01  -0.519500281E+01  -0.531818081E+01  -0.384001881E+01  -0.386798881E+01  -0.468100481E+01  -0.570709081E+01  -0.520179081E+01   0.145921190E+00   0.547913119E+01   0.439701190E+00  -0.666608810E+00   0.920071190E+00
   0.180028053E+06   0.500000000E+04  -0.293967577E+01  -0.414776477E+01  -0.487346047E+01  -0.514849977E+01  -0.527167777E+01  -0.379351577E+01  -0.382148577E+01  -0.463450177E+01  -0.566058777E+01  -0.515528777E+01   0.192424231E+00   0.552563423E+01   0.486204231E+00  -0.620105769E+00   0.966574231E+00
   0.190047789E+06   0.500000000E+04  -0.289620637E+01  -0.410429537E+01  -0.482999107E+01  -0.510503037E+01  -0.522820837E+01  -0.375004637E+01  -0.377801637E+01  -0.459103237E+01  -0.561711837E+01  -0.511181837E+01   0.235893633E+00   0.556910363E+01   0.529673633E+00  -0.576636367E+00   0.101004363E+01
   0.200005410E+06   0.500000000E+04  -0.285534867E+01  -0.406343767E+01  -0.478913337E+01  -0.506417267E+01  -0.518735067E+01  -0.370918867E+01  -0.373715867E+01  -0.455017467E+01  -0.557626067E+01  -0.507096067E+01   0.276751332E+00   0.560996133E+01   0.570531332E+00  -0.535778668E+00   0.105090133E+01
