GROUP	MJD	STAR	B	EB	V	EV	R	ER	CLEAR	ECLEAR	I	EI
;;kait data
1	58621.269	0	NaN	NaN	NaN	NaN	NaN	NaN	16.324	 0.071	NaN	NaN
2	58604.278	0	16.609	 0.024	16.435	 0.022	16.179	 0.026	16.039	 0.034	16.024	 0.028
3	58663.213	0	18.205	 0.097	16.878	 0.040	16.387	 0.036	16.438	 0.075	16.108	 0.062
4	58666.207	0	18.255	 0.113	16.879	 0.052	16.408	 0.045	16.474	 0.038	16.096	 0.049
5	58669.218	0	18.267	 0.098	16.889	 0.035	16.436	 0.035	16.463	 0.038	16.117	 0.044
6	58674.227	0	18.335	 0.156	17.099	 0.061	16.498	 0.056	16.513	 0.037	16.202	 0.068
7	58679.213	0	18.940	 0.454	17.082	 0.085	16.581	 0.091	16.705	 0.048	16.204	 0.149
