   0.000000000E+00   0.500000000E+04  -0.365694860E+01  -0.486503760E+01  -0.559073330E+01  -0.586577260E+01  -0.598895060E+01  -0.451078860E+01  -0.453875860E+01  -0.535177460E+01  -0.637786060E+01  -0.587256060E+01  -0.524848600E+00   0.480836140E+01  -0.231068600E+00  -0.133737860E+01   0.249301400E+00
   0.100001071E+05   0.500000000E+04  -0.415454217E+01  -0.536263117E+01  -0.608832687E+01  -0.636336617E+01  -0.648654417E+01  -0.500838217E+01  -0.503635217E+01  -0.584936817E+01  -0.687545417E+01  -0.637015417E+01  -0.102244217E+01   0.431076783E+01  -0.728662168E+00  -0.183497217E+01  -0.248292168E+00
   0.200000267E+05   0.500000000E+04  -0.409279387E+01  -0.530088287E+01  -0.602657857E+01  -0.630161787E+01  -0.642479587E+01  -0.494663387E+01  -0.497460387E+01  -0.578761987E+01  -0.681370587E+01  -0.630840587E+01  -0.960693874E+00   0.437251613E+01  -0.666913874E+00  -0.177322387E+01  -0.186543874E+00
   0.300000734E+05   0.500000000E+04  -0.405293997E+01  -0.526102897E+01  -0.598672467E+01  -0.626176397E+01  -0.638494197E+01  -0.490677997E+01  -0.493474997E+01  -0.574776597E+01  -0.677385197E+01  -0.626855197E+01  -0.920839971E+00   0.441237003E+01  -0.627059971E+00  -0.173336997E+01  -0.146689971E+00
   0.400001576E+05   0.500000000E+04  -0.403816116E+01  -0.524625016E+01  -0.597194586E+01  -0.624698516E+01  -0.637016316E+01  -0.489200116E+01  -0.491997116E+01  -0.573298716E+01  -0.675907316E+01  -0.625377316E+01  -0.906061156E+00   0.442714884E+01  -0.612281156E+00  -0.171859116E+01  -0.131911156E+00
   0.500001428E+05   0.500000000E+04  -0.403251148E+01  -0.524060048E+01  -0.596629618E+01  -0.624133548E+01  -0.636451348E+01  -0.488635148E+01  -0.491432148E+01  -0.572733748E+01  -0.675342348E+01  -0.624812348E+01  -0.900411481E+00   0.443279852E+01  -0.606631481E+00  -0.171294148E+01  -0.126261481E+00
   0.600000135E+05   0.500000000E+04  -0.402934530E+01  -0.523743430E+01  -0.596313000E+01  -0.623816930E+01  -0.636134730E+01  -0.488318530E+01  -0.491115530E+01  -0.572417130E+01  -0.675025730E+01  -0.624495730E+01  -0.897245296E+00   0.443596470E+01  -0.603465296E+00  -0.170977530E+01  -0.123095296E+00
   0.700001716E+05   0.500000000E+04  -0.402627348E+01  -0.523436248E+01  -0.596005818E+01  -0.623509748E+01  -0.635827548E+01  -0.488011348E+01  -0.490808348E+01  -0.572109948E+01  -0.674718548E+01  -0.624188548E+01  -0.894173481E+00   0.443903652E+01  -0.600393481E+00  -0.170670348E+01  -0.120023481E+00
   0.800000506E+05   0.500000000E+04  -0.402278495E+01  -0.523087395E+01  -0.595656965E+01  -0.623160895E+01  -0.635478695E+01  -0.487662495E+01  -0.490459495E+01  -0.571761095E+01  -0.674369695E+01  -0.623839695E+01  -0.890684945E+00   0.444252505E+01  -0.596904945E+00  -0.170321495E+01  -0.116534945E+00
   0.900000933E+05   0.500000000E+04  -0.401858489E+01  -0.522667389E+01  -0.595236959E+01  -0.622740889E+01  -0.635058689E+01  -0.487242489E+01  -0.490039489E+01  -0.571341089E+01  -0.673949689E+01  -0.623419689E+01  -0.886484887E+00   0.444672511E+01  -0.592704887E+00  -0.169901489E+01  -0.112334887E+00
