WAVE,FLUX,ERR,SKYBACK
14977.917,2.3770053E-16,2.648331E-18,8.64007E-18
14988.065,2.4208668E-16,2.7645507E-18,8.074353E-18
14998.214,2.3034463E-16,2.6652243E-18,7.3996716E-18
15008.362,2.2179505E-16,2.5297282E-18,8.438805E-18
15018.512,2.1660301E-16,2.473893E-18,1.1431545E-17
15028.66,2.103718E-16,2.3841215E-18,1.9356655E-17
15038.809,2.149386E-16,2.4271419E-18,3.1549092E-17
15048.957,2.1092046E-16,2.4710745E-18,4.147171E-17
15059.105,2.0165206E-16,2.3623091E-18,3.958721E-17
15069.254,1.9797976E-16,2.3581964E-18,2.9135495E-17
15079.403,1.9654023E-16,2.3389907E-18,2.2298012E-17
15089.552,2.0223646E-16,2.3466432E-18,1.678909E-17
15099.7,1.9929572E-16,2.3633162E-18,1.20869625E-17
15109.849,1.9331918E-16,2.3022225E-18,1.0115572E-17
15119.997,1.89138E-16,2.2462669E-18,8.014651E-18
15130.1455,1.860044E-16,2.1239384E-18,8.203835E-18
15140.295,1.8546105E-16,2.2308414E-18,8.433826E-18
15150.443,1.8878603E-16,2.2110544E-18,7.946106E-18
15160.592,1.8561209E-16,2.190367E-18,8.736888E-18
15170.74,1.8062414E-16,2.1551465E-18,1.0466818E-17
15180.889,1.8241741E-16,2.1669355E-18,1.2989892E-17
15191.037,1.852111E-16,2.1643485E-18,1.2503091E-17
15201.187,1.8392863E-16,2.1594044E-18,1.1052568E-17
15211.335,1.8366668E-16,2.2099342E-18,1.4383284E-17
15221.483,1.7572429E-16,2.0546292E-18,2.1003194E-17
15231.632,1.7129723E-16,2.116417E-18,2.434098E-17
15241.78,1.7636485E-16,2.105965E-18,2.1680506E-17
15251.929,1.8114378E-16,2.124882E-18,1.9538115E-17
15262.078,1.7317767E-16,2.0631117E-18,1.4621542E-17
15272.227,1.7181031E-16,1.759423E-18,1.5931426E-17
15282.375,1.6995312E-16,2.059491E-18,1.6142933E-17
15292.523,1.7679022E-16,2.077523E-18,1.4980807E-17
15302.672,1.7046565E-16,1.9191802E-18,1.5783205E-17
15312.82,1.7067457E-16,2.019786E-18,2.4416299E-17
15322.97,1.8454627E-16,2.1211897E-18,2.5349752E-17
15333.118,1.7203443E-16,2.0524361E-18,2.2867706E-17
15343.267,1.7110062E-16,2.048993E-18,1.7955145E-17
15353.415,1.6693369E-16,2.0328919E-18,1.3024506E-17
15363.563,1.7716975E-16,2.0576097E-18,1.27232025E-17
15373.712,1.8125166E-16,2.0940456E-18,1.2664511E-17
15383.861,1.7708968E-16,1.9939228E-18,1.34431E-17
15394.01,1.7894283E-16,2.0282709E-18,1.4220166E-17
15404.158,1.7679368E-16,1.9829387E-18,1.5030325E-17
15414.307,1.7662393E-16,2.0845138E-18,1.9142005E-17
15424.455,1.827732E-16,2.1330343E-18,1.9273727E-17
15434.604,1.7870407E-16,2.1098141E-18,1.6698017E-17
15444.753,1.7758169E-16,1.9981542E-18,1.2721823E-17
15454.901,1.8302409E-16,2.0177266E-18,1.1352091E-17
15465.05,1.7602098E-16,1.9984502E-18,1.0286119E-17
15475.198,1.755255E-16,2.0866928E-18,9.917995E-18
15485.347,1.7851942E-16,2.0026932E-18,1.1354391E-17
15495.495,1.8734894E-16,2.138206E-18,1.178805E-17
15505.645,1.7767604E-16,2.0109222E-18,1.4132568E-17
15515.793,1.8675803E-16,2.0230609E-18,1.5476647E-17
15525.941,1.9160937E-16,2.044287E-18,1.6512876E-17
15536.09,1.9274116E-16,2.0770666E-18,1.79435E-17
15546.238,1.9174106E-16,2.0984486E-18,1.659642E-17
15556.387,1.9773047E-16,2.0579668E-18,1.5363747E-17
15566.536,1.9025329E-16,2.089264E-18,1.3454553E-17
15576.685,1.8991064E-16,2.1449302E-18,1.5487701E-17
15586.833,1.8612625E-16,2.151663E-18,1.5707544E-17
15596.981,1.8602986E-16,2.147449E-18,1.6614566E-17
15607.13,1.8771856E-16,2.1296375E-18,1.4840284E-17
15617.278,1.9071164E-16,2.2570661E-18,1.6055604E-17
15627.428,1.8862548E-16,2.1192576E-18,1.8510486E-17
15637.576,1.9315172E-16,2.1279546E-18,2.0346856E-17
15647.725,1.8562821E-16,2.1293329E-18,2.0327899E-17
15657.873,1.9052565E-16,2.2032419E-18,1.9143214E-17
15668.021,1.8785465E-16,2.1163205E-18,1.4538487E-17
15678.17,1.9487499E-16,2.1288463E-18,1.1975729E-17
15688.318,1.9790783E-16,2.1537335E-18,1.2799841E-17
15698.468,1.9562626E-16,2.1427998E-18,1.0861658E-17
15708.616,1.8909895E-16,2.0843165E-18,9.7878355E-18
15718.765,1.9024393E-16,2.1305085E-18,9.4898494E-18
15728.913,1.9684072E-16,2.1956366E-18,9.200171E-18
15739.062,1.8640625E-16,2.08015E-18,9.192072E-18
15749.21,1.8648794E-16,2.0821249E-18,8.493301E-18
15759.359,1.8851281E-16,2.1400533E-18,8.927836E-18
15769.508,1.8813238E-16,2.0926948E-18,9.49192E-18
15779.656,1.892082E-16,2.1126455E-18,1.052841E-17
15789.805,1.8660013E-16,2.129099E-18,1.28588915E-17
15799.953,1.8724992E-16,2.1056286E-18,2.0647801E-17
