5274.67676	2.27E-16
5276.97217	2.52E-16
5279.26709	2.46E-16
5281.5625	2.05E-16
5283.85791	2.24E-16
5286.15283	2.41E-16
5288.44824	2.58E-16
5290.74365	2.85E-16
5293.03857	2.63E-16
5295.33398	2.30E-16
5297.62939	2.02E-16
5299.9248	2.04E-16
5302.21973	2.08E-16
5304.51514	1.95E-16
5306.81055	2.18E-16
5309.10547	2.17E-16
5311.40088	1.48E-16
5313.69629	1.57E-16
5315.99121	1.91E-16
5318.28662	1.82E-16
5320.58203	1.67E-16
5322.87695	2.09E-16
5325.17236	2.35E-16
5327.46777	1.90E-16
5329.7627	2.05E-16
5332.05811	2.08E-16
5334.35352	1.79E-16
5336.64844	2.26E-16
5338.94385	2.42E-16
5341.23926	2.14E-16
5343.53418	2.24E-16
5345.82959	2.09E-16
5348.125	2.10E-16
5350.41992	2.31E-16
5352.71533	2.19E-16
5355.01074	2.02E-16
5357.30566	1.74E-16
5359.60107	1.85E-16
5361.89648	2.14E-16
5364.19141	1.96E-16
5366.48682	2.08E-16
5368.78223	1.71E-16
5371.07764	1.98E-16
5373.37256	1.70E-16
5375.66797	2.05E-16
5377.96338	1.74E-16
5380.2583	1.98E-16
5382.55371	1.64E-16
5384.84912	2.11E-16
5387.14404	1.85E-16
5389.43945	1.88E-16
5391.73486	1.99E-16
5394.02979	1.76E-16
5396.3252	1.55E-16
5398.62061	1.59E-16
5400.91553	1.79E-16
5403.21094	1.91E-16
5405.50635	1.82E-16
5407.80127	1.54E-16
5410.09668	1.48E-16
5412.39209	1.62E-16
5414.68701	1.46E-16
5416.98242	1.63E-16
5419.27783	1.47E-16
5421.57275	1.48E-16
5423.86816	1.64E-16
5426.16357	1.61E-16
5428.4585	1.85E-16
5430.75391	1.86E-16
5433.04932	1.72E-16
5435.34424	1.74E-16
5437.63965	1.63E-16
5439.93506	1.56E-16
5442.23047	1.81E-16
5444.52539	1.63E-16
5446.8208	1.67E-16
5449.11621	1.81E-16
5451.41113	1.61E-16
5453.70654	1.45E-16
5456.00195	1.41E-16
5458.29688	1.52E-16
5460.59229	1.51E-16
5462.8877	1.49E-16
5465.18262	1.54E-16
5467.47803	1.50E-16
5469.77344	1.52E-16
5472.06836	1.40E-16
5474.36377	1.39E-16
5476.65918	1.34E-16
5478.9541	1.25E-16
5481.24951	1.67E-16
5483.54492	1.70E-16
5485.83984	1.51E-16
5488.13525	1.31E-16
5490.43066	1.18E-16
5492.72559	1.21E-16
5495.021	1.37E-16
5497.31641	1.41E-16
5499.61133	1.55E-16
5501.90674	1.25E-16
5504.20215	1.34E-16
5506.49707	1.25E-16
5508.79248	1.51E-16
5511.08789	1.50E-16
5513.3833	1.68E-16
5515.67822	1.55E-16
5517.97363	1.35E-16
5520.26904	1.14E-16
5522.56396	1.72E-16
5524.85938	1.94E-16
5527.15479	1.75E-16
5529.44971	1.58E-16
5531.74512	2.05E-16
5534.04053	1.77E-16
5536.33545	1.35E-16
5538.63086	1.83E-16
5540.92627	2.02E-16
5543.22119	1.88E-16
5545.5166	1.86E-16
5547.81201	1.48E-16
5550.10693	1.96E-16
5552.40234	2.16E-16
5554.69775	2.03E-16
5556.99268	1.94E-16
5559.28809	1.83E-16
5561.5835	1.84E-16
5563.87842	1.90E-16
5566.17383	1.98E-16
5568.46924	1.87E-16
5570.76416	1.47E-16
5573.05957	1.68E-16
5575.35498	1.93E-16
5577.6499	1.41E-16
5579.94531	1.51E-16
5582.24072	2.68E-16
5584.53613	1.76E-16
5586.83105	1.23E-16
5589.12646	1.60E-16
5591.42188	1.55E-16
5593.7168	1.44E-16
5596.01221	1.27E-16
5598.30762	1.38E-16
5600.60254	1.41E-16
5602.89795	1.32E-16
5605.19336	1.20E-16
5607.48828	1.21E-16
5609.78369	1.40E-16
5612.0791	1.23E-16
5614.37402	1.33E-16
5616.66943	1.11E-16
5618.96484	1.13E-16
5621.25977	1.06E-16
5623.55518	6.87E-17
5625.85059	6.61E-17
5628.14551	8.86E-17
5630.44092	9.19E-17
5632.73633	9.75E-17
5635.03125	7.61E-17
5637.32666	8.88E-17
5639.62207	8.19E-17
5641.91699	8.28E-17
5644.2124	1.08E-16
5646.50781	7.80E-17
5648.80322	8.66E-17
5651.09814	9.50E-17
5653.39355	8.77E-17
5655.68896	9.23E-17
5657.98389	8.64E-17
5660.2793	9.26E-17
5662.57471	8.93E-17
5664.86963	9.60E-17
5667.16504	7.88E-17
5669.46045	9.10E-17
5671.75537	1.20E-16
5674.05078	9.98E-17
5676.34619	7.97E-17
5678.64111	9.06E-17
5680.93652	1.14E-16
5683.23193	1.17E-16
5685.52686	1.31E-16
5687.82227	1.16E-16
5690.11768	9.27E-17
5692.4126	9.89E-17
5694.70801	8.83E-17
5697.00342	6.82E-17
5699.29834	1.05E-16
5701.59375	1.13E-16
5703.88916	1.02E-16
5706.18408	1.02E-16
5708.47949	8.17E-17
5710.7749	8.20E-17
5713.06982	7.98E-17
5715.36523	8.45E-17
5717.66064	9.84E-17
5719.95605	1.04E-16
5722.25098	8.86E-17
5724.54639	1.08E-16
5726.8418	1.12E-16
5729.13672	9.68E-17
5731.43213	1.07E-16
5733.72754	9.80E-17
5736.02246	8.53E-17
5738.31787	7.95E-17
5740.61328	8.90E-17
5742.9082	8.41E-17
5745.20361	7.92E-17
5747.49902	7.86E-17
5749.79395	8.58E-17
5752.08936	8.31E-17
5754.38477	6.42E-17
5756.67969	7.70E-17
5758.9751	8.56E-17
5761.27051	8.13E-17
5763.56543	9.09E-17
5765.86084	8.97E-17
5768.15625	9.59E-17
5770.45117	1.04E-16
5772.74658	9.75E-17
5775.04199	1.00E-16
5777.33691	8.92E-17
5779.63232	7.51E-17
5781.92773	7.27E-17
5784.22266	6.40E-17
5786.51807	7.60E-17
5788.81348	7.47E-17
5791.10889	6.74E-17
5793.40381	6.65E-17
5795.69922	5.36E-17
5797.99463	5.43E-17
5800.28955	7.32E-17
5802.58496	7.11E-17
5804.88037	6.72E-17
5807.17529	6.52E-17
5809.4707	6.99E-17
5811.76611	5.82E-17
5814.06104	4.98E-17
5816.35645	6.13E-17
5818.65186	5.31E-17
5820.94678	4.54E-17
5823.24219	6.84E-17
5825.5376	3.47E-17
5827.83252	3.55E-17
5830.12793	3.36E-17
5832.42334	1.89E-17
5834.71826	3.46E-17
5837.01367	2.43E-17
5839.30908	2.57E-17
5841.604	2.16E-17
5843.89941	1.59E-17
5846.19482	1.41E-17
5848.48975	1.36E-17
5850.78516	1.01E-17
5853.08057	1.24E-17
5855.37549	1.44E-17
5857.6709	1.37E-17
5859.96631	2.88E-17
5862.26172	2.41E-17
5864.55664	1.95E-17
5866.85205	1.67E-17
5869.14746	2.05E-17
5871.44238	3.71E-17
5873.73779	4.55E-17
5876.0332	3.66E-17
5878.32812	3.25E-17
5880.62354	5.77E-17
5882.91895	5.10E-17
5885.21387	4.52E-17
5887.50928	5.96E-17
5889.80469	7.45E-17
5892.09961	5.00E-17
5894.39502	1.25E-16
5896.69043	1.36E-16
5898.98535	1.18E-16
5901.28076	1.41E-16
5903.57617	1.21E-16
5905.87109	1.44E-16
5908.1665	1.71E-16
5910.46191	1.68E-16
5912.75684	1.76E-16
5915.05225	1.79E-16
5917.34766	1.76E-16
5919.64258	1.61E-16
5921.93799	1.68E-16
5924.2334	1.80E-16
5926.52881	1.59E-16
5928.82373	1.53E-16
5931.11914	1.48E-16
5933.41455	1.20E-16
5935.70947	1.25E-16
5938.00488	1.33E-16
5940.30029	1.15E-16
5942.59521	1.19E-16
5944.89062	1.17E-16
5947.18604	9.74E-17
5949.48096	1.03E-16
5951.77637	9.19E-17
5954.07178	9.20E-17
5956.3667	9.91E-17
5958.66211	9.25E-17
5960.95752	7.71E-17
5963.25244	7.76E-17
5965.54785	7.38E-17
5967.84326	7.41E-17
5970.13818	8.30E-17
5972.43359	8.35E-17
5974.729	8.59E-17
5977.02393	7.97E-17
5979.31934	7.20E-17
5981.61475	7.21E-17
5983.90967	8.01E-17
5986.20508	6.99E-17
5988.50049	7.62E-17
5990.79541	8.00E-17
5993.09082	7.49E-17
5995.38623	7.87E-17
5997.68164	7.76E-17
5999.97656	8.06E-17
6002.27197	8.16E-17
6004.56738	8.30E-17
6006.8623	8.12E-17
6009.15771	7.17E-17
6011.45312	7.39E-17
6013.74805	8.40E-17
6016.04346	8.17E-17
6018.33887	8.19E-17
6020.63379	8.52E-17
6022.9292	7.83E-17
6025.22461	6.99E-17
6027.51953	7.23E-17
6029.81494	7.69E-17
6032.11035	7.06E-17
6034.40527	5.77E-17
6036.70068	6.57E-17
6038.99609	7.28E-17
6041.29102	6.37E-17
6043.58643	6.95E-17
6045.88184	6.67E-17
6048.17676	5.50E-17
6050.47217	5.72E-17
6052.76758	6.36E-17
6055.0625	6.23E-17
6057.35791	5.26E-17
6059.65332	5.11E-17
6061.94824	4.99E-17
6064.24365	5.34E-17
6066.53906	5.15E-17
6068.83447	4.98E-17
6071.12939	4.53E-17
6073.4248	5.39E-17
6075.72021	4.75E-17
6078.01514	3.76E-17
6080.31055	4.55E-17
6082.60596	5.12E-17
6084.90088	4.88E-17
6087.19629	5.47E-17
6089.4917	5.41E-17
