GROUP	MJD	STAR	B	EB	V	EV	R	ER	CLEAR	ECLEAR	I	EI
;;kait data
1	59593.250	0	17.932	 0.510	17.194	 0.280	16.596	 0.162	16.231	 0.463	16.193	 0.154
2	59598.237	0	NaN	NaN	NaN	NaN	NaN	NaN	17.008	 0.087	NaN	NaN
3	59604.224	0	19.405	 2.411	18.283	 0.221	17.938	 0.411	17.585	 0.073	17.094	 0.117
;;Nickel data
1	59607.244	0	19.320	 0.332	18.819	 0.569	18.078	 0.126	NaN	NaN	17.739	 0.113
2	59620.193	0	19.614	 0.265	19.251	 0.195	18.301	 0.127	NaN	NaN	17.823	 0.078
3	59628.179	0	20.450	 0.454	19.328	 0.170	18.343	 0.162	NaN	NaN	17.985	 0.084
