1666.8066864577588  -7.568007296689626e-15  3.4229520429294048e-15
1668.186997786398  1.1436222960650461e-14  3.655751425185724e-15
1669.5478358015787  -2.0307204099442432e-15  3.866484328616648e-15
1670.9184169434682  4.648240681790795e-15  2.9550396079213413e-15
1672.2909416332764  6.031820217326889e-17  3.257546625363137e-15
1673.6535203726573  6.209315203800419e-15  3.0920558692274338e-15
1675.0214975125261  1.3635745602037699e-14  4.228670111148429e-15
1676.4040649601732  7.72626693255462e-15  6.4344493614005606e-15
1677.7716308375989  -7.96120083783802e-15  2.9800709138203636e-15
1679.1508168643466  -2.4649905597598498e-14  3.303926549664757e-15
1680.5223036444208  1.7984292474562767e-15  2.6338540316849304e-15
1681.88463994959  2.482241698631752e-15  2.4318642023355656e-15
1683.2565165867097  5.134272845606523e-15  2.4661296496673174e-15
1684.6274869668596  -9.274860424086451e-16  1.958598307342618e-15
1686.006166622633  7.14058684820858e-15  2.1674141634556686e-15
1687.3685396107737  -3.4724115672690042e-15  1.890078212349192e-15
1688.7428100101415  -1.087151541207844e-15  1.9638795577687487e-15
1690.11484111788  3.0000481858813563e-15  2.7087419086175776e-15
1691.4859188373052  4.4234478784683975e-15  2.111583469045059e-15
1692.8652127817659  3.978407080041654e-16  2.147203957334181e-15
1694.2338412772935  6.755163140285351e-15  2.595335420166778e-15
1695.6046622516367  -9.806376774862077e-16  1.8051265252119796e-15
1696.9746433648654  -4.831911094315181e-16  2.129268034676071e-15
1698.3453354527153  5.882424013631303e-15  2.021266463461701e-15
1699.727641312803  1.0133222860526751e-14  4.832652459902265e-15
1701.08477168722  -1.9855093911098345e-15  5.275103931548812e-15
1702.4692097512548  -5.1874041386584615e-17  1.7637275781566888e-15
1703.8336484016581  1.074919114900071e-15  1.9077462608377326e-15
1705.2092455358131  1.4360017217213486e-14  2.2720991771650644e-15
1706.5754652271773  -2.9220241694615e-15  1.6097954336192176e-15
1707.9323370353268  -4.807660752793527e-15  2.332981152556625e-15
1709.2999328626768  1.9869679818450064e-15  1.6922327034525056e-15
1710.681356100732  3.897747573545975e-16  1.679195595844841e-15
1712.0632490712796  7.755329771175437e-17  1.8217114303192188e-15
1713.4273121255028  7.981583838680747e-15  2.4503691193759934e-15
1714.8001058442803  7.729427212480825e-15  3.1070661400857272e-15
1716.1756113973036  9.378841129900205e-16  1.403672401124607e-15
1717.539768269871  4.449596209066611e-15  1.453443104193204e-15
1718.9097656567267  -1.2118927069214454e-15  1.1700675964145674e-15
1720.281273110217  -4.682373780224539e-16  1.4890325699006327e-15
1721.6465455741807  2.161639939854236e-15  1.4652654606753875e-15
1723.0291839823617  -4.305880075966415e-17  1.316500640632641e-15
1724.4001024228553  1.0221299040448148e-14  1.3146381210607473e-15
1725.7824976051838  -2.1694042673652426e-15  1.2548595119621039e-15
1727.1572826585061  -2.6609654188918377e-17  1.4023152425848688e-15
1728.51264463772  -1.0549382429490524e-15  1.117145295507474e-15
1729.8722289705036  1.8380151204879696e-15  1.2228326668308268e-15
1731.2459238972344  1.524496992369223e-15  1.1364833753306448e-15
1732.6307795654502  1.0562447912701922e-15  1.1911576580100154e-15
1734.0160096934912  -3.490203070809607e-15  1.6820129333065272e-15
1735.3777230202468  5.8351129883624144e-15  1.389476658324217e-15
1736.744210701671  4.18440416932492e-15  1.1072363864531379e-15
1738.1155055590355  1.442794205980323e-15  1.06104640928994e-15
