#WAVE FLUX ERR SKYBACK
3340.5889 5.23432E-15 6.4892134E-17 5.4249903E-17
3344.6702 5.1905484E-15 6.408648E-17 1.2587972E-16
3348.7512 5.2021697E-15 6.3231334E-17 1.1648208E-16
3352.8325 5.3995907E-15 6.342505E-17 1.2330682E-16
3356.9138 5.3824798E-15 6.233782E-17 9.374237E-17
3360.995 5.3663794E-15 6.131148E-17 6.896577E-17
3365.0764 5.419166E-15 6.0647744E-17 3.8237076E-17
3369.1575 5.413239E-15 6.0017016E-17 7.5687734E-17
3373.2388 5.476517E-15 5.939052E-17 3.7421935E-17
3377.32 5.494766E-15 5.8774776E-17 4.5063794E-17
3381.4014 5.5204724E-15 5.819175E-17 4.5230345E-17
3385.4827 5.459932E-15 5.7267864E-17 6.0103784E-17
3389.5637 5.4921006E-15 5.664827E-17 3.211117E-17
3393.645 5.6022255E-15 5.642716E-17 1.6625015E-17
3397.7263 5.5429662E-15 5.5676455E-17 5.295952E-17
3401.8076 5.4889044E-15 5.4822533E-17 5.747451E-17
3405.889 5.452735E-15 5.40444E-17 5.6374516E-17
3409.97 5.4017608E-15 5.3281228E-17 6.821809E-17
3414.0513 5.471795E-15 5.2990173E-17 6.0616775E-17
3418.1326 5.552092E-15 5.2740487E-17 5.1490703E-17
3422.2139 5.547364E-15 5.2174324E-17 5.3505308E-17
3426.295 5.550595E-15 5.172302E-17 6.996752E-17
3430.3762 5.4798216E-15 5.0869874E-17 6.055794E-17
3434.4575 5.4092816E-15 5.0175307E-17 9.167075E-17
3438.5388 5.5438793E-15 5.016432E-17 7.1247356E-17
3442.62 5.5688927E-15 4.984031E-17 8.4311516E-17
3446.7012 5.490193E-15 4.8997302E-17 7.3820774E-17
3450.7825 5.459404E-15 4.837652E-17 6.889313E-17
3454.8638 5.4309305E-15 4.77986E-17 6.739007E-17
3458.945 5.4727836E-15 4.7485987E-17 5.436602E-17
3463.0264 5.412676E-15 4.6924136E-17 8.192172E-17
3467.1074 5.539909E-15 4.7095422E-17 1.042503E-16
3471.1887 5.5803877E-15 4.6822456E-17 1.01588996E-16
3475.27 5.5022883E-15 4.608935E-17 9.482142E-17
3479.3513 5.469449E-15 4.5510792E-17 7.820502E-17
3483.4326 5.3632203E-15 4.4665367E-17 6.12886E-17
3487.5137 5.343822E-15 4.417385E-17 5.0866817E-17
3491.595 5.4292474E-15 4.4149108E-17 5.536295E-17
3495.6763 5.4064898E-15 4.3364156E-17 4.5195905E-17
3499.7576 5.3529026E-15 4.2881132E-17 6.250752E-17
3503.8389 5.2446794E-15 4.212192E-17 6.1587746E-17
3507.92 5.2878814E-15 4.1917368E-17 4.9658408E-17
3512.0012 5.1672415E-15 4.1098915E-17 4.048815E-17
3516.0825 5.2408995E-15 4.1085863E-17 4.9381488E-17
3520.1638 5.2377235E-15 4.066897E-17 2.510858E-17
3524.2449 5.221113E-15 4.038588E-17 5.0464155E-17
3528.3262 5.168058E-15 3.9972577E-17 6.8392835E-17
3532.4075 5.036863E-15 3.9273113E-17 8.786477E-17
3536.4888 5.11973E-15 3.9340588E-17 1.0599176E-16
3540.57 5.051398E-15 3.880268E-17 9.89452E-17
3544.6511 5.141275E-15 3.8863503E-17 1.0593244E-16
3548.7324 5.098882E-15 3.840658E-17 9.722372E-17
3552.8137 5.0675347E-15 3.797601E-17 8.258121E-17
3556.895 5.007398E-15 3.7491597E-17 7.9029014E-17
3560.9763 4.954074E-15 3.696936E-17 5.743397E-17
3565.0574 4.9805897E-15 3.6813154E-17 5.695431E-17
3569.1387 4.9814863E-15 3.6536306E-17 5.0230106E-17
3573.22 4.9519964E-15 3.61493E-17 3.833659E-17
3577.3013 4.8643306E-15 3.5587226E-17 3.330682E-17
3581.3826 4.828721E-15 3.5261955E-17 4.264651E-17
3585.4636 4.8663343E-15 3.5117304E-17 3.342082E-17
3589.545 4.8536335E-15 3.4836235E-17 2.8841935E-17
3593.6262 4.853986E-15 3.461359E-17 3.0786925E-17
3597.7075 4.7925213E-15 3.4196722E-17 3.312978E-17
3601.7886 4.8392724E-15 3.4141135E-17 3.5785984E-17
3605.8699 4.83383E-15 3.3924808E-17 4.3035772E-17
3609.9512 4.81361E-15 3.3696268E-17 5.564709E-17
3614.0325 4.8126197E-15 3.3452312E-17 4.6097508E-17
3618.1138 4.869184E-15 3.3492454E-17 6.485791E-17
3622.1948 4.839199E-15 3.3208992E-17 7.1477074E-17
3626.2761 4.7778854E-15 3.2783993E-17 6.40665E-17
3630.3574 4.7973316E-15 3.2664674E-17 6.893118E-17
3634.4387 4.8219985E-15 3.256568E-17 7.322031E-17
3638.52 4.8381675E-15 3.242267E-17 7.448448E-17
3642.601 4.8037072E-15 3.2107545E-17 7.154087E-17
3646.6824 4.8679716E-15 3.2109388E-17 6.690701E-17
3650.7637 4.849103E-15 3.1843082E-17 6.293547E-17
3654.845 4.8496956E-15 3.1665586E-17 6.304883E-17
3658.9263 4.853061E-15 3.1461606E-17 5.380852E-17
3663.0073 4.8128044E-15 3.114789E-17 5.051751E-17
3667.0886 4.7800983E-15 3.0858678E-17 4.7780516E-17
3671.17 4.843536E-15 3.0865795E-17 4.3629674E-17
