#WAVE FLUX ERR BGFLUX
3336.886 2.2211425E-16 3.8339136E-17 1.6530449E-16
3340.966 1.2507945E-16 3.7163177E-17 2.5444756E-16
3345.0461 1.2854319E-16 3.657396E-17 2.813191E-16
3349.126 1.839134E-16 3.6056882E-17 2.5846572E-16
3353.206 1.6625629E-16 3.4870454E-17 2.4559842E-16
3357.2861 1.0623843E-16 3.3394115E-17 2.6137123E-16
3361.3662 1.063707E-16 3.2436607E-17 2.4203167E-16
3365.446 1.281355E-16 3.1346737E-17 1.9245838E-16
3369.5261 1.8620728E-16 3.102699E-17 1.7650054E-16
3373.6062 1.3178132E-16 2.9795208E-17 1.9120153E-16
3377.686 1.391786E-16 2.925859E-17 2.0189677E-16
3381.766 1.4583732E-16 2.843146E-17 1.7980474E-16
3385.8462 1.2331414E-16 2.7598517E-17 1.823662E-16
3389.926 1.231107E-16 2.7180817E-17 2.0063761E-16
3394.006 1.4959192E-16 2.6613403E-17 1.7611689E-16
3398.0862 2.0723529E-16 2.65337E-17 1.6366392E-16
3402.166 1.7284973E-16 2.5774763E-17 1.7517113E-16
3406.246 8.957081E-17 2.4996008E-17 2.344946E-16
3410.3262 8.270199E-17 2.3966566E-17 2.0305284E-16
3414.406 1.6435496E-16 2.4270684E-17 1.8569163E-16
3418.486 1.2686306E-16 2.3545106E-17 2.0161044E-16
3422.5662 1.1609563E-16 2.2898556E-17 1.9074686E-16
3426.646 1.6849648E-16 2.2523064E-17 1.3915642E-16
3430.726 1.7734253E-16 2.2725424E-17 1.8656331E-16
3434.8062 1.2061466E-16 2.1869133E-17 2.0444076E-16
3438.886 1.1895064E-16 2.1673712E-17 2.1992224E-16
3442.966 1.0585252E-16 2.0887237E-17 1.9402886E-16
3447.0461 1.488407E-16 2.0442826E-17 1.3992193E-16
3451.126 1.5395983E-16 2.016491E-17 1.4450859E-16
3455.206 1.223865E-16 1.982388E-17 1.7169081E-16
3459.2861 1.5484682E-16 1.9801342E-17 1.6403461E-16
3463.3662 1.1952719E-16 1.9574526E-17 2.1037913E-16
3467.446 1.7875591E-16 1.9678438E-17 1.8517288E-16
3471.5261 1.5735937E-16 1.922911E-17 1.9012188E-16
3475.6062 1.469227E-16 1.8722259E-17 1.7624932E-16
3479.686 1.2740462E-16 1.8106722E-17 1.68373E-16
3483.766 1.3989137E-16 1.8126052E-17 1.7417042E-16
3487.8462 1.4332393E-16 1.7669693E-17 1.5294323E-16
3491.926 1.4986555E-16 1.750015E-17 1.4986453E-16
3496.006 1.4115354E-16 1.7134676E-17 1.4941717E-16
3500.0862 1.2291607E-16 1.6776459E-17 1.5248382E-16
3504.166 1.376495E-16 1.6650582E-17 1.4895682E-16
3508.246 1.2946066E-16 1.6305553E-17 1.4310008E-16
3512.3262 1.3378881E-16 1.616376E-17 1.4569218E-16
3516.406 1.115633E-16 1.5710875E-17 1.4070886E-16
3520.486 1.3705984E-16 1.5593526E-17 1.2369986E-16
3524.5662 1.0220886E-16 1.5543663E-17 1.6988181E-16
3528.646 1.3923905E-16 1.575159E-17 1.7029658E-16
3532.726 1.7588307E-16 1.5791531E-17 1.5369741E-16
3536.8062 1.4913575E-16 1.5789344E-17 1.9786273E-16
3540.886 1.2875692E-16 1.5135906E-17 1.7448831E-16
3544.966 1.4820375E-16 1.530869E-17 1.8597886E-16
3549.0461 1.6566122E-16 1.4938797E-17 1.4889232E-16
3553.126 1.197957E-16 1.433098E-17 1.5312431E-16
3557.206 1.3911666E-16 1.4337702E-17 1.5085219E-16
3561.2861 1.2552169E-16 1.3711229E-17 1.1741183E-16
3565.3662 1.4182787E-16 1.3714172E-17 1.1492053E-16
3569.446 1.4227237E-16 1.3591873E-17 1.1581532E-16
3573.5261 1.3561085E-16 1.3303325E-17 1.0920459E-16
3577.6062 1.3903281E-16 1.318274E-17 1.0658444E-16
3581.686 1.2535651E-16 1.312843E-17 1.2873336E-16
3585.766 1.4838563E-16 1.31125796E-17 1.1423497E-16
3589.8462 1.0796552E-16 1.2592938E-17 1.2058976E-16
3593.926 1.5016294E-16 1.2784858E-17 1.071475E-16
3598.006 8.535657E-17 1.1981935E-17 1.1054556E-16
3602.0862 1.3760626E-16 1.23744995E-17 1.0567622E-16
3606.166 1.2142002E-16 1.222924E-17 1.1674753E-16
3610.246 1.01407823E-16 1.2057983E-17 1.3175312E-16
3614.3262 1.0753551E-16 1.19958866E-17 1.3113588E-16
3618.406 1.0284112E-16 1.1930004E-17 1.4200813E-16
3622.486 1.1939502E-16 1.2012063E-17 1.4203766E-16
3626.5662 1.2952317E-16 1.1991498E-17 1.410181E-16
3630.646 1.1448635E-16 1.1721777E-17 1.3976292E-16
3634.726 1.1605843E-16 1.15234324E-17 1.2975579E-16
3638.8062 1.1427085E-16 1.1464068E-17 1.3534667E-16
3642.886 9.774576E-17 1.13433494E-17 1.5162949E-16
3646.966 1.3947799E-16 1.14332805E-17 1.2849413E-16
3651.0461 1.1190173E-16 1.1111411E-17 1.3337169E-16
3655.126 1.5445637E-16 1.1236951E-17 1.1481705E-16
3659.206 1.4221176E-16 1.1106229E-17 1.2365289E-16
3663.2861 1.1788957E-16 1.0786009E-17 1.2487137E-16
3667.3662 1.06016463E-16 1.0542912E-17 1.2104939E-16
3671.446 1.6201923E-16 1.07777655E-17 9.8183394E-17
3675.5261 1.1983286E-16 1.039745E-17 1.1111341E-16
3679.6062 1.4218729E-16 1.05521495E-17 1.1294991E-16
3683.686 1.0130954E-16 1.0113658E-17 1.1930046E-16
3687.766 1.4183842E-16 1.01920124E-17 9.524424E-17
3691.8462 1.3462668E-16 1.02935795E-17 1.209268E-16
3695.926 1.3161332E-16 1.0279058E-17 1.3196028E-16
3700.006 1.38586E-16 1.0159189E-17 1.2056978E-16
3704.0862 1.3184221E-16 1.0000906E-17 1.1758939E-16
3708.166 1.181557E-16 9.815365E-18 1.2163561E-16
3712.246 1.2741934E-16 9.697178E-18 1.0968498E-16
3716.3262 1.1694109E-16 9.603224E-18 1.171055E-16
3720.406 1.2765927E-16 9.755094E-18 1.2950115E-16
3724.486 1.1962752E-16 9.5285565E-18 1.2165737E-16
3728.5662 1.1897504E-16 9.662462E-18 1.4312475E-16
3732.646 1.2895117E-16 9.627237E-18 1.3811498E-16
3736.726 1.1196411E-16 9.406851E-18 1.3755541E-16
3740.8062 1.3226794E-16 9.446165E-18 1.2956957E-16
3744.886 1.5284361E-16 9.440832E-18 1.1624701E-16
3748.966 1.3521847E-16 9.1775466E-18 1.1248801E-16
3753.0461 1.3050345E-16 9.023126E-18 1.08171573E-16
3757.126 1.4695946E-16 9.105732E-18 1.1036914E-16
3761.206 2.0845364E-16 9.6080155E-18 1.1190872E-16
3765.2861 3.146896E-16 1.04879835E-17 1.1928379E-16
3769.3662 3.5184242E-16 1.0777213E-17 1.299485E-16
3773.446 3.0294607E-16 1.0414055E-17 1.4038781E-16
3777.5261 1.9674635E-16 9.336264E-18 1.2217111E-16
3781.6062 1.518114E-16 8.827706E-18 1.14343E-16
3785.686 1.319768E-16 8.563549E-18 1.1185368E-16
3789.766 1.349794E-16 8.510444E-18 1.08084E-16
3793.8462 1.5345454E-16 8.60647E-18 1.05822996E-16
3797.926 1.5417117E-16 8.446727E-18 9.632407E-17
3802.006 1.6008151E-16 8.528304E-18 1.0371161E-16
3806.0862 1.6133006E-16 8.565813E-18 1.122715E-16
3810.166 1.28553E-16 8.208018E-18 1.09786395E-16
3814.246 1.4121678E-16 8.256383E-18 1.08692743E-16
3818.3262 1.4654399E-16 8.205446E-18 1.03785895E-16
3822.406 1.8498159E-16 8.547684E-18 1.07723354E-16
3826.486 1.9354899E-16 8.557754E-18 1.08002385E-16
3830.5662 1.6790225E-16 8.324922E-18 1.1019956E-16
3834.646 1.5309536E-16 8.1756265E-18 1.1356818E-16
3838.726 1.5081337E-16 8.062012E-18 1.07655194E-16
3842.8062 1.3890424E-16 7.893071E-18 1.0610845E-16
3846.886 1.529349E-16 8.034907E-18 1.1147525E-16
3850.966 1.7424659E-16 8.048902E-18 9.669568E-17
3855.0461 1.8046017E-16 8.1621145E-18 1.086835E-16
3859.126 1.842034E-16 8.136379E-18 1.0619102E-16
3863.206 1.9078524E-16 7.994541E-18 8.755095E-17
3867.2861 1.6899952E-16 7.874204E-18 9.930658E-17
3871.3662 1.7541659E-16 7.840355E-18 9.348927E-17
3875.446 1.6891589E-16 7.6233E-18 8.1302716E-17
3879.5261 1.3743022E-16 7.356452E-18 8.543612E-17
3883.6062 1.4840545E-16 7.44568E-18 8.7503255E-17
3887.686 1.6886789E-16 7.634167E-18 9.177822E-17
3891.766 1.9009432E-16 7.861058E-18 1.0078477E-16
3895.8462 1.861271E-16 7.866495E-18 1.09431436E-16
3899.926 2.0452248E-16 7.9432045E-18 1.04244656E-16
3904.006 2.0624502E-16 8.064258E-18 1.2032707E-16
3908.0862 2.1513812E-16 8.0851445E-18 1.1861546E-16
3912.166 2.0555376E-16 8.06636E-18 1.2869792E-16
3916.246 2.2146824E-16 8.008686E-18 1.09290954E-16
3920.3262 2.1360847E-16 7.886177E-18 1.05086196E-16
3924.406 1.7286315E-16 7.45444E-18 9.626054E-17
3928.486 1.7458475E-16 7.319702E-18 8.1648186E-17
3932.5662 1.641272E-16 7.185356E-18 7.9692896E-17
3936.646 1.648162E-16 7.187471E-18 8.1267286E-17
3940.726 1.6781859E-16 7.305363E-18 9.443887E-17
3944.8062 1.7608809E-16 7.425189E-18 1.02690906E-16
3948.886 1.869779E-16 7.550518E-18 1.10245117E-16
3952.966 2.0385523E-16 7.6010594E-18 1.0254682E-16
3957.0461 2.1823378E-16 7.7027985E-18 1.03762793E-16
3961.1262 2.031922E-16 7.4664465E-18 9.1419756E-17
3965.206 2.047096E-16 7.380626E-18 8.2638606E-17
3969.2861 2.0506738E-16 7.39706E-18 8.6583185E-17
3973.3662 1.9174945E-16 7.305398E-18 9.063271E-17
3977.446 1.7961676E-16 7.309487E-18 1.0576027E-16
3981.5261 1.9543467E-16 7.3998825E-18 1.02542636E-16
3985.6062 1.9424142E-16 7.443947E-18 1.1082627E-16
3989.686 1.9364914E-16 7.484013E-18 1.194543E-16
3993.766 2.1014648E-16 7.5169955E-18 1.1019458E-16
3997.8462 2.2062544E-16 7.640738E-18 1.1740102E-16
4001.926 2.1815311E-16 7.61091E-18 1.1498443E-16
4006.006 2.1046061E-16 7.557949E-18 1.1795634E-16
4010.0862 1.761099E-16 7.306557E-18 1.2172581E-16
4014.166 1.7307481E-16 7.251011E-18 1.1971863E-16
4018.246 1.5606345E-16 7.0989525E-18 1.2068445E-16
4022.3262 1.690438E-16 7.152459E-18 1.1604711E-16
4026.406 1.7436296E-16 7.1958675E-18 1.1734305E-16
4030.486 1.9402874E-16 7.350861E-18 1.2000756E-16
4034.5662 2.0562793E-16 7.408428E-18 1.175557E-16
4038.646 2.0761077E-16 7.387523E-18 1.1541978E-16
4042.726 2.1234194E-16 7.522333E-18 1.2963273E-16
4046.8062 2.2122738E-16 7.548111E-18 1.2617023E-16
4050.886 2.208072E-16 7.50832E-18 1.2331787E-16
4054.966 2.0844397E-16 7.454236E-18 1.2978567E-16
4059.0461 2.1498646E-16 7.484163E-18 1.2972787E-16
4063.1262 2.1344885E-16 7.385311E-18 1.1989663E-16
4067.206 1.992106E-16 7.3845805E-18 1.342822E-16
4071.2861 1.9526477E-16 7.335871E-18 1.3332264E-16
4075.3662 2.024121E-16 7.31578E-18 1.2545877E-16
4079.446 1.9790327E-16 7.260049E-18 1.247041E-16
4083.5261 1.9439691E-16 7.292442E-18 1.3391627E-16
4087.6062 2.0475513E-16 7.273312E-18 1.2285924E-16
4091.686 2.0099916E-16 7.252316E-18 1.2579207E-16
4095.766 1.937057E-16 7.160335E-18 1.214783E-16
4099.846 2.1258658E-16 7.219395E-18 1.1130033E-16
4103.9263 2.1781796E-16 7.237096E-18 1.103088E-16
4108.006 2.0458006E-16 7.170132E-18 1.1537779E-16
4112.086 2.2941723E-16 7.343728E-18 1.1602168E-16
4116.166 2.23112E-16 7.299E-18 1.1782441E-16
4120.246 2.1087089E-16 7.157514E-18 1.1147631E-16
4124.326 2.2271837E-16 7.284429E-18 1.1754492E-16
4128.4062 2.0902219E-16 7.260788E-18 1.2949076E-16
4132.4863 2.296132E-16 7.2773894E-18 1.1305538E-16
4136.566 2.1624228E-16 7.246184E-18 1.2279077E-16
4140.646 2.2221915E-16 7.201575E-18 1.1270839E-16
4144.726 2.0856398E-16 7.067776E-18 1.0901215E-16
4148.806 1.8884142E-16 6.920761E-18 1.1063748E-16
4152.886 1.8268582E-16 6.9174426E-18 1.1711578E-16
4156.9663 1.8617435E-16 6.975921E-18 1.2207815E-16
4161.046 1.9704399E-16 7.074577E-18 1.2600298E-16
4165.126 2.1053553E-16 7.238909E-18 1.3522631E-16
4169.206 2.2592502E-16 7.235946E-18 1.2091627E-16
4173.286 2.1334705E-16 7.201687E-18 1.2967262E-16
4177.366 2.3447807E-16 7.229964E-18 1.137334E-16
4181.4463 2.4362221E-16 7.275689E-18 1.1219423E-16
4185.526 2.2245364E-16 7.1584475E-18 1.1789026E-16
4189.606 2.264721E-16 7.182606E-18 1.1794297E-16
4193.686 2.25946E-16 7.134203E-18 1.1339857E-16
4197.766 2.3317433E-16 7.1974E-18 1.1565989E-16
4201.846 2.26231E-16 7.098251E-18 1.1157093E-16
4205.9263 2.3015855E-16 7.132766E-18 1.1145761E-16
4210.006 2.3907653E-16 7.170959E-18 1.09786806E-16
4214.086 2.1845362E-16 7.073758E-18 1.1729925E-16
4218.166 2.3150999E-16 7.114631E-18 1.1158621E-16
4222.246 2.2839373E-16 7.07422E-18 1.0960647E-16
4226.326 2.3242184E-16 7.107106E-18 1.1154051E-16
4230.4062 2.2297134E-16 7.037027E-18 1.1177791E-16
4234.4863 2.3854592E-16 7.102092E-18 1.05888025E-16
4238.566 2.1827998E-16 6.978814E-18 1.10005155E-16
4242.646 2.3292668E-16 7.118508E-18 1.163946E-16
4246.726 2.2792992E-16 7.034714E-18 1.1101946E-16
4250.806 2.3672345E-16 7.136533E-18 1.1664501E-16
4254.886 2.1899327E-16 6.973083E-18 1.1196525E-16
4258.9663 2.229118E-16 6.976448E-18 1.0935775E-16
4263.046 2.305791E-16 7.062333E-18 1.1365471E-16
4267.126 2.1907012E-16 6.94575E-18 1.1019296E-16
4271.206 2.174916E-16 6.924858E-18 1.0894036E-16
4275.286 2.0541765E-16 6.8449407E-18 1.1154589E-16
4279.366 1.9904141E-16 6.7825336E-18 1.094155E-16
4283.4463 2.1470637E-16 6.9069445E-18 1.1031915E-16
4287.526 2.0893935E-16 6.8364062E-18 1.0779134E-16
4291.606 2.0480022E-16 6.762502E-18 1.0259401E-16
4295.686 2.0541945E-16 6.7903538E-18 1.0660295E-16
4299.766 1.9823661E-16 6.702255E-18 1.028968E-16
4303.846 2.0728167E-16 6.7086374E-18 9.578329E-17
4307.9263 1.9527034E-16 6.609703E-18 9.633094E-17
4312.0063 1.9576218E-16 6.597018E-18 9.4044884E-17
4316.086 1.8427101E-16 6.608678E-18 1.0724304E-16
4320.166 1.8657955E-16 6.6503146E-18 1.1120582E-16
4324.246 1.8264439E-16 6.6583246E-18 1.1656402E-16
4328.326 1.9267525E-16 6.6760184E-18 1.1053562E-16
4332.4062 2.0073392E-16 6.654641E-18 1.00214175E-16
4336.4863 2.0497735E-16 6.7266406E-18 1.06059536E-16
4340.566 1.9439994E-16 6.706477E-18 1.141563E-16
4344.646 1.7558154E-16 6.5522304E-18 1.1210112E-16
4348.726 1.9709414E-16 6.638338E-18 1.04708274E-16
4352.806 2.1186426E-16 6.75808E-18 1.0523855E-16
4356.886 1.8650836E-16 6.666535E-18 1.1799984E-16
4360.9663 1.9753887E-16 6.7174994E-18 1.1450954E-16
4365.046 2.0731775E-16 6.7806902E-18 1.1389332E-16
4369.126 2.0390169E-16 6.732592E-18 1.1308583E-16
4373.206 2.1518708E-16 6.7880877E-18 1.0828505E-16
4377.286 1.9406859E-16 6.658985E-18 1.1184799E-16
4381.366 1.9036214E-16 6.605287E-18 1.0879146E-16
4385.4463 2.046155E-16 6.631547E-18 9.899766E-17
4389.526 1.9543278E-16 6.607348E-18 1.0577148E-16
4393.606 1.9390149E-16 6.603512E-18 1.0664351E-16
4397.686 2.1157712E-16 6.746742E-18 1.08240686E-16
4401.766 1.8806976E-16 6.6079046E-18 1.1412981E-16
4405.846 1.9859507E-16 6.7057907E-18 1.1657311E-16
4409.9263 1.8916261E-16 6.7582397E-18 1.3295777E-16
4414.0063 1.9734698E-16 6.7654846E-18 1.2729313E-16
4418.086 2.0737368E-16 6.8687444E-18 1.3058307E-16
4422.166 2.1820547E-16 6.8912227E-18 1.2393907E-16
4426.246 2.2058818E-16 6.910966E-18 1.2477449E-16
4430.326 2.0833303E-16 6.8447823E-18 1.2768945E-16
4434.4062 2.0506436E-16 6.8068353E-18 1.255455E-16
4438.4863 2.0563764E-16 6.7641652E-18 1.1948601E-16
4442.566 2.1665188E-16 6.760966E-18 1.093644E-16
4446.646 2.3360242E-16 6.9366957E-18 1.1636932E-16
4450.726 2.1215335E-16 6.8117418E-18 1.2064988E-16
4454.806 2.1488612E-16 6.786939E-18 1.1410507E-16
4458.886 2.1680081E-16 6.760572E-18 1.0891125E-16
4462.9663 2.218691E-16 6.811489E-18 1.1143388E-16
4467.046 2.3408155E-16 6.907198E-18 1.12139E-16
4471.126 2.2692534E-16 6.875715E-18 1.155072E-16
4475.206 2.111267E-16 6.7587666E-18 1.145753E-16
4479.286 2.141587E-16 6.7961577E-18 1.1698594E-16
4483.366 2.2714414E-16 6.9092573E-18 1.2043054E-16
