#WAVE FLUX ERR BGFLUX
4007.125 1.1943401E-16 4.30068E-18 2.5362157E-16
4012.645 1.02626777E-16 4.215667E-18 2.6457945E-16
4018.1648 1.1156651E-16 4.1847555E-18 2.508733E-16
4023.6846 1.1666239E-16 4.1531035E-18 2.4384247E-16
4029.2043 1.33366E-16 4.1888616E-18 2.3786787E-16
4034.7244 1.3559372E-16 4.185127E-18 2.4212675E-16
4040.2441 1.4365227E-16 4.229353E-18 2.5214657E-16
4045.764 1.5680388E-16 4.2759054E-18 2.5561424E-16
4051.2837 1.4641217E-16 4.1797635E-18 2.5117825E-16
4056.8037 1.4577769E-16 4.1544187E-18 2.52187E-16
4062.3235 1.3776467E-16 4.076492E-18 2.4819172E-16
4067.8433 1.4087766E-16 4.067273E-18 2.4874838E-16
4073.363 1.3237312E-16 4.0134874E-18 2.522221E-16
4078.883 1.4338522E-16 4.007319E-18 2.407853E-16
4084.4028 1.379443E-16 3.9334308E-18 2.3426425E-16
4089.9226 1.3779071E-16 3.8873092E-18 2.26229E-16
4095.4424 1.2802453E-16 3.7962437E-18 2.2016743E-16
4100.9624 1.3785559E-16 3.7778803E-18 2.0587618E-16
4106.482 1.2834725E-16 3.7224633E-18 2.0934912E-16
4112.002 1.3101366E-16 3.706303E-18 2.0643882E-16
4117.522 1.3206017E-16 3.7275517E-18 2.1656768E-16
4123.0415 1.3354921E-16 3.712983E-18 2.1526166E-16
4128.5615 1.2943692E-16 3.6723978E-18 2.1399877E-16
4134.081 1.3110229E-16 3.670209E-18 2.164159E-16
4139.601 1.2495143E-16 3.6240214E-18 2.1666903E-16
4145.121 1.186778E-16 3.556059E-18 2.1032152E-16
4150.6406 1.1583248E-16 3.5324082E-18 2.1221585E-16
4156.1606 1.1326298E-16 3.5434713E-18 2.2464862E-16
4161.6807 1.1734323E-16 3.6010543E-18 2.3955272E-16
4167.2 1.2628577E-16 3.6445317E-18 2.4453997E-16
4172.72 1.358826E-16 3.654743E-18 2.3796922E-16
4178.2397 1.3742877E-16 3.630034E-18 2.324148E-16
4183.76 1.3233152E-16 3.566955E-18 2.238549E-16
4189.28 1.4241726E-16 3.5427505E-18 2.0498543E-16
4194.7993 1.3358284E-16 3.490977E-18 2.0645563E-16
4200.3193 1.3614445E-16 3.4593764E-18 1.9661803E-16
4205.8394 1.3701061E-16 3.4639582E-18 2.0043627E-16
4211.359 1.3741811E-16 3.4543933E-18 2.0171805E-16
4216.879 1.3551562E-16 3.4119327E-18 1.9438616E-16
4222.3984 1.4355146E-16 3.4165841E-18 1.8779931E-16
4227.9185 1.4134861E-16 3.4005585E-18 1.9020248E-16
4233.4385 1.3628992E-16 3.369967E-18 1.916481E-16
4238.958 1.3485019E-16 3.3574403E-18 1.9335151E-16
4244.478 1.4119076E-16 3.3788434E-18 1.9366507E-16
4249.9976 1.3074548E-16 3.3297146E-18 1.9754174E-16
4255.5176 1.3566595E-16 3.338315E-18 1.963878E-16
4261.0376 1.3862529E-16 3.3431882E-18 1.9644994E-16
4266.557 1.3042862E-16 3.3088461E-18 2.008871E-16
4272.077 1.2981017E-16 3.308096E-18 2.045653E-16
4277.597 1.3458881E-16 3.3027585E-18 1.9839718E-16
4283.1167 1.2739853E-16 3.2378804E-18 1.9179678E-16
4288.6367 1.2385465E-16 3.1709299E-18 1.7935364E-16
4294.1562 1.2612669E-16 3.1281504E-18 1.6601316E-16
4299.6763 1.223224E-16 3.0933507E-18 1.6371085E-16
4305.1963 1.2109053E-16 3.0611276E-18 1.5897726E-16
4310.716 1.2158633E-16 3.0660334E-18 1.6315171E-16
4316.236 1.1943883E-16 3.0960955E-18 1.7739105E-16
4321.756 1.207501E-16 3.1005629E-18 1.8006747E-16
4327.2754 1.1540587E-16 3.055169E-18 1.7665488E-16
4332.7954 1.2368233E-16 3.0532392E-18 1.6680629E-16
4338.315 1.121058E-16 3.0077218E-18 1.7261024E-16
4343.835 1.204736E-16 3.032359E-18 1.7050666E-16
4349.355 1.0982389E-16 2.9837935E-18 1.7401911E-16
4354.8745 1.0981298E-16 3.0198313E-18 1.8765368E-16
4360.3945 1.1527216E-16 3.025915E-18 1.8408906E-16
4365.914 1.1506781E-16 3.0309225E-18 1.8832727E-16
4371.434 1.1784926E-16 3.0224801E-18 1.843901E-16
4376.954 1.1385028E-16 2.966512E-18 1.7576497E-16
4382.4736 1.115586E-16 2.9264056E-18 1.6845627E-16
4387.9937 1.1113209E-16 2.9027058E-18 1.652284E-16
4393.5137 1.0517549E-16 2.8777566E-18 1.6885881E-16
4399.033 1.0906816E-16 2.9037266E-18 1.7354706E-16
4404.553 1.0929853E-16 2.9563135E-18 1.9222739E-16
4410.0728 1.2014123E-16 3.0731232E-18 1.9865625E-16
4415.593 1.2346811E-16 3.038505E-18 2.0257365E-16
4421.113 1.2605378E-16 3.0413417E-18 2.0266989E-16
4426.6323 1.2336304E-16 2.993706E-18 1.937854E-16
4432.1523 1.1739592E-16 2.9614152E-18 1.9515836E-16
4437.6724 1.2363117E-16 2.9449133E-18 1.8331042E-16
4443.192 1.1596958E-16 2.9104447E-18 1.864012E-16
4448.712 1.2036865E-16 2.9018058E-18 1.7943686E-16
4454.2314 1.2569901E-16 2.890877E-18 1.7023119E-16
4459.7515 1.2278305E-16 2.871367E-18 1.7107016E-16
4465.2715 1.2148427E-16 2.85358E-18 1.6994121E-16
4470.791 1.1989021E-16 2.836101E-18 1.6911627E-16
4476.311 1.226748E-16 2.8456134E-18 1.7105767E-16
4481.8306 1.2371821E-16 2.8398266E-18 1.7040449E-16
4487.3506 1.1809991E-16 2.8143977E-18 1.7280444E-16
4492.8706 1.1988075E-16 2.8078902E-18 1.7062675E-16
4498.39 1.186205E-16 2.8037918E-18 1.7409398E-16
4503.91 1.1961622E-16 2.8090764E-18 1.7697435E-16
4509.43 1.1762319E-16 2.7916667E-18 1.771611E-16
4514.9497 1.1319423E-16 2.7616705E-18 1.7684105E-16
4520.4697 1.1631761E-16 2.75749E-18 1.729466E-16
4525.9893 1.1735193E-16 2.7684283E-18 1.7739411E-16
4531.5093 1.1246684E-16 2.731429E-18 1.7535935E-16
4537.0293 1.123988E-16 2.7406686E-18 1.8107349E-16
4542.549 1.08385714E-16 2.726733E-18 1.848602E-16
4548.069 1.1416609E-16 2.7248452E-18 1.7770534E-16
4553.589 1.1802552E-16 2.7399868E-18 1.7898547E-16
4559.1084 1.1289563E-16 2.6824863E-18 1.7058324E-16
4564.6284 1.1509345E-16 2.6814406E-18 1.6905735E-16
4570.148 1.1501395E-16 2.6675468E-18 1.6662635E-16
4575.668 1.10891436E-16 2.6394655E-18 1.6633955E-16
4581.188 1.1320025E-16 2.6361237E-18 1.64008E-16
4586.7075 1.1353133E-16 2.6272873E-18 1.6296265E-16
4592.2275 1.1307728E-16 2.6128609E-18 1.6114872E-16
4597.747 1.1485718E-16 2.6183679E-18 1.6247807E-16
4603.267 1.1664485E-16 2.6076664E-18 1.58226E-16
4608.787 1.1973413E-16 2.6227606E-18 1.6079491E-16
4614.3066 1.1890459E-16 2.6129242E-18 1.6038161E-16
4619.8267 1.1499089E-16 2.743437E-18 1.6297668E-16
4625.3467 1.1818344E-16 2.602693E-18 1.6224643E-16
4630.866 1.1544988E-16 2.571183E-18 1.5746255E-16
4636.386 1.187023E-16 2.5688388E-18 1.5384168E-16
4641.906 1.186591E-16 2.548797E-18 1.4883629E-16
4647.426 1.1449184E-16 2.5414655E-18 1.5478114E-16
4652.946 1.1800623E-16 2.5651131E-18 1.5876637E-16
4658.4653 1.1841656E-16 2.5762654E-18 1.6320624E-16
4663.9854 1.2183268E-16 2.5857422E-18 1.6313873E-16
4669.5054 1.165373E-16 2.5667814E-18 1.656668E-16
4675.025 1.1918329E-16 2.5629993E-18 1.6155748E-16
4680.545 1.197225E-16 2.560149E-18 1.6098236E-16
4686.0645 1.1665236E-16 2.5430801E-18 1.6167584E-16
4691.5845 1.2158619E-16 2.5553168E-18 1.5894228E-16
4697.1045 1.1896523E-16 2.5329468E-18 1.5655402E-16
4702.624 1.1739053E-16 2.5037705E-18 1.4966776E-16
4708.144 1.2155116E-16 2.5269071E-18 1.5210701E-16
4713.6636 1.185376E-16 2.5139785E-18 1.5300905E-16
4719.1836 1.1978798E-16 2.5079374E-18 1.4970454E-16
4724.7036 1.1784965E-16 2.4935994E-18 1.4882589E-16
4730.223 1.1696502E-16 2.4879481E-18 1.488014E-16
4735.743 1.1564361E-16 2.473992E-18 1.4681097E-16
4741.263 1.1296181E-16 2.4622855E-18 1.4746106E-16
4746.7827 1.1635612E-16 2.473306E-18 1.4626983E-16
4752.3027 1.1152356E-16 2.4492286E-18 1.4603976E-16
4757.8223 1.1332816E-16 2.438249E-18 1.3979413E-16
4763.3423 1.1587783E-16 2.449069E-18 1.4012617E-16
4768.8623 1.137713E-16 2.4418643E-18 1.4082066E-16
4774.382 1.1135973E-16 2.4310768E-18 1.4137479E-16
4779.902 1.1378916E-16 2.4355154E-18 1.3943466E-16
4785.422 1.0946889E-16 2.4228296E-18 1.4217052E-16
4790.9414 1.04186594E-16 2.408029E-18 1.4484802E-16
4796.4614 9.918276E-17 2.3788714E-18 1.4322853E-16
4801.981 1.08453893E-16 2.4208768E-18 1.4322918E-16
4807.501 9.899049E-17 2.3858538E-18 1.4613155E-16
4813.021 1.0457461E-16 2.4294563E-18 1.5167274E-16
4818.5405 9.6223386E-17 2.4125362E-18 1.5907469E-16
4824.0605 9.573089E-17 2.423696E-18 1.6316405E-16
4829.58 1.00844216E-16 2.4374928E-18 1.6024307E-16
4835.1 9.643639E-17 2.4234518E-18 1.6232406E-16
4840.62 9.865941E-17 2.4165114E-18 1.5719579E-16
4846.1396 1.01202094E-16 2.4114418E-18 1.5222462E-16
4851.6597 9.641736E-17 2.3817348E-18 1.4962752E-16
4857.1797 9.7755225E-17 2.3617696E-18 1.4186905E-16
4862.699 1.00313966E-16 2.366331E-18 1.3981125E-16
4868.219 9.8399685E-17 2.3599872E-18 1.4105403E-16
4873.739 1.0320342E-16 2.3849478E-18 1.4229955E-16
4879.259 1.02939206E-16 2.3855868E-18 1.4330477E-16
4884.779 1.0353495E-16 2.3879499E-18 1.4400362E-16
4890.2983 1.1106665E-16 2.4291457E-18 1.4647031E-16
4895.8184 1.1249426E-16 2.4305832E-18 1.4565309E-16
4901.3384 9.963539E-17 2.3822345E-18 1.4984995E-16
4906.858 1.0559361E-16 2.3958455E-18 1.4587294E-16
4912.378 1.1330657E-16 2.4169066E-18 1.4206609E-16
4917.8975 1.1343485E-16 2.418748E-18 1.4329868E-16
4923.4175 1.1628148E-16 2.4262554E-18 1.4284062E-16
4928.9375 1.1351839E-16 2.4163734E-18 1.4385468E-16
4934.457 1.0667914E-16 2.3869235E-18 1.4476128E-16
4939.977 1.0970346E-16 2.3985037E-18 1.4469203E-16
4945.4966 1.089502E-16 2.4028472E-18 1.4821941E-16
4951.0166 1.1600541E-16 2.4273894E-18 1.4632375E-16
4956.5366 1.1814161E-16 2.4287534E-18 1.4448585E-16
4962.056 1.1534094E-16 2.433071E-18 1.5127134E-16
4967.576 1.1819982E-16 2.4380081E-18 1.489793E-16
4973.096 1.1995178E-16 2.4501228E-18 1.5165283E-16
4978.6157 1.1305337E-16 2.4183206E-18 1.5221373E-16
4984.1357 1.109557E-16 2.4182571E-18 1.5589198E-16
4989.6553 1.1455197E-16 2.4176663E-18 1.5124124E-16
4995.1753 1.1306026E-16 2.4039947E-18 1.4950421E-16
5000.6953 1.1056168E-16 2.3771409E-18 1.4540689E-16
5006.215 1.1412723E-16 2.380781E-18 1.4223498E-16
5011.735 1.1319003E-16 2.370203E-18 1.406767E-16
5017.255 1.2084512E-16 2.398202E-18 1.388497E-16
5022.7744 1.2119748E-16 2.3891844E-18 1.3580868E-16
5028.2944 1.1694869E-16 2.3608713E-18 1.3380696E-16
5033.814 1.1149859E-16 2.322843E-18 1.3045567E-16
5039.334 1.0240925E-16 2.2827633E-18 1.3192352E-16
5044.854 1.0400487E-16 2.2935576E-18 1.3384128E-16
5050.3735 1.06524974E-16 2.311374E-18 1.3612084E-16
5055.8936 1.2584942E-16 2.3907325E-18 1.334381E-16
5061.413 1.5050384E-16 2.5050505E-18 1.3416756E-16
5066.933 1.4495105E-16 2.4798312E-18 1.3629697E-16
5072.453 1.4731037E-16 2.4835916E-18 1.3473217E-16
5077.9727 1.3228853E-16 2.4100972E-18 1.3173962E-16
5083.4927 1.0826249E-16 2.30671E-18 1.3396255E-16
5089.0127 1.114739E-16 2.3170686E-18 1.3319048E-16
5094.532 1.1036379E-16 2.3121886E-18 1.3312085E-16
5100.0522 1.1198652E-16 2.3127604E-18 1.3128602E-16
5105.572 1.1054453E-16 2.296662E-18 1.2878531E-16
5111.092 1.0371337E-16 2.2791626E-18 1.3384829E-16
5116.612 1.030256E-16 2.2672752E-18 1.3149019E-16
5122.1313 1.0433629E-16 2.270907E-18 1.313494E-16
5127.6514 1.0651104E-16 2.287665E-18 1.3383618E-16
5133.1714 1.01092456E-16 2.2669534E-18 1.3581514E-16
5138.691 9.946699E-17 2.2627046E-18 1.3697469E-16
5144.211 9.909095E-17 2.261925E-18 1.3748885E-16
5149.7305 1.0564372E-16 2.28044E-18 1.3380631E-16
5155.2505 9.9353835E-17 2.2551473E-18 1.3558474E-16
5160.7705 9.568413E-17 2.2299164E-18 1.332621E-16
5166.29 9.3781946E-17 2.2102394E-18 1.3008383E-16
5171.81 9.6076294E-17 2.1986994E-18 1.2345554E-16
5177.3296 9.841565E-17 2.205314E-18 1.2202893E-16
5182.8496 9.8646225E-17 2.2267477E-18 1.2943356E-16
5188.3696 9.640643E-17 2.298949E-18 1.5692823E-16
5193.889 1.0017935E-16 2.398648E-18 1.8576752E-16
5199.409 1.0027804E-16 2.4212813E-18 1.9394539E-16
5204.929 9.711874E-17 2.3927113E-18 1.8967112E-16
5210.4487 1.0054403E-16 2.3174532E-18 1.5903449E-16
5215.9688 1.02849646E-16 2.2613693E-18 1.379593E-16
5221.4883 1.00717683E-16 2.2486793E-18 1.373614E-16
5227.0083 9.832117E-17 2.2432584E-18 1.4004143E-16
5232.5283 1.0210461E-16 2.2589459E-18 1.4024358E-16
5238.048 9.950669E-17 2.238375E-18 1.3830141E-16
5243.568 1.0619359E-16 2.2617831E-18 1.3631481E-16
5249.088 1.0072843E-16 2.2478124E-18 1.4079902E-16
5254.6074 1.067011E-16 2.2563285E-18 1.3563066E-16
5260.1274 1.06445466E-16 2.2569232E-18 1.3197189E-16
5265.647 1.0469669E-16 2.222442E-18 1.2878579E-16
5271.167 1.0036573E-16 2.1969119E-18 1.2750269E-16
5276.687 1.0358058E-16 2.204645E-18 1.2632189E-16
5282.2065 1.06942773E-16 2.2286905E-18 1.3009084E-16
5287.7266 1.0203253E-16 2.2057102E-18 1.3060105E-16
5293.246 9.965841E-17 2.1975695E-18 1.3283065E-16
5298.766 1.0007051E-16 2.2062344E-18 1.3621055E-16
5304.286 1.0161569E-16 2.2133426E-18 1.3674037E-16
5309.8057 1.0028481E-16 2.210046E-18 1.3848549E-16
5315.3257 9.970449E-17 2.197391E-18 1.3618457E-16
5320.8457 9.584995E-17 2.1801296E-18 1.3681657E-16
5326.365 9.906121E-17 2.1905085E-18 1.3627393E-16
5331.8853 9.608732E-17 2.180284E-18 1.3840712E-16
5337.405 9.410666E-17 2.1645902E-18 1.3702868E-16
5342.925 1.0083909E-16 2.1899042E-18 1.3603545E-16
5348.445 1.0210863E-16 2.1947368E-18 1.3585535E-16
5353.9644 1.0172948E-16 2.1917327E-18 1.3613417E-16
5359.4844 9.654533E-17 2.1655235E-18 1.3607239E-16
5365.0044 9.968837E-17 2.1758918E-18 1.3556687E-16
5370.524 1.03104033E-16 2.1716434E-18 1.2964064E-16
5376.044 9.9824553E-17 2.1664563E-18 1.3343575E-16
5381.5635 1.0112003E-16 2.1547623E-18 1.2850656E-16
5387.0835 9.607434E-17 2.1372587E-18 1.3108634E-16
5392.6035 9.711187E-17 2.1267657E-18 1.2627386E-16
5398.123 9.9046024E-17 2.1263885E-18 1.2410796E-16
5403.643 9.388366E-17 2.1023008E-18 1.2478087E-16
5409.1626 9.869756E-17 2.119917E-18 1.2356944E-16
5414.6826 9.758109E-17 2.1228135E-18 1.2621416E-16
5420.2026 9.839328E-17 2.1366117E-18 1.2994086E-16
5425.722 9.516806E-17 2.1222148E-18 1.3027181E-16
5431.242 9.58942E-17 2.1283024E-18 1.3190292E-16
5436.762 9.665686E-17 2.1224309E-18 1.2887081E-16
5442.2817 9.536007E-17 2.126504E-18 1.3219062E-16
5447.802 9.666846E-17 2.1294646E-18 1.3166164E-16
5453.3213 9.6358746E-17 2.1460047E-18 1.374995E-16
5458.8413 9.387552E-17 2.1299274E-18 1.3611928E-16
5464.3613 9.240831E-17 2.1326772E-18 1.3966957E-16
5469.881 9.4596884E-17 2.1316411E-18 1.3626079E-16
5475.401 9.4387025E-17 2.121573E-18 1.3328179E-16
5480.921 9.3936695E-17 2.1172329E-18 1.3225518E-16
5486.4404 9.113597E-17 2.11497E-18 1.3575408E-16
5491.9604 9.3827924E-17 2.1323465E-18 1.373533E-16
5497.48 9.5887974E-17 2.1383837E-18 1.3564162E-16
5503.0 9.0116815E-17 2.1306109E-18 1.4261205E-16
5508.52 8.936545E-17 2.1172372E-18 1.3939003E-16
5514.0396 9.022784E-17 2.1277929E-18 1.4172142E-16
5519.5596 9.185946E-17 2.133001E-18 1.4132657E-16
5525.079 9.565819E-17 2.1427359E-18 1.3913096E-16
5530.599 9.252841E-17 2.1357553E-18 1.4122273E-16
5536.119 9.22697E-17 2.150682E-18 1.4697168E-16
5541.6387 9.288817E-17 2.1726048E-18 1.5363026E-16
5547.1587 9.204844E-17 2.1619761E-18 1.514918E-16
5552.6787 8.8782433E-17 2.1742833E-18 1.6071679E-16
5558.198 9.657748E-17 2.1851911E-18 1.5236836E-16
5563.7183 1.0028016E-16 2.7653556E-18 3.747279E-16
5569.238 1.04568024E-16 4.0674712E-18 1.0800359E-15
5574.758 9.9798626E-17 4.285173E-18 1.2335709E-15
5580.278 9.6974115E-17 4.251304E-18 1.2146513E-15
5585.7974 1.0029497E-16 3.683204E-18 8.4774917E-16
5591.3174 9.138001E-17 2.3336304E-18 2.1375255E-16
5596.8374 9.5492595E-17 2.227477E-18 1.6927337E-16
5602.357 9.520067E-17 2.1853806E-18 1.5497589E-16
5607.877 9.749634E-17 2.2064813E-18 1.5848276E-16
5613.3965 9.5936904E-17 2.2017288E-18 1.593494E-16
5618.9165 1.0298043E-16 2.2185793E-18 1.5462113E-16
5624.4365 1.0017093E-16 2.206779E-18 1.54404E-16
5629.956 1.01117734E-16 2.2074425E-18 1.533327E-16
5635.476 9.48842E-17 2.1778547E-18 1.5222244E-16
5640.9956 9.5843776E-17 2.1883193E-18 1.5408534E-16
5646.5156 9.241429E-17 2.1729309E-18 1.5402333E-16
5652.0356 9.216052E-17 2.1649825E-18 1.5158953E-16
5657.555 9.014525E-17 2.1622888E-18 1.5392624E-16
5663.075 8.77187E-17 2.1584316E-18 1.5662121E-16
5668.595 9.307857E-17 2.1939833E-18 1.5995047E-16
5674.1147 8.5064634E-17 2.1762998E-18 1.6619532E-16
5679.635 8.6926915E-17 2.2021492E-18 1.721138E-16
5685.1543 8.829562E-17 2.215536E-18 1.7469288E-16
5690.6743 9.3118355E-17 2.236725E-18 1.7472166E-16
5696.1943 8.9039415E-17 2.2196838E-18 1.7474754E-16
5701.714 8.638562E-17 2.184056E-18 1.6657608E-16
5707.234 8.777868E-17 2.1823328E-18 1.6382092E-16
5712.754 9.00226E-17 2.1856678E-18 1.6159554E-16
5718.2734 8.8086715E-17 2.1748212E-18 1.6077865E-16
5723.7935 8.365905E-17 2.1675085E-18 1.6504273E-16
5729.313 8.7396343E-17 2.1676526E-18 1.5908864E-16
5734.833 8.604669E-17 2.154563E-18 1.567104E-16
5740.353 8.213819E-17 2.1464795E-18 1.598541E-16
5745.8726 9.269019E-17 2.1806994E-18 1.5512854E-16
5751.3926 8.63755E-17 2.1667225E-18 1.5979862E-16
5756.912 8.5445924E-17 2.1530996E-18 1.5697129E-16
5762.432 8.86695E-17 2.1731974E-18 1.5826735E-16
5767.952 9.040341E-17 2.1666108E-18 1.5380706E-16
5773.4717 7.8954026E-17 2.1340497E-18 1.6017344E-16
5778.9917 8.396303E-17 2.1477875E-18 1.5675546E-16
5784.5117 8.218649E-17 2.1381585E-18 1.5677563E-16
5790.0312 8.3724456E-17 2.147586E-18 1.5740604E-16
5795.5513 8.392459E-17 2.1538054E-18 1.5915956E-16
5801.071 8.321676E-17 2.1503377E-18 1.5948042E-16
5806.591 8.608574E-17 2.1692714E-18 1.6132763E-16
5812.111 8.55685E-17 2.1680137E-18 1.6182136E-16
5817.6304 8.228297E-17 2.1625045E-18 1.6478301E-16
5823.1504 7.6376776E-17 2.1421455E-18 1.6708359E-16
5828.6704 7.844443E-17 2.1557807E-18 1.6848159E-16
5834.19 7.358231E-17 2.1416136E-18 1.7102872E-16
5839.71 7.765537E-17 2.1542337E-18 1.6908191E-16
5845.2295 7.4660614E-17 2.1405009E-18 1.6898466E-16
5850.7495 7.179204E-17 2.1281695E-18 1.6934599E-16
5856.2695 7.5281535E-17 2.2228452E-18 1.9590665E-16
5861.789 7.5143515E-17 2.2720155E-18 2.1331491E-16
5867.309 7.431508E-17 2.292631E-18 2.2240282E-16
5872.8286 7.295704E-17 2.295465E-18 2.2594763E-16
5878.3486 7.4578756E-17 2.6416995E-18 3.5704133E-16
5883.8687 7.661803E-17 3.0270596E-18 5.2453786E-16
5889.388 7.618492E-17 3.1659788E-18 5.929777E-16
5894.908 7.595853E-17 3.1199344E-18 5.7125686E-16
5900.428 7.546181E-17 2.7618349E-18 4.0752862E-16
5905.9478 7.573788E-17 2.4078229E-18 2.6477842E-16
5911.468 7.9343767E-17 2.3062449E-18 2.225828E-16
5916.9873 7.9276606E-17 2.3078548E-18 2.237963E-16
5922.5073 8.0244606E-17 2.340516E-18 2.3444961E-16
5928.0273 7.984139E-17 2.3290503E-18 2.311763E-16
5933.547 8.672228E-17 2.3433599E-18 2.2630288E-16
5939.067 8.829448E-17 2.3386815E-18 2.2286067E-16
5944.587 8.6839896E-17 2.3282378E-18 2.2153511E-16
5950.1064 8.9693596E-17 2.3363253E-18 2.2027065E-16
5955.6265 8.5472507E-17 2.3091582E-18 2.1712514E-16
5961.146 8.4560206E-17 2.2809143E-18 2.0864973E-16
5966.666 8.654347E-17 2.2799672E-18 2.0613404E-16
5972.186 8.502591E-17 2.279477E-18 2.0844688E-16
5977.7056 8.7604124E-17 2.2634476E-18 1.9936022E-16
5983.2256 8.5228806E-17 2.2293843E-18 1.9140795E-16
5988.745 8.585077E-17 2.210315E-18 1.8439091E-16
5994.265 8.512022E-17 2.2037301E-18 1.8365138E-16
5999.785 8.6688204E-17 2.2068405E-18 1.829709E-16
6005.3047 9.0817854E-17 2.2042531E-18 1.7631631E-16
6010.8247 8.8175905E-17 2.1612912E-18 1.6610026E-16
6016.3447 8.425561E-17 2.132903E-18 1.6284374E-16
6021.8643 8.5657266E-17 2.1384918E-18 1.6281176E-16
6027.3843 8.851871E-17 2.1441597E-18 1.610216E-16
6032.904 8.4757134E-17 2.1325709E-18 1.6315554E-16
6038.424 8.25744E-17 2.1054664E-18 1.5804325E-16
6043.944 7.973014E-17 2.0739521E-18 1.5213544E-16
6049.4634 7.5902106E-17 2.0505609E-18 1.5045878E-16
