GROUP	MJD	STAR	B	EB	V	EV	R	ER	CLEAR	ECLEAR	I	EI
;;kait data
1	58482.327	0	18.495	 0.264	18.690	 0.310	18.140	 0.344	18.510	 0.584	18.316	 0.467
2	58485.422	0	18.383	 0.273	18.537	 0.297	18.031	 0.375	18.539	 0.696	18.192	 0.460
3	58486.377	0	18.434	 0.198	18.407	 0.197	18.118	 0.260	18.312	 0.388	18.001	 0.350
4	58487.385	0	18.110	 0.352	18.406	 0.307	18.156	 0.256	18.148	 0.266	17.774	 0.270
