4750.32373	1.94193992543e-17	
4751.57373	2.01177405131e-17	
4752.82373	1.63826064986e-17	
4754.07373	1.43260346891e-17	
4755.32373	1.71773818831e-17	
4756.57373	1.58469559983e-17	
4757.82373	1.68181115283e-17	
4759.07373	1.60718878361e-17	
4760.32373	1.5802967435e-17	
4761.57373	1.35260877584e-17	
4762.82373	1.4215120234e-17	
4764.07373	1.42653146528e-17	
4765.32373	1.5455865424e-17	
4766.57373	1.38383883056e-17	
4767.82373	1.24414624211e-17	
4769.07373	1.33337670824e-17	
4770.32373	1.64858548969e-17	
4771.57373	1.43260346891e-17	
4772.82373	1.44094486868e-17	
4774.07373	1.41931563732e-17	
4775.32373	1.58419669773e-17	
4776.57373	1.46405255382e-17	
4777.82373	1.21973046e-17	
4779.07373	1.40518819001e-17	
4780.32373	1.53453160193e-17	
4781.57373	1.56615104366e-17	
4782.82373	1.62384724646e-17	
4784.07373	1.57117048554e-17	
4785.32373	1.38354070613e-17	
4786.57373	1.63622245225e-17	
4787.82373	1.61936929589e-17	
4789.07373	1.58388640496e-17	
4790.32373	1.45784061424e-17	
4791.57373	1.56873681675e-17	
4792.82373	1.4755394705e-17	
4794.07373	1.40925241688e-17	
4795.32373	1.59259893922e-17	
4796.57373	1.5723082257e-17	
4797.82373	1.49022057747e-17	
4799.07373	1.60492547163e-17	
4800.32373	1.50298517026e-17	
4801.57373	1.35212204208e-17	
4802.82373	1.4084675587e-17	
4804.07373	1.39695630533e-17	
4805.32373	1.32872231668e-17	
4806.57373	1.56540269051e-17	
4807.82373	1.56633356882e-17	
4809.07373	1.59034779559e-17	
4810.32373	1.55651371526e-17	
4811.57373	1.48226248053e-17	
4812.82373	1.4755394705e-17	
4814.07373	1.39683462189e-17	
4815.32373	1.32291801662e-17	
4816.57373	1.29484564715e-17	
4817.82373	1.25770177727e-17	
4819.07373	1.35170223421e-17	
4820.32373	1.2773171477e-17	
4821.57373	1.30812739456e-17	
4822.82373	1.33660131938e-17	
4824.07373	1.16831312267e-17	
4825.32373	1.41621270962e-17	
4826.57373	1.27400735815e-17	
4827.82373	1.4711771192e-17	
4829.07373	1.31799592149e-17	
4830.32373	1.34605003845e-17	
4831.57373	1.13113883193e-17	
4832.82373	1.29775388135e-17	
4834.07373	1.35882071542e-17	
4835.32373	1.21729070704e-17	
