#WAVE FLUX ERR SKYBACK
9374.456 2.6966063E-15 2.5875144E-17 2.2529128E-16
9381.395 2.8766852E-15 2.5730118E-17 2.0385743E-16
9388.332 3.1200194E-15 2.7625038E-17 2.0330867E-16
9395.2705 2.9319747E-15 2.794431E-17 2.064547E-16
9402.209 3.0310445E-15 2.7734891E-17 2.1126857E-16
9409.146 3.077421E-15 2.7964823E-17 2.1836325E-16
9416.085 2.898592E-15 2.8411414E-17 2.2410623E-16
9423.022 2.7975827E-15 2.8845575E-17 2.2944013E-16
9429.961 2.799278E-15 2.7655483E-17 2.281641E-16
9436.898 2.753968E-15 2.7160459E-17 2.2479527E-16
9443.837 2.875752E-15 2.8272342E-17 2.393102E-16
9450.775 2.7947266E-15 2.746879E-17 2.2529115E-16
9457.713 2.7586506E-15 2.7048935E-17 2.0906005E-16
9464.651 2.8658424E-15 2.786407E-17 2.066802E-16
9471.589 2.845698E-15 2.6659318E-17 2.0796455E-16
9478.527 3.0420348E-15 2.785252E-17 2.1249076E-16
9485.466 2.9238718E-15 2.7598027E-17 2.04727E-16
9492.403 2.608045E-15 2.5496398E-17 1.9698559E-16
9499.342 2.9830406E-15 2.6805635E-17 1.9846027E-16
9506.279 3.1323005E-15 2.8164722E-17 2.1037682E-16
9513.218 2.846849E-15 2.7308481E-17 1.999623E-16
9520.155 2.8126803E-15 2.7212948E-17 1.9066026E-16
9527.094 2.9877158E-15 2.7164808E-17 1.9764098E-16
9534.032 3.0680181E-15 2.7290379E-17 1.9720572E-16
9540.97 3.12508E-15 2.7194286E-17 1.8438277E-16
9547.908 2.9358056E-15 2.677462E-17 2.1949463E-16
9554.846 2.936616E-15 2.6263441E-17 1.8542274E-16
9561.784 2.882993E-15 2.5195056E-17 1.782789E-16
9568.723 3.0186988E-15 2.5628499E-17 1.6832763E-16
9575.66 3.0171883E-15 2.5962278E-17 1.9005373E-16
9582.599 2.8231312E-15 2.5649964E-17 2.0077026E-16
9589.536 2.845926E-15 2.8073898E-17 1.6483266E-16
9596.475 2.8702366E-15 2.4691836E-17 1.6192128E-16
9603.412 2.958569E-15 2.4458313E-17 1.5557388E-16
9610.351 2.914196E-15 2.4163507E-17 1.6170293E-16
9617.289 2.8811694E-15 2.3852413E-17 1.6328598E-16
9624.227 2.936736E-15 2.384339E-17 1.4836347E-16
