#WAVE FLUX ERR SKYBACK
3341.1106 2.877729E-15 7.405221E-17 -4.174451E-17
3345.1907 2.7954844E-15 7.122631E-17 -1.00112055E-16
3349.2708 2.8030692E-15 7.134283E-17 2.4921638E-17
3353.3508 2.8833302E-15 6.977631E-17 -8.858129E-17
3357.431 2.8899974E-15 6.9324796E-17 -1.6519348E-17
3361.5107 2.9805141E-15 6.899355E-17 -2.247387E-17
3365.5908 3.0578599E-15 6.8728286E-17 5.2491153E-18
3369.671 3.0341303E-15 6.697125E-17 -4.228159E-17
3373.751 3.0988959E-15 6.6468376E-17 -5.3256677E-17
3377.831 2.9399072E-15 6.444445E-17 -3.5200096E-18
3381.9111 2.920843E-15 6.2864377E-17 -3.9507403E-17
3385.991 3.03276E-15 6.3064826E-17 -3.277916E-17
3390.071 2.9935834E-15 6.1784204E-17 -4.511234E-17
3394.1511 2.9854655E-15 6.085213E-17 -3.194201E-17
3398.2312 2.9667388E-15 6.033673E-17 3.138508E-17
3402.3113 3.115384E-15 6.078317E-17 1.5972909E-17
3406.391 3.2453453E-15 6.06356E-17 -3.1435302E-17
3410.4712 3.1719425E-15 5.892233E-17 -7.197747E-17
3414.5513 3.1791575E-15 5.8837655E-17 4.4656135E-18
3418.6313 3.279796E-15 5.873827E-17 -1.3706741E-17
3422.7114 3.2686627E-15 5.786478E-17 -2.6918497E-17
3426.7915 3.3982824E-15 5.834734E-17 -3.7714092E-18
3430.8713 3.4246281E-15 5.7569196E-17 -4.006293E-17
3434.9514 3.3441826E-15 5.690342E-17 3.862786E-17
3439.0315 3.6032883E-15 5.773693E-17 -1.8741145E-17
3443.1116 3.7254356E-15 5.798072E-17 -1.5278813E-17
3447.1917 3.661841E-15 5.7040694E-17 3.6620345E-18
3451.2717 3.693906E-15 5.658055E-17 -6.3428433E-18
3455.3516 3.6987625E-15 5.6140854E-17 8.8681215E-18
3459.4316 3.8156526E-15 5.6041295E-17 -3.4697907E-17
3463.5117 3.764213E-15 5.5491276E-17 1.3425372E-17
3467.5918 3.78154E-15 5.4938008E-17 -2.367075E-18
