# INSTRUMENT_ID: 78
# OBS_GROUP_ID: 65
# UNIT_ID: None
# RA: 159.69708333333332
# DEC: 53.50841666666667
# OBS_DATE: 2022-03-25 02:37:51+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 75956
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None


3882.970 4.91367e+01 1.33800e+00
3884.260 3.88307e+01 1.23140e+00
3885.550 3.49133e+01 1.18750e+00
3886.840 3.33007e+01 1.16530e+00
3888.130 3.28311e+01 1.16130e+00
3889.420 3.38245e+01 1.17400e+00
3890.710 3.31453e+01 1.14900e+00
3892.000 3.16654e+01 1.13200e+00
3893.290 3.24019e+01 1.14530e+00
3894.580 2.98654e+01 1.10630e+00
3895.870 2.98661e+01 1.11200e+00
3897.160 2.72605e+01 1.07480e+00
3898.450 3.46132e+01 1.15620e+00
3899.740 4.90217e+01 1.30610e+00
3901.030 4.68831e+01 1.29180e+00
3902.320 3.88962e+01 1.21470e+00
3903.610 3.33044e+01 1.16700e+00
3904.900 2.82673e+01 1.13100e+00
3906.190 2.55011e+01 1.11040e+00
3907.480 2.94869e+01 1.16620e+00
3908.770 2.72718e+01 1.16050e+00
3910.060 3.36315e+01 1.20680e+00
3911.350 3.42714e+01 1.22610e+00
3912.640 3.78687e+01 1.26480e+00
3913.930 3.04582e+01 1.15190e+00
3915.220 3.72394e+01 1.19530e+00
3916.510 2.92676e+01 1.09450e+00
3917.800 3.17154e+01 1.08240e+00
3919.090 3.54541e+01 1.11850e+00
3920.380 3.15764e+01 1.06170e+00
3921.670 3.37343e+01 1.08700e+00
3922.960 3.62755e+01 1.11090e+00
3924.250 3.44726e+01 1.08680e+00
3925.540 3.55809e+01 1.09180e+00
3926.830 3.46915e+01 1.07410e+00
3928.120 3.49649e+01 1.06490e+00
3929.410 3.01251e+01 1.00400e+00
3930.700 3.26707e+01 1.03300e+00
3931.990 3.36103e+01 1.03990e+00
3933.280 3.23856e+01 1.02220e+00
3934.570 3.28843e+01 1.02390e+00
3935.860 3.34756e+01 1.03350e+00
3937.150 3.33363e+01 1.04330e+00
3938.440 3.36575e+01 1.05980e+00
3939.730 3.37545e+01 1.07090e+00
3941.020 2.91605e+01 1.02240e+00
3942.310 3.12752e+01 1.04090e+00
3943.600 2.92014e+01 1.02010e+00
3944.890 3.05044e+01 1.03500e+00
3946.180 3.16987e+01 1.04370e+00
3947.470 3.19804e+01 1.04770e+00
3948.760 3.48878e+01 1.07760e+00
3950.050 3.33507e+01 1.05880e+00
3951.340 3.51303e+01 1.07240e+00
3952.630 3.37842e+01 1.06100e+00
3953.920 3.47279e+01 1.06590e+00
3955.210 3.30847e+01 1.04590e+00
3956.500 3.36034e+01 1.04460e+00
3957.790 3.50451e+01 1.06570e+00
3959.080 3.68170e+01 1.08510e+00
3960.370 3.31366e+01 1.04340e+00
3961.660 3.41016e+01 1.04220e+00
3962.950 3.26595e+01 1.01280e+00
3964.240 3.46127e+01 1.02110e+00
3965.530 3.17783e+01 9.82800e-01
3966.820 3.13444e+01 9.70900e-01
3968.110 3.44727e+01 1.00230e+00
3969.400 3.32093e+01 9.89600e-01
3970.690 3.37955e+01 1.00430e+00
3971.980 3.48054e+01 1.03540e+00
3973.270 3.39623e+01 1.03170e+00
3974.560 3.30039e+01 1.02410e+00
3975.850 3.01578e+01 9.99100e-01
3977.140 3.33400e+01 1.03780e+00
3978.430 3.63176e+01 1.07160e+00
3979.720 4.00969e+01 1.11000e+00
3981.010 5.11494e+01 1.21720e+00
3982.300 5.02334e+01 1.20910e+00
3983.590 4.37331e+01 1.14550e+00
3984.880 3.74072e+01 1.08220e+00
3986.170 3.08176e+01 1.01200e+00
3987.460 3.13283e+01 1.02310e+00
3988.750 3.40554e+01 1.05740e+00
3990.040 3.57604e+01 1.07440e+00
3991.330 3.60370e+01 1.07160e+00
3992.620 3.59764e+01 1.07550e+00
3993.910 3.92194e+01 1.10460e+00
3995.200 3.83717e+01 1.09870e+00
3996.490 3.73937e+01 1.08720e+00
3997.780 3.82153e+01 1.10190e+00
3999.070 3.92469e+01 1.10890e+00
4000.360 3.93702e+01 1.10860e+00
4001.650 3.73825e+01 1.08250e+00
4002.940 3.82608e+01 1.08910e+00
4004.230 4.09340e+01 1.11710e+00
4005.520 3.96944e+01 1.11160e+00
4006.810 3.96560e+01 1.11750e+00
4008.100 3.82408e+01 1.10700e+00
4009.390 3.95775e+01 1.12430e+00
4010.680 4.03144e+01 1.13540e+00
4011.970 4.01103e+01 1.13080e+00
4013.260 3.80967e+01 1.11150e+00
4014.550 3.97542e+01 1.11820e+00
4015.840 3.96628e+01 1.12090e+00
4017.130 3.78229e+01 1.11520e+00
4018.420 3.62431e+01 1.10980e+00
4019.710 3.47907e+01 1.10850e+00
4021.000 3.78584e+01 1.14740e+00
4028.740 3.76188e+01 1.08750e+00
4030.030 3.86543e+01 1.09860e+00
4031.320 3.82019e+01 1.09200e+00
4032.610 3.92285e+01 1.09580e+00
4033.900 3.93576e+01 1.09870e+00
4035.190 3.84625e+01 1.09170e+00
4036.480 3.73409e+01 1.08540e+00
4037.770 3.87190e+01 1.09840e+00
4039.060 3.73504e+01 1.09150e+00
4040.350 3.65901e+01 1.08270e+00
4041.640 3.60900e+01 1.08300e+00
4042.930 3.57275e+01 1.10840e+00
4044.220 3.47356e+01 1.16900e+00
4045.510 3.67984e+01 1.23730e+00
4046.800 3.75612e+01 1.24820e+00
4048.090 3.59265e+01 1.19980e+00
4049.380 3.59624e+01 1.11750e+00
4050.670 3.80723e+01 1.10430e+00
4051.960 3.73503e+01 1.09110e+00
4053.250 4.04841e+01 1.11380e+00
4054.540 3.74518e+01 1.08600e+00
4055.830 3.76578e+01 1.08620e+00
4057.120 3.79717e+01 1.08260e+00
4058.410 3.62265e+01 1.06260e+00
4059.700 3.68538e+01 1.06360e+00
4060.990 4.04074e+01 1.10050e+00
4062.280 3.98116e+01 1.09560e+00
4063.570 3.92053e+01 1.09640e+00
4064.860 3.79515e+01 1.07880e+00
4066.150 3.89580e+01 1.09640e+00
4067.440 3.97865e+01 1.10310e+00
4068.730 3.79727e+01 1.08490e+00
4070.020 4.01172e+01 1.09850e+00
4071.310 3.81027e+01 1.06690e+00
4072.600 3.75369e+01 1.06370e+00
4073.890 3.79901e+01 1.07820e+00
4075.180 3.97270e+01 1.10270e+00
4076.470 3.91588e+01 1.10470e+00
4077.760 3.91696e+01 1.10570e+00
4079.050 4.04439e+01 1.11780e+00
4080.340 4.19713e+01 1.12700e+00
4081.630 4.42352e+01 1.14520e+00
4082.920 4.22656e+01 1.12740e+00
4084.210 3.86725e+01 1.09010e+00
4085.500 3.70379e+01 1.07620e+00
4086.790 3.63160e+01 1.06740e+00
4088.080 3.73701e+01 1.06980e+00
4089.370 3.68702e+01 1.05700e+00
4090.660 3.76689e+01 1.06250e+00
4091.950 3.57727e+01 1.03800e+00
4093.240 3.41724e+01 1.02280e+00
4094.530 3.57329e+01 1.03500e+00
4095.820 3.66015e+01 1.03610e+00
4097.110 3.58780e+01 1.02870e+00
4098.400 3.55279e+01 1.02410e+00
4099.690 3.63499e+01 1.02780e+00
4100.980 3.43141e+01 1.00200e+00
4102.270 3.49516e+01 1.00410e+00
4103.560 3.48087e+01 1.00110e+00
4104.850 3.40210e+01 9.97900e-01
4106.140 3.52574e+01 1.01670e+00
4107.430 3.49387e+01 1.01600e+00
4108.720 3.45593e+01 1.00590e+00
4110.010 3.48926e+01 1.00670e+00
4111.300 3.91272e+01 1.04650e+00
4112.590 5.35644e+01 1.18430e+00
4113.880 6.57313e+01 1.28630e+00
4115.170 6.60983e+01 1.28890e+00
4116.460 5.52697e+01 1.20210e+00
4117.750 3.91497e+01 1.05730e+00
4119.040 3.61833e+01 1.01960e+00
4120.330 3.42691e+01 1.00110e+00
4121.620 3.35385e+01 9.96800e-01
4122.910 3.55004e+01 1.01820e+00
4124.200 3.62453e+01 1.02950e+00
4125.490 3.68966e+01 1.03500e+00
4126.780 3.78460e+01 1.04410e+00
4128.070 3.79587e+01 1.04200e+00
4129.360 3.70287e+01 1.03680e+00
4130.650 3.79041e+01 1.04160e+00
4131.940 3.97133e+01 1.06540e+00
4133.230 3.88761e+01 1.05620e+00
4134.520 3.79886e+01 1.04900e+00
4135.810 3.80457e+01 1.04870e+00
4137.100 3.79006e+01 1.04770e+00
4138.390 3.55062e+01 1.03380e+00
4139.680 3.69896e+01 1.05170e+00
4140.970 3.88990e+01 1.06470e+00
4142.260 3.88646e+01 1.05300e+00
4143.550 3.75060e+01 1.03080e+00
